artifact	frozen_sha256
GDT282_OUTER_WRAPPER_CLASS_TRANSFER_METHOD.md	654db4620019cc5fb12483e3c26abc21527a53dd8805ef70b35e8a31b8e30809
GDT282_OUTER_WRAPPER_CLASS_TRANSFER_REPORT.md	91a6f3e633a5fcf77328a2521c5721a476409a2a088696cdfec40b62e64bdded
gdt282_design.json	198c660238b0887660089d4fe2efea08f845dc4f76eec5f4f4b9301f5dc5c6e4
gdt282_design_validation.json	b194d957760027d991237710ddc360b97ec97af02e9a9db25866139ada9644cb
gdt282_gdt281_freeze_manifest.tsv	fe4fafb33960fc2a13e9f4d5c0b3b13deff849713d58f589482e2618f64ecad3
gdt282_model_scores.tsv	624a671df3459012957b6b77c8ffa22e63dce25983d3362b2419db06d0aeb571
gdt282_transfer_folds.tsv	c31b8a11c66399fcd3feca409911f533f5e4e19267f7911d9f01304e4fcb26da
gdt282_null_results.tsv	21500e4196c1540ab5f37650ff5150c45b2f6ba0bc18a3ace65b9bd3d8960e36
gdt282_wrapper_class_probes.tsv	83417d70ba00bb448f6410242cfde4d9eae4e02c261447c738df979ad243f04b
gdt282_wrapper_counts.tsv	b643c4f8509e145e876985ecd9ac2ed544b2a0dfdb988175f1276af0a908f25e
gdt282_counterexamples.tsv	df1348ec07d68ecfba19f46abb1688c780456561f570a6f03ddc073312e3af44
gdt282_result.json	c0fe2e6e45ef2fcee9c2a5705c4e4fa8b26d04ecb3b82018b95d7dbd0a43ec01
gdt282_validation.json	84920516365e818478a21298f13514eeb6757df65a90b087de5e2476f3d8c23e
run_gdt282_outer_wrapper_class_transfer.py	03ca8f10c24ac5e2319fe39f499b123d921fd666a5a341ed04d48941bf6c08d9
validate_gdt282_outer_wrapper_class_transfer.py	32ed6b1968ab221faefaf32bc6471566f4abb223867bf86b57775b1ca8434efa
