blind_id	pair_id	arm	cut_ordinal	locus	surface	localizer_variant	localizer_delta_px	localizer_a_confidence	localizer_b_confidence	agreement_within_50px	delivered_image_sha256	reviewer_A_state	reviewer_A_confidence	reviewer_A_neutral_note	reviewer_B_state	reviewer_B_confidence	reviewer_B_neutral_note
YC0303B3B9B144A1	G5P003	TARGET	1	f37v.1	qotoldy	A	30	LOW	LOW	1	b9e4c1aeac505dfc7e7467c0612995f341c0226a1269cfbb8f1f4081b76ac4ca	ORDINARY_VISIBLE_GAP	MEDIUM	The marker lies in a clear moderate interval between a partial left form and a tall right stroke on the lower visible line.	INK_TOUCH_OR_CROSSING	MEDIUM	A dark terminal contour reaches the left edge of the marker in the lower writing band.
YC0A56DEFF9E1C9F	G5P001	TARGET	2	f114r.18	qoeeody	A	0	MEDIUM	MEDIUM	1	bbc87ed078d049ed22f2a540482b40c6f60d545859fc0e0c3c2618bff25e8bfb	ORDINARY_VISIBLE_GAP	HIGH	The marker stands in a clear moderate-width parchment interval between two groups of dark strokes.	ORDINARY_VISIBLE_GAP	HIGH	The adjacent ink groups leave a moderate parchment interval around the marker.
YC0AAD048321B50D	G5P001	CONTROL	2	f114r.18	qodaiin	A	40	LOW	LOW	1	a93cebc072b7d3f9ffda4f5395135052bd2cd17c60941532f97354a0ec94b9b9	NARROW_VISIBLE_GAP	HIGH	A slim strip of parchment remains visible between the marker and the closely opposed dark strokes.	INK_TOUCH_OR_CROSSING	MEDIUM	The left-hand contour appears to continue into the marker near mid-height.
YC0C8949EEC14DD5	G5P002	TARGET	2	f34v.4	qoldar	A	297	LOW	LOW	0	7255a7452f045006502dc9cc0246e4a685f0569baf8b446d37c6480e683ab4b0	NARROW_VISIBLE_GAP	MEDIUM	The marker occupies a small but visible interval between the adjacent stroke groups on the upper line.	NARROW_VISIBLE_GAP	HIGH	A slim but visible parchment strip separates the flanking ink at the marker.
YC0E763F728D36EE	G5P009	TARGET	2	f93v.4	qokchody	A	10	LOW	LOW	1	6a65bacd6c23cc9608ab4c2d71683c65c23b92fe142bd7308513d9cfcf5da3f8	ORDINARY_VISIBLE_GAP	HIGH	A clear moderate-width parchment interval separates the dark forms on either side of the marker.	ORDINARY_VISIBLE_GAP	HIGH	The nearest central ink contours are separated by a moderate clear interval.
YC0EFD9AEA7872CB	G5P008	CONTROL	1	f83v.3	qokaiin	A	0	LOW	LOW	1	b49aec2b9a31ba4735c6540102af0e053e85dd352c69eaf5314a0199a2e45acb	INK_TOUCH_OR_CROSSING	HIGH	A dark horizontal manuscript stroke reaches and continues across the marker on the upper line.	INK_TOUCH_OR_CROSSING	MEDIUM	A dark contour from the left meets the marker within the upper writing band.
YC1125B698DDCEB6	G5P005	CONTROL	1	f58v.38	okor	B	70	LOW	LOW	0	32b92f58052f9db080625ac913114cff538e231caa750fcbb018efa7f02bb1c2	INK_TOUCH_OR_CROSSING	MEDIUM	The red overlay falls on the right edge of a small curved manuscript form beside the taller strokes.	INK_TOUCH_OR_CROSSING	MEDIUM	The rounded contour immediately left of the marker appears to meet the overlay edge.
YC19FBE85A853C31	G5P002	CONTROL	2	f34v.4	chekal	A	290	LOW	LOW	0	b63a16261c08e64523537c19590432e670223bbbd371473bddc8f4512b65bb18	NARROW_VISIBLE_GAP	MEDIUM	The marker sits in a slim visible interval immediately before the tall dark stroke group.	INK_TOUCH_OR_CROSSING	HIGH	A dark upright stroke is visibly intersected by the marker in the upper band.
YC1E03E9A0839493	G5P008	TARGET	2	f83v.3	qotaldy	A	40	LOW	LOW	1	c69dadfef6a7cf1be2ba719043f3bc06d918654c2d05658096955de05fb2053f	NARROW_VISIBLE_GAP	MEDIUM	Only a narrow parchment interval is visible around the marker between adjacent dark forms.	INK_TOUCH_OR_CROSSING	MEDIUM	A descending dark contour reaches the marker near the central writing band.
YC1F55E9B2E1B586	G5P002	TARGET	1	f34v.4	qoldar	B	330	LOW	LOW	0	0598250c9753ecd852363b389c653dd0d1cc17a4f394ad58ad4d90ba4b5de9b6	NARROW_VISIBLE_GAP	HIGH	The marker lies in a very small clear interval between two dense dark forms on the central line.	NARROW_VISIBLE_GAP	HIGH	The flanking central contours leave a small clear parchment interval.
YC2071CF26D5106E	G5P007	TARGET	1	f82v.13	qokoldy	B	80	LOW	LOW	0	ed45bedc0f4edcb1954bb93f8d754c4cda2a4b16283ac14809115dcfadd256b2	NARROW_VISIBLE_GAP	HIGH	A slim but continuous parchment interval separates the ink groups at the marker.	NARROW_VISIBLE_GAP	HIGH	A short clear interval separates the ink immediately to either side of the marker.
YC2318C91ED31820	G5P004	CONTROL	1	f43r.3	yteedy	B	205	LOW	LOW	0	604accdc9b31c7f239bf872cc5494f35ce3a21e4f47c261843aa502b2c9e0f21	NARROW_VISIBLE_GAP	MEDIUM	The marker lies within a modestly slim clear interval between the left form and the isolated right form.	INK_TOUCH_OR_CROSSING	HIGH	The marker passes through the edge of a large curved dark stroke.
YC24D2FB6ED6AE71	G5P002	TARGET	1	f34v.4	qoldar	A	330	LOW	LOW	0	aa66408e58337734b591953ed7bbf30bf986327fd809b5a84764a2375399d265	NARROW_VISIBLE_GAP	HIGH	A very small visible parchment strip separates the marker from the dark strokes immediately to its right.	INK_TOUCH_OR_CROSSING	HIGH	A tall dark stroke visibly meets and continues along the marker position.
YC279897EE1A4B95	G5P003	CONTROL	2	f37v.1	qocthy	A	10	LOW	LOW	1	24935c357310de7eb072bb7e3b076cb10105553d4377da20617de09e687b5641	INK_TOUCH_OR_CROSSING	HIGH	A descending curved manuscript stroke meets the marker near the lower part of the main line.	INK_TOUCH_OR_CROSSING	MEDIUM	A fine descending contour appears to run beneath the marker near the line end.
YC366292E80927E1	G5P007	TARGET	2	f82v.13	qokoldy	A	50	LOW	LOW	1	55d903f4c867b3816f496350fe9ee8373c20556fe138a0e43d342fc2d4c4bebb	INK_TOUCH_OR_CROSSING	HIGH	The marker runs directly through a dark rounded manuscript form on the visible line.	INK_TOUCH_OR_CROSSING	HIGH	The marker cuts through the left side of a rounded dark contour.
YC37BBB80B7CE64F	G5P004	CONTROL	2	f43r.3	yteedy	A	255	LOW	LOW	0	18f8d987de3cfc54c4e829276bc65b3fa4f0cd954a38ffa92bfa7260f67c110d	NARROW_VISIBLE_GAP	MEDIUM	The marker occupies a slim clear interval between the compact left strokes and the following dark form.	INK_TOUCH_OR_CROSSING	HIGH	Dark upright ink is present directly along both sides of the marker.
YC391A14E309E3E4	G5P009	TARGET	1	f93v.4	qokchody	A	15	LOW	LOW	1	4b74490281eae4c494fa5bcb21417db931e993a6383c1636ef2e5643ff72ec68	NARROW_VISIBLE_GAP	MEDIUM	A narrow but visible parchment interval separates the adjacent stroke groups at the marker.	ORDINARY_VISIBLE_GAP	HIGH	A moderate patch of parchment separates the left and right ink groups.
YC3BEBB7BC114287	G5P004	TARGET	1	f43r.3	qotydy	A	260	LOW	LOW	0	b8bee662107924843d93c1766736994d0bd9bb9818fbc95252896f3ec960199c	NARROW_VISIBLE_GAP	MEDIUM	The marker lies in a small clear interval between the left cluster and the following dark strokes.	NARROW_VISIBLE_GAP	HIGH	The neighboring lower-band contours leave only a slim visible gap.
YC4014A53BCED0E6	G5P008	TARGET	1	f83v.3	qotaldy	A	15	LOW	LOW	1	b11fa03cc4df5d84f7800d1ab97234a3bc6e98ec318f71f6466205fb8e555c86	ORDINARY_VISIBLE_GAP	MEDIUM	A clear moderate-width interval is visible between the left ending stroke and the tall form to the right.	INK_TOUCH_OR_CROSSING	HIGH	A horizontal dark stroke reaches the marker at the central writing band.
YC40DB8130732B66	G5P002	CONTROL	1	f34v.4	chekal	B	300	LOW	LOW	0	5a70963ae9a418ea6ab1c757c4234ad9537946f2aaa440c93b94c27beb70ff0a	WIDE_VISIBLE_GAP	HIGH	The marker stands within a broad blank parchment interval between well-separated ink groups.	NARROW_VISIBLE_GAP	MEDIUM	A small clear interval is visible between the nearest central ink edges.
YC5B634FC9C18E15	G5P007	CONTROL	2	f82v.13	chckhdy	A	30	LOW	LOW	1	8d27f5ebd6a5621f555fd305ce14b820f76ea016b00e0f22bb7602c17f97ff35	INK_TOUCH_OR_CROSSING	HIGH	The marker passes directly through the long vertical stroke of a dark manuscript form.	INK_TOUCH_OR_CROSSING	HIGH	The marker passes through a tall descending dark stroke.
YC5D43041C5F331F	G5P005	CONTROL	1	f58v.38	okor	A	70	LOW	LOW	0	f2af44b50803dbc875c9d257260595660bdaf73bbbeecef639bb7b54891237b4	WIDE_VISIBLE_GAP	HIGH	A broad uninterrupted parchment interval separates the ink groups on either side of the marker.	WIDE_VISIBLE_GAP	HIGH	A broad expanse of parchment separates the ink groups across the marker.
YC61A107215B6ACA	G5P006	TARGET	1	f81v.20	qoldy	A	10	LOW	LOW	1	ea0bbfa944ee5c7ea3c1134d945ad2405dd51f58e7c5d67c8695b5a6472bb98c	NARROW_VISIBLE_GAP	MEDIUM	The marker lies in a small visible interval between the ending left strokes and the taller right group.	NARROW_VISIBLE_GAP	HIGH	A thin clear strip remains between the terminal and following dark contours.
YC6766480DB2D8B3	G5P004	TARGET	2	f43r.3	qotydy	A	305	LOW	LOW	0	0f7784fffd7ed233954718adc73be1668864f859f9b1ff8311bfd78978f29b81	INK_TOUCH_OR_CROSSING	HIGH	The marker meets the left edge of a tall dark manuscript stroke on the principal visible line.	INK_TOUCH_OR_CROSSING	HIGH	The marker intersects a dark upright contour in the upper writing band.
YC6C2B99426684F6	G5P008	CONTROL	2	f83v.3	qokaiin	A	25	LOW	LOW	1	35e5facbcb7131819a48d46f0fe4bbfee89b9d243a2f1b496814271ec0e52fba	INK_TOUCH_OR_CROSSING	HIGH	A dark descending curve reaches the marker and is partly covered by the red overlay.	INK_TOUCH_OR_CROSSING	HIGH	The right edge of a dark rounded contour reaches the marker.
YC6ED58210F577D2	G5P006	CONTROL	1	f81v.20	ltedy	A	0	LOW	LOW	1	06308e2f279b81f0cc2ad6d21861a6b0d9363b0edebb2017695db9863fec6bb2	NARROW_VISIBLE_GAP	MEDIUM	A slim clear parchment strip separates the dark forms immediately around the marker.	INK_TOUCH_OR_CROSSING	MEDIUM	A descending dark stroke appears to meet the marker around mid-height.
YC7081F6A02B5DE9	G5P005	TARGET	1	f58v.38	sydy	A	0	MEDIUM	MEDIUM	1	87d954534f0a1e9f09b84f8affb51d0b2aac39e8fa14ebdd704dd87989381960	WIDE_VISIBLE_GAP	HIGH	The marker is centered in a broad clear interval between two widely separated dark forms.	WIDE_VISIBLE_GAP	HIGH	The left and right ink forms are separated by a conspicuously broad clear interval.
YC7821DDBBB7EA5A	G5P002	TARGET	2	f34v.4	qoldar	B	297	LOW	LOW	0	20e4111820c2e7b3c075d3b326f7a82a09742260651744bdbf04f86d2161014e	NARROW_VISIBLE_GAP	HIGH	Only a thin visible parchment interval separates the dense forms on each side of the marker.	INK_TOUCH_OR_CROSSING	MEDIUM	A looped dark contour appears to contact the marker from the left.
YC796664533AC62A	G5P009	CONTROL	2	f93v.4	qokchol	A	25	LOW	LOW	1	a6509ece1d54f844fa8f46b046d7ce365edfe04fdcd11fc5719ec46945976a4e	ORDINARY_VISIBLE_GAP	MEDIUM	The marker lies in a clear moderate interval between neighboring dark forms on the central line.	INK_TOUCH_OR_CROSSING	HIGH	The marker visibly intersects the edge of a tall dark stroke.
YC81B97D6A110E91	G5P006	TARGET	2	f81v.20	qoldy	A	45	LOW	LOW	1	9c0cfbf6b6e9bd3d2d7bf95c780149a90d3dcdfb620b69349ddad0caae1b21ef	INK_TOUCH_OR_CROSSING	HIGH	A long dark descending stroke runs into and beneath the marker.	INK_TOUCH_OR_CROSSING	HIGH	A large curved dark contour runs through the marked position.
YC8B9C08EC6250B2	G5P003	TARGET	2	f37v.1	qotoldy	A	0	LOW	LOW	1	19a4d592f0e0769d96d1e17c37da5aa2016e64fce66c1e298296469fff32d1fc	WIDE_VISIBLE_GAP	HIGH	The marker lies in a broad blank area to the right of the last visible manuscript strokes.	WIDE_VISIBLE_GAP	HIGH	The marker stands in broad parchment beyond the nearest visible ink.
YC904B9BCE9F420E	G5P001	CONTROL	1	f114r.18	qodaiin	A	75	LOW	LOW	0	4a6eb816989fa5a68e7ab8ea91da22ae3af7913017041e19f99f2090f8b2b100	INK_TOUCH_OR_CROSSING	HIGH	The marker directly overlays a tall dark manuscript stroke on the upper line.	INK_TOUCH_OR_CROSSING	HIGH	The marker cuts through a tall dark vertical contour.
