physical_folio	events	t_events	line_start_coefficient	gain_bits	gain_bits_per_event
f10	1	0	0.073736273511	-0.029481325173	-0.029481325173
f100	1	0	0.040899691616	0.009257779229	0.009257779229
f103	3	2	0.012262403207	0.009898104693	0.003299368231
f105	1	1	0.072764440047	-0.027850832207	-0.027850832207
f107	1	0	0.073736273511	-0.029481325173	-0.029481325173
f108	1	0	0.039609799140	0.009959436298	0.009959436298
f111	4	1	0.060872540248	-0.008242646450	-0.002060661612
f112	3	1	0.000118099647	0.000117084810	0.000039028270
f114	2	0	0.025420917830	0.013875352084	0.006937676042
f15	1	1	0.024927394490	0.013320775233	0.013320775233
f19	2	2	0.040984951799	0.009488149587	0.004744074794
f2	1	0	0.040899691616	0.009257779229	0.009257779229
f20	1	1	0.072107566448	-0.026664133925	-0.026664133925
f27	1	1	0.071813763242	-0.026082463288	-0.026082463288
f28	1	0	0.039022465642	0.010262360701	0.010262360701
f30	1	0	0.073736273511	-0.029481325173	-0.029481325173
f37	2	0	0.056823904489	-0.004454988116	-0.002227494058
f42	2	1	0.087041286201	-0.055753923553	-0.027876961777
f56	1	0	0.040899691616	0.009257779229	0.009257779229
f66	1	0	0.040143986479	0.009665874342	0.009665874342
f75	1	0	0.070370487475	-0.023679757059	-0.023679757059
f77	2	0	0.026581836111	0.013848141738	0.006924070869
f78	1	1	0.023156576876	0.013137386418	0.013137386418
f79	1	0	0.068365826656	-0.020414375370	-0.020414375370
f80	1	1	0.071813763242	-0.026082463288	-0.026082463288
f81	1	0	0.038415740273	0.010577226532	0.010577226532
f82	2	2	0.047445343865	0.005197316857	0.002598658428
f86	4	2	0.124882531594	-0.167108045319	-0.041777011330
f88	1	0	0.040899691616	0.009257779229	0.009257779229
f94	2	1	0.044136835386	0.007573911855	0.003786955928
f95	3	2	0.035397105957	0.011581472855	0.003860490952
