system	instrument_level	rows	host_information_fraction	host_decoder_accuracy	host_decoder_coverage	full_decoder_accuracy	full_decoder_coverage	raw_decoder_accuracy	raw_decoder_coverage	component_stratum	exact_true_host_rate	exact_left_edge_rate	exact_right_edge_rate	exact_edge_span_decomposition_rate	exact_component_boundary_set_rate	component_boundary_precision	component_boundary_recall
LEXICAL_A	SURFACE_ONLY	5711	0.963420087758062	0.8810674917810868	0.9054456312379618	0.8528784648187633	0.08212222027665908	0.917232318808846	0.7996848187707932	NA	NA	NA	NA	NA	NA	NA	NA
LEXICAL_A	VMANUS_ANNOTATION_ASSISTED	5711	0.9801728629400649	0.9079251629178053	0.8329539485203993	0.8528784648187633	0.08212222027665908	0.917232318808846	0.7996848187707932	NA	NA	NA	NA	NA	NA	NA	NA
LEXICAL_A	ORACLE_CEILING	5711	0.984695668405417	0.9329067641681902	0.9578007354228681	0.8926174496644296	0.41744002801610924	0.917232318808846	0.7996848187707932	NA	NA	NA	NA	NA	NA	NA	NA
FACTORIAL_B	SURFACE_ONLY	5711	0.5374199704092911	0.21676668485179124	0.9628786552267554	0.9379310344827586	0.07616879705830852	0.9244299674267101	0.8063386447207144	NA	NA	NA	NA	NA	NA	NA	NA
FACTORIAL_B	VMANUS_ANNOTATION_ASSISTED	5711	0.8537799450288461	0.5788646631310155	0.8914375766065488	0.9379310344827586	0.07616879705830852	0.9244299674267101	0.8063386447207144	NA	NA	NA	NA	NA	NA	NA	NA
FACTORIAL_B	ORACLE_CEILING	5711	0.26144403874932315	0.05445631237961828	1.0	0.9667235494880546	0.41043600070040276	0.9244299674267101	0.8063386447207144	NA	NA	NA	NA	NA	NA	NA	NA
HUMAN_GROWN_B2	SURFACE_ONLY	5711	0.7196675041653257	0.26809550667418686	0.931360532306076	0.9327354260089686	0.07809490457012783	0.9259342638451148	0.7777972334092103	NA	NA	NA	NA	NA	NA	NA	NA
HUMAN_GROWN_B2	VMANUS_ANNOTATION_ASSISTED	5711	0.9111059717188594	0.6886028648536433	0.8434599894939591	0.9327354260089686	0.07809490457012783	0.9259342638451148	0.7777972334092103	NA	NA	NA	NA	NA	NA	NA	NA
HUMAN_GROWN_B2	ORACLE_CEILING	5711	0.5734593217953317	0.06541564363381269	0.998424093853966	1.0	0.3890737173874978	0.9259342638451148	0.7777972334092103	NA	NA	NA	NA	NA	NA	NA	NA
LEXICAL_A	SURFACE_ONLY	2442	NA	NA	NA	NA	NA	NA	NA	FREQUENT_COMPILER_MARKED	0.547911547911548	0.5532350532350533	0.5638820638820639	0.5470925470925471	0.5470925470925471	0.9032825322391559	0.39141478282956566
LEXICAL_A	SURFACE_ONLY	5711	NA	NA	NA	NA	NA	NA	NA	FREQUENT_LEXICAL_ID	0.7942566976011206	0.7988093153563299	0.811241463841709	0.7939064962353353	0.7939064962353353	0.867191896454699	0.39141478282956566
