role	model	rows	positives	held_folio_brier	held_folio_logloss	held_folio_average_precision	brier_gain_vs_prior	brier_gain_vs_whole_token
PLANT	PRIOR	394	137	0.255867086202	0.710098477030	0.241139382017	0.000000000000	-0.045736691282
PLANT	NUISANCE	394	137	0.182748775647	2.403279864151	0.592222651807	0.073118310555	0.027381619273
PLANT	WHOLE_TOKEN_STRING	394	137	0.210130394920	2.699222035399	0.617070492318	0.045736691282	0.000000000000
PLANT	RESIDUAL_HOST	394	137	0.197571962973	2.678126909853	0.623826045616	0.058295123228	0.012558431947
PLANT	SOURCE_FAMILY	394	137	0.194857255762	2.603499899147	0.633185681096	0.061009830440	0.015273139158
PLANT	FIELD_CONTENT_JOINT	394	137	0.231781516603	3.071089014976	0.602409363900	0.024085569599	-0.021651121683
FIGURE	PRIOR	394	52	0.125603918295	0.439090150264	0.083187118178	0.000000000000	-0.060816381140
FIGURE	NUISANCE	394	52	0.068437458112	0.693791785835	0.612781383570	0.057166460183	-0.003649920957
FIGURE	WHOLE_TOKEN_STRING	394	52	0.064787537155	0.576878518349	0.676473607277	0.060816381140	0.000000000000
FIGURE	RESIDUAL_HOST	394	52	0.067119635506	0.609613208931	0.651118381119	0.058484282789	-0.002332098351
FIGURE	SOURCE_FAMILY	394	52	0.064184936909	0.661959923441	0.658055737712	0.061418981386	0.000602600246
FIGURE	FIELD_CONTENT_JOINT	394	52	0.089923144232	0.875826042170	0.599823399409	0.035680774063	-0.025135607077
WATER_OR_APPARATUS	PRIOR	394	34	0.085901376125	0.344981048343	0.059807242134	0.000000000000	0.005748247168
WATER_OR_APPARATUS	NUISANCE	394	34	0.078346305434	0.722944037489	0.518488861378	0.007555070690	0.013303317859
WATER_OR_APPARATUS	WHOLE_TOKEN_STRING	394	34	0.091649623293	0.705650425674	0.409670829897	-0.005748247168	0.000000000000
WATER_OR_APPARATUS	RESIDUAL_HOST	394	34	0.090625652854	0.711746496936	0.453212049177	-0.004724276729	0.001023970439
WATER_OR_APPARATUS	SOURCE_FAMILY	394	34	0.086021643817	0.629181103458	0.454799315207	-0.000120267692	0.005627979476
WATER_OR_APPARATUS	FIELD_CONTENT_JOINT	394	34	0.099735460521	1.067219761300	0.342556435098	-0.013834084396	-0.008085837228
STAR_OR_SKY	PRIOR	394	146	0.270914129986	0.745316256046	0.271141716627	0.000000000000	-0.027321441487
STAR_OR_SKY	NUISANCE	394	146	0.215908514074	1.527731702206	0.674652089719	0.055005615911	0.027684174425
STAR_OR_SKY	WHOLE_TOKEN_STRING	394	146	0.243592688499	1.591951403412	0.651614036235	0.027321441486	0.000000000000
STAR_OR_SKY	RESIDUAL_HOST	394	146	0.237996583674	1.542962319575	0.668081124501	0.032917546311	0.005596104825
STAR_OR_SKY	SOURCE_FAMILY	394	146	0.245506150370	1.632072865485	0.653552183762	0.025407979616	-0.001913461871
STAR_OR_SKY	FIELD_CONTENT_JOINT	394	146	0.249823922047	1.849330269480	0.666108674094	0.021090207939	-0.006231233548
REL_EXPLICIT_ATTACHMENT	PRIOR	394	65	0.155845279487	0.526635140703	0.118429272042	0.000000000000	0.088636105720
REL_EXPLICIT_ATTACHMENT	NUISANCE	394	65	0.280454720296	1.320872329100	0.153415116821	-0.124609440810	-0.035973335089
REL_EXPLICIT_ATTACHMENT	WHOLE_TOKEN_STRING	394	65	0.244481385207	2.063058898575	0.160885452771	-0.088636105720	0.000000000000
REL_EXPLICIT_ATTACHMENT	RESIDUAL_HOST	394	65	0.255703045561	2.064910199029	0.159875247452	-0.099857766074	-0.011221660354
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	394	65	0.265040595693	1.835945936981	0.140983017270	-0.109195316206	-0.020559210486
REL_EXPLICIT_ATTACHMENT	FIELD_CONTENT_JOINT	394	65	0.261031679290	2.831722519990	0.153392449254	-0.105186399804	-0.016550294083
REL_ENCLOSURE	PRIOR	394	33	0.080722740995	0.317236990365	0.062917939893	0.000000000000	0.036949076564
REL_ENCLOSURE	NUISANCE	394	33	0.394845802139	1.440056184831	0.085719142427	-0.314123061144	-0.277173984580
REL_ENCLOSURE	WHOLE_TOKEN_STRING	394	33	0.117671817559	1.510303520175	0.069361752425	-0.036949076564	0.000000000000
REL_ENCLOSURE	RESIDUAL_HOST	394	33	0.114992467466	1.438354252086	0.071545941503	-0.034269726472	0.002679350093
REL_ENCLOSURE	SOURCE_FAMILY	394	33	0.160919875152	1.110592020412	0.078609327604	-0.080197134158	-0.043248057593
REL_ENCLOSURE	FIELD_CONTENT_JOINT	394	33	0.099854332153	2.084333994344	0.070335907793	-0.019131591158	0.017817485406
REL_PROXIMITY	PRIOR	394	257	0.251606132084	0.704355341994	0.498143565745	0.000000000000	0.035597117911
REL_PROXIMITY	NUISANCE	394	257	0.277934762306	1.659813003229	0.807917375928	-0.026328630222	0.009268487689
REL_PROXIMITY	WHOLE_TOKEN_STRING	394	257	0.287203249995	1.838812908373	0.841582958050	-0.035597117912	0.000000000000
REL_PROXIMITY	RESIDUAL_HOST	394	257	0.286667428353	1.825871252657	0.843309460722	-0.035061296269	0.000535821642
REL_PROXIMITY	SOURCE_FAMILY	394	257	0.279917192984	1.785661414518	0.833044943384	-0.028311060900	0.007286057011
REL_PROXIMITY	FIELD_CONTENT_JOINT	394	257	0.307308232180	2.183341391246	0.844906966038	-0.055702100097	-0.020104982185
REL_ARRAY_OR_GROUP	PRIOR	394	45	0.109334786883	0.397323179922	0.073114697261	0.000000000000	0.080788214426
REL_ARRAY_OR_GROUP	NUISANCE	394	45	0.249121915670	1.138464872275	0.261788573635	-0.139787128786	-0.058998914361
REL_ARRAY_OR_GROUP	WHOLE_TOKEN_STRING	394	45	0.190123001309	1.116276209640	0.211743722393	-0.080788214426	0.000000000000
REL_ARRAY_OR_GROUP	RESIDUAL_HOST	394	45	0.188908914120	1.137104080585	0.204273662221	-0.079574127237	0.001214087189
REL_ARRAY_OR_GROUP	SOURCE_FAMILY	394	45	0.198240136720	0.973464800757	0.259402760922	-0.088905349836	-0.008117135411
REL_ARRAY_OR_GROUP	FIELD_CONTENT_JOINT	394	45	0.173670057169	1.501567204832	0.202528046261	-0.064335270285	0.016452944140
