artifact	frozen_sha256
GDT278_GDT277_MAGNITUDE_CALIBRATION_METHOD.md	84b4778e3433de16ffbf22867741a0eab9513ef478e220e7237d2acddaff7bf2
GDT278_CONTROL_SOURCE_AUDIT.md	7a959bcf7ff451f580b273de56d1a8d81d3317b1a58dad632269b0a07a9d3a92
GDT278_GDT277_MAGNITUDE_CALIBRATION_REPORT.md	08f3e739d942e6f1dd62cd9e4000002303773d9b231d763daae71dba6527be9d
gdt278_magnitude_design.json	2acc33536ed02d2563692b277a8007fa71654d062ac92cf51e25bfed7586556c
gdt278_magnitude_design_validation.json	95d8d41eacc9531cf4db233c1260e4891d766040e0182fd99ab05d59b25c7875
gdt278_control_source_freeze.json	fb07d03a904e2a427177257376e39219f458a9c47189aa0a131f79707558ed28
gdt278_control_source_validation.json	f35c1e51c6081e316c42e631a8f38729b7dedf2d4dcfaedcd98fa6bb5acffa08
gdt278_control_manifest.tsv	b8371a8bf2e8f5e5aa94768fc271fde8ffa34fbd1da1a807ddb67e64ca36f2bf
gdt278_control_capacity.tsv	4d44d9f5a9ed85850b9671dbf3e96526787abd26a663e7cad0b7c0306ded4a2a
gdt278_reference_magnitude.tsv	ea8ee3664eb93dcd1f065a7a732574d3fdeb4fda22c8dc9d39d8d40cd9a1dca7
gdt278_magnitude_scores.tsv	57107dae43116856917d13d02cd9ea2f262872c47ffd306e6b6682b8433a4465
gdt278_null_results.tsv	f394b70eb0941239d39d4bc0c97dd1bfef198a03110896386f54b5d71eddb311
gdt278_folio_scores.tsv	6c00e630cdd08ccabe2dbfce98aa1aaff37d92cfef797b539239bf9606c2f20f
gdt278_matched_event_inventory.tsv	07960af92cad6bcb2f66f35c050c2d0c0eb32cf7cf5612030bc5b7f2f254cf35
gdt278_native_event_inventory.tsv	598e9833f3f0f67f187b59153156a776a22f5fa722a6b6428a386c2bb5178b2a
gdt278_counterexamples.tsv	915fd1e7bde734a959d5b346cf3eb809ef28adf18edcf4a2cfb4cdacbfd8b4dd
gdt278_result.json	297765e4860c99274501b383f05480503560a703d821502e91965ef0d92c478c
gdt278_validation.json	774a1edf2e448951776f7633da93f92a64f35a96f293a9aa3bbce0eb9f4e9152
run_gdt278_magnitude_calibration.py	454f711d6e3695a62fd7f03dd6f652f641580ccef5b3dd6f29ea87f3f38f9996
validate_gdt278_magnitude_calibration.py	8ad5ef81c76eb7912468a0a88dd24473614439b0d76191cec41fad95fab01ece
