blind_review_id	review_state	confidence	note	reviewer_scope
RV00FED7C17444CC	CLEAR_GAP	0.92	Visible background separates the brown writing strokes from the pale vertical contour at left.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RV0C0D591E87C578	CLEAR_GAP	0.97	A broad background interval separates the writing from the colored and outlined form at lower left.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RV387ABEEC937919	CONTACT	0.78	A descending brown writing stroke meets the rising green-brown sloping contour.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RV5C982D629973D0	CLEAR_GAP	0.98	Visible background separates all writing strokes from the green vertical form below.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RV7CADCA6F06F864	CLEAR_GAP	0.88	A narrow but visible background gap remains between the lowest writing stroke and the outlined green form.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RV833C74DE6E1756	CLEAR_GAP	0.96	Visible background separates the writing from the long brown contour below.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RV8C385C05A66BDA	CLEAR_GAP	0.96	The writing remains separated from the pale paired contours at left by visible background.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RV8EC59E63C46474	CLEAR_GAP	0.95	Visible background separates the writing from the pale curved contour at left.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RV996B4E207FE2BF	CLEAR_GAP	0.97	The writing is visibly separated from the pale contour at left and the drawn form below.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RVAAC2C4D987BF72	CONTACT	0.93	The rightmost writing strokes overlap the cluster of faint curved brown contours.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RVC328704A59DF56	CONTACT	0.86	A descending dark writing stroke meets the upper edge of the red-brown filled form.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RVD3E84F04D500FD	CLEAR_GAP	0.96	Visible background separates the writing from the long pale brown contour below.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RVD7CB62D70BFEBA	CONTACT	0.99	A dark writing stroke visibly overlaps the curved brown non-writing contour.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RVE92DA80A1B9F34	CLEAR_GAP	0.97	A broad visible background band separates the writing from the green outlined forms below.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
RVF8EABF0EED8C0F	CLEAR_GAP	0.99	The writing is isolated on background with no nearby non-writing contour contact.	SOURCE_FREE_CROP_ONLY_REVIEWER_C
