page	record_id	ordinal_class	wrapper	wrapper_count	group_count	rate_per_group
f75r	Q13|f75r|R01	EARLIER	NONE	30	99	0.303030303030
f75r	Q13|f75r|R01	EARLIER	ch	8	99	0.080808080808
f75r	Q13|f75r|R01	EARLIER	che	6	99	0.060606060606
f75r	Q13|f75r|R01	EARLIER	d	7	99	0.070707070707
f75r	Q13|f75r|R01	EARLIER	q	32	99	0.323232323232
f75r	Q13|f75r|R01	EARLIER	s	4	99	0.040404040404
f75r	Q13|f75r|R01	EARLIER	sh	11	99	0.111111111111
f75r	Q13|f75r|R01	EARLIER	t	1	99	0.010101010101
f75r	Q13|f75r|R02	LATER	NONE	3	8	0.375000000000
f75r	Q13|f75r|R02	LATER	ch	0	8	0.000000000000
f75r	Q13|f75r|R02	LATER	che	0	8	0.000000000000
f75r	Q13|f75r|R02	LATER	d	2	8	0.250000000000
f75r	Q13|f75r|R02	LATER	q	0	8	0.000000000000
f75r	Q13|f75r|R02	LATER	s	3	8	0.375000000000
f75r	Q13|f75r|R02	LATER	sh	0	8	0.000000000000
f75r	Q13|f75r|R02	LATER	t	0	8	0.000000000000
f75v	Q13|f75v|R01	EARLIER	NONE	13	44	0.295454545455
f75v	Q13|f75v|R01	EARLIER	ch	0	44	0.000000000000
f75v	Q13|f75v|R01	EARLIER	che	2	44	0.045454545455
f75v	Q13|f75v|R01	EARLIER	d	2	44	0.045454545455
f75v	Q13|f75v|R01	EARLIER	q	21	44	0.477272727273
f75v	Q13|f75v|R01	EARLIER	s	1	44	0.022727272727
f75v	Q13|f75v|R01	EARLIER	sh	4	44	0.090909090909
f75v	Q13|f75v|R01	EARLIER	t	1	44	0.022727272727
f75v	Q13|f75v|R02	LATER	NONE	11	19	0.578947368421
f75v	Q13|f75v|R02	LATER	ch	0	19	0.000000000000
f75v	Q13|f75v|R02	LATER	che	1	19	0.052631578947
f75v	Q13|f75v|R02	LATER	d	0	19	0.000000000000
f75v	Q13|f75v|R02	LATER	q	6	19	0.315789473684
f75v	Q13|f75v|R02	LATER	s	0	19	0.000000000000
f75v	Q13|f75v|R02	LATER	sh	1	19	0.052631578947
f75v	Q13|f75v|R02	LATER	t	0	19	0.000000000000
f77r	Q13|f77r|R01	EARLIER	NONE	17	96	0.177083333333
f77r	Q13|f77r|R01	EARLIER	ch	5	96	0.052083333333
f77r	Q13|f77r|R01	EARLIER	che	10	96	0.104166666667
f77r	Q13|f77r|R01	EARLIER	d	1	96	0.010416666667
f77r	Q13|f77r|R01	EARLIER	q	45	96	0.468750000000
f77r	Q13|f77r|R01	EARLIER	s	6	96	0.062500000000
f77r	Q13|f77r|R01	EARLIER	sh	11	96	0.114583333333
f77r	Q13|f77r|R01	EARLIER	t	1	96	0.010416666667
f77r	Q13|f77r|R02	LATER	NONE	10	34	0.294117647059
f77r	Q13|f77r|R02	LATER	ch	1	34	0.029411764706
f77r	Q13|f77r|R02	LATER	che	3	34	0.088235294118
f77r	Q13|f77r|R02	LATER	d	2	34	0.058823529412
f77r	Q13|f77r|R02	LATER	q	10	34	0.294117647059
f77r	Q13|f77r|R02	LATER	s	1	34	0.029411764706
f77r	Q13|f77r|R02	LATER	sh	7	34	0.205882352941
f77r	Q13|f77r|R02	LATER	t	0	34	0.000000000000
f77v	Q13|f77v|R01	EARLIER	NONE	8	47	0.170212765957
f77v	Q13|f77v|R01	EARLIER	ch	3	47	0.063829787234
f77v	Q13|f77v|R01	EARLIER	che	4	47	0.085106382979
f77v	Q13|f77v|R01	EARLIER	d	4	47	0.085106382979
f77v	Q13|f77v|R01	EARLIER	q	17	47	0.361702127660
f77v	Q13|f77v|R01	EARLIER	s	1	47	0.021276595745
f77v	Q13|f77v|R01	EARLIER	sh	8	47	0.170212765957
f77v	Q13|f77v|R01	EARLIER	t	2	47	0.042553191489
f77v	Q13|f77v|R02	LATER	NONE	13	55	0.236363636364
f77v	Q13|f77v|R02	LATER	ch	1	55	0.018181818182
f77v	Q13|f77v|R02	LATER	che	5	55	0.090909090909
f77v	Q13|f77v|R02	LATER	d	9	55	0.163636363636
f77v	Q13|f77v|R02	LATER	q	16	55	0.290909090909
f77v	Q13|f77v|R02	LATER	s	2	55	0.036363636364
f77v	Q13|f77v|R02	LATER	sh	7	55	0.127272727273
f77v	Q13|f77v|R02	LATER	t	2	55	0.036363636364
f79r	Q13|f79r|R02	EARLIER	NONE	25	84	0.297619047619
f79r	Q13|f79r|R02	EARLIER	ch	4	84	0.047619047619
f79r	Q13|f79r|R02	EARLIER	che	9	84	0.107142857143
f79r	Q13|f79r|R02	EARLIER	d	2	84	0.023809523810
f79r	Q13|f79r|R02	EARLIER	q	30	84	0.357142857143
f79r	Q13|f79r|R02	EARLIER	s	3	84	0.035714285714
f79r	Q13|f79r|R02	EARLIER	sh	11	84	0.130952380952
f79r	Q13|f79r|R02	EARLIER	t	0	84	0.000000000000
f79r	Q13|f79r|R03	LATER	NONE	17	36	0.472222222222
f79r	Q13|f79r|R03	LATER	ch	1	36	0.027777777778
f79r	Q13|f79r|R03	LATER	che	1	36	0.027777777778
f79r	Q13|f79r|R03	LATER	d	3	36	0.083333333333
f79r	Q13|f79r|R03	LATER	q	9	36	0.250000000000
f79r	Q13|f79r|R03	LATER	s	0	36	0.000000000000
f79r	Q13|f79r|R03	LATER	sh	4	36	0.111111111111
f79r	Q13|f79r|R03	LATER	t	1	36	0.027777777778
f79v	Q13|f79v|R03	EARLIER	NONE	32	71	0.450704225352
f79v	Q13|f79v|R03	EARLIER	ch	1	71	0.014084507042
f79v	Q13|f79v|R03	EARLIER	che	3	71	0.042253521127
f79v	Q13|f79v|R03	EARLIER	d	9	71	0.126760563380
f79v	Q13|f79v|R03	EARLIER	q	19	71	0.267605633803
f79v	Q13|f79v|R03	EARLIER	s	1	71	0.014084507042
f79v	Q13|f79v|R03	EARLIER	sh	4	71	0.056338028169
f79v	Q13|f79v|R03	EARLIER	t	2	71	0.028169014085
f79v	Q13|f79v|R04	LATER	NONE	27	44	0.613636363636
f79v	Q13|f79v|R04	LATER	ch	2	44	0.045454545455
f79v	Q13|f79v|R04	LATER	che	1	44	0.022727272727
f79v	Q13|f79v|R04	LATER	d	2	44	0.045454545455
f79v	Q13|f79v|R04	LATER	q	8	44	0.181818181818
f79v	Q13|f79v|R04	LATER	s	0	44	0.000000000000
f79v	Q13|f79v|R04	LATER	sh	4	44	0.090909090909
f79v	Q13|f79v|R04	LATER	t	0	44	0.000000000000
f80r	Q13|f80r|R01	EARLIER	NONE	33	103	0.320388349515
f80r	Q13|f80r|R01	EARLIER	ch	6	103	0.058252427184
f80r	Q13|f80r|R01	EARLIER	che	8	103	0.077669902913
f80r	Q13|f80r|R01	EARLIER	d	3	103	0.029126213592
f80r	Q13|f80r|R01	EARLIER	q	31	103	0.300970873786
f80r	Q13|f80r|R01	EARLIER	s	6	103	0.058252427184
f80r	Q13|f80r|R01	EARLIER	sh	14	103	0.135922330097
f80r	Q13|f80r|R01	EARLIER	t	2	103	0.019417475728
f80r	Q13|f80r|R02	LATER	NONE	13	34	0.382352941176
f80r	Q13|f80r|R02	LATER	ch	0	34	0.000000000000
f80r	Q13|f80r|R02	LATER	che	5	34	0.147058823529
f80r	Q13|f80r|R02	LATER	d	2	34	0.058823529412
f80r	Q13|f80r|R02	LATER	q	6	34	0.176470588235
f80r	Q13|f80r|R02	LATER	s	1	34	0.029411764706
f80r	Q13|f80r|R02	LATER	sh	5	34	0.147058823529
f80r	Q13|f80r|R02	LATER	t	2	34	0.058823529412
f82v	Q13|f82v|R01	EARLIER	NONE	14	60	0.233333333333
f82v	Q13|f82v|R01	EARLIER	ch	3	60	0.050000000000
f82v	Q13|f82v|R01	EARLIER	che	4	60	0.066666666667
f82v	Q13|f82v|R01	EARLIER	d	2	60	0.033333333333
