target_id	page	physical_folio	locus	array_id	ordinal	canvas_id	width	height	official_image_url	discovery_role	full_image_sha256	context_xywh	target_xywh	context_region_url	target_region_url	context_sha256	target_sha256	localizer_confidence	localizer_note	localizer_judgment_excluded
CG66BD2173E10A	f89r2	f89	f89r2.32	F89R2_L4	1	1006233	9078	3777	https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg	DISCOVERY	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	6420,2780,1000,700	6835,3050,245,135	https://collections.library.yale.edu/iiif/2/1006233/6420,2780,1000,700/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006233/6835,3050,245,135/full/0/default.jpg	708c7d1136e422b650b7d6aa8813723859187c7d3bac7d8da2e03073214d2e62	4f5e9b09ee5e352f04627825b73d7abc11fb31320a41ddc074073a3fdc601be3	HIGH	Lower-row inscription beneath a faded dark-leaf drawing; final characters are faint.	CONTACT_GAP_NOT_JUDGED
CGE9931A3D31E7	f89r2	f89	f89r2.33	F89R2_L4	2	1006233	9078	3777	https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg	DISCOVERY	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	6980,2780,1000,700	7310,3035,355,170	https://collections.library.yale.edu/iiif/2/1006233/6980,2780,1000,700/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006233/7310,3035,355,170/full/0/default.jpg	0bb5617a09e7b41701569deee08c2b64996ebd616b40beb3ac3af99bda327a73	6058b041bbfea7df1db02413bb7c6ced6a1577655414fa817591df0a7200d572	MEDIUM	Very faint lower-row inscription across a pale painted, fold-adjacent region.	CONTACT_GAP_NOT_JUDGED
CG11CFD3CF48C5	f89r2	f89	f89r2.34	F89R2_L4	3	1006233	9078	3777	https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg	DISCOVERY	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	7380,2900,1000,650	7595,3160,505,155	https://collections.library.yale.edu/iiif/2/1006233/7380,2900,1000,650/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006233/7595,3160,505,155/full/0/default.jpg	1e09b019321eb549ea58b49646b13b80d39ab1dd82150cba0225312b86ca33c4	561774cf942f7d0fec48b15ba8411876fd595a608fed39afe70b9163824d3c2d	HIGH	Clear longer lower-row inscription immediately west of a large tan-root drawing.	CONTACT_GAP_NOT_JUDGED
CGF1A0593EF78D	f99v	f99	f99v.15	F99V_L2	1	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	DISCOVERY	111f6dfc34b8ecb9230cb5a0d144afef4cbd788048ddda2f440108941c91d5e5	430,700,700,750	646,843,292,137	https://collections.library.yale.edu/iiif/2/1006247/430,700,700,750/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006247/646,843,292,137/full/0/default.jpg	72c8330df37375a7292e4a72165eeb51aa89d410a406f0dc36f081a104019e17	f43e4b0d3ac364ad313cf6c2101042197f7b4e45d7cb12ffc4d80102c67078fe	HIGH	Upper label immediately east of the first drawn unit in the registered row.	CONTACT_GAP_NOT_JUDGED
CG222DBE381C0D	f99v	f99	f99v.17	F99V_L2	2	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	DISCOVERY	111f6dfc34b8ecb9230cb5a0d144afef4cbd788048ddda2f440108941c91d5e5	1110,650,650,850	1295,842,225,125	https://collections.library.yale.edu/iiif/2/1006247/1110,650,650,850/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006247/1295,842,225,125/full/0/default.jpg	4981ef49910392f78f2983c008c74ae83b07b6aa541c98dbf9223cc8bc9591cf	4a8676dc6698f01a16b78c185348b5005ecbaf347924b5752557a486fedc76a8	HIGH	Upper label immediately east of the third drawn unit, above its lower strokes.	CONTACT_GAP_NOT_JUDGED
CGDB3398C41893	f99v	f99	f99v.18	F99V_L2	3	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	DISCOVERY	111f6dfc34b8ecb9230cb5a0d144afef4cbd788048ddda2f440108941c91d5e5	1430,620,650,850	1570,830,230,135	https://collections.library.yale.edu/iiif/2/1006247/1430,620,650,850/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006247/1570,830,230,135/full/0/default.jpg	d5e5b0a170d63bb553c9d3644a78d5c56c357c9d32cdba5db0a322e636f41cc7	e2db4653091620b4c6c2b2f85dde0ccc1cb69ea6b24d0c4e07bbc8b38f74f927	HIGH	Upper label in the interval between the fourth and fifth drawn units.	CONTACT_GAP_NOT_JUDGED
CG47132E3DBB2B	f99v	f99	f99v.20	F99V_L2	4	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	DISCOVERY	111f6dfc34b8ecb9230cb5a0d144afef4cbd788048ddda2f440108941c91d5e5	2140,580,600,850	2305,795,245,155	https://collections.library.yale.edu/iiif/2/1006247/2140,580,600,850/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006247/2305,795,245,155/full/0/default.jpg	e043c4696315dbfed9f4fc48b6391885fef7229173d406b17611e105b4434d93	923d9ec2e5cad94dbdfedcce9ca84eaeedddfa63a9afa516f7bb0ba12d04300c	HIGH	Label east of the sixth drawn unit, beside its upright lower contour.	CONTACT_GAP_NOT_JUDGED
CG8B5118853586	f100r	f100	f100r.7	F100R_L2	1	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	TRANSFER	6dcf72a0d7eac14da2232987c9cc1521e6d70c9f0f92d3eb39b55fc075520429	250,700,900,650	620,1070,330,120	https://collections.library.yale.edu/iiif/2/1006248/250,700,900,650/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006248/620,1070,330,120/full/0/default.jpg	c47bdc4144f9667a5e3bbceb945c3d1a73478aecd459f74ce7f14794a6a57f06	d47f0d7ec26933e0bc27a36d6be70bb4ffcfc43cfb0d18cb6a1ba46f4cdef497	HIGH	Lower label beside the second drawn unit in the registered row.	CONTACT_GAP_NOT_JUDGED
CG8D116F0B9695	f100r	f100	f100r.8	F100R_L2	2	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	TRANSFER	6dcf72a0d7eac14da2232987c9cc1521e6d70c9f0f92d3eb39b55fc075520429	700,650,900,750	970,1040,310,120	https://collections.library.yale.edu/iiif/2/1006248/700,650,900,750/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006248/970,1040,310,120/full/0/default.jpg	6ff9c164825cdb61936f31cf16761b6a33bcf6e7d67a0be84c5b7795cb06863e	4f1438a7e524a3a4596c3947baa1880ef061c298d9ef0ed1d3e4a04e49f9773a	HIGH	Lower label beside the third drawn unit in the registered row.	CONTACT_GAP_NOT_JUDGED
CGF255D39AC5D6	f100r	f100	f100r.9	F100R_L2	3	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	TRANSFER	6dcf72a0d7eac14da2232987c9cc1521e6d70c9f0f92d3eb39b55fc075520429	1100,650,800,650	1400,1000,300,120	https://collections.library.yale.edu/iiif/2/1006248/1100,650,800,650/full/0/default.jpg	https://collections.library.yale.edu/iiif/2/1006248/1400,1000,300,120/full/0/default.jpg	8a0affe34badcb95390ad6ff9b77e68c3f5314f3d3c407eede2ac09d0c177df3	d98033ddec34e0f34b7ae25b6175d6a510593ce847a611b5425d0667bd9433f2	HIGH	Lower label between the fourth and fifth drawn units in the registered row.	CONTACT_GAP_NOT_JUDGED
