representation	held_physical_folio	remaining_pages	observed_mean_weighted_jaccard	null_mean	effect	local_exact_p	positive_effect	claim_state
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f100	21	0.026330524778	0.017944297861	0.008386226916	0.046296296296	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f102	19	0.029102158965	0.019833171321	0.009268987644	0.046296296296	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f75	22	0.023510306119	0.014904020734	0.008606285385	0.074074074074	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f77	21	0.026330524778	0.017944297861	0.008386226916	0.046296296296	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f78	22	0.025133682742	0.017128647959	0.008005034784	0.046296296296	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f80	22	0.018640176249	0.014381395211	0.004258781037	0.166666666667	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f82	21	0.026330524778	0.017944297861	0.008386226916	0.046296296296	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f83	21	0.019527803689	0.015676724165	0.003851079524	0.138888888889	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f88	21	0.022667521115	0.015239514722	0.007428006393	0.055555555556	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f89	19	0.029102158965	0.019833171321	0.009268987644	0.046296296296	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
FINAL_FAMILY_2_TO_INITIAL_FAMILY_2	f99	21	0.018969126112	0.010180992997	0.008788133115	0.037037037037	1	POST_SCORE_STABILITY_NOT_IN_DECISION_GATE
