scope	component	scored_events	held_gain_bits	positive_gain
ALL	LINE_FIRST	6626	281.829815883510	1
ALL	WITHIN_FIELD_POSITION	6626	289.928919657619	1
ALL	FIELD_ORDINAL	6626	-42.359677778773	0
ALL	LINE_QUARTILE	6626	167.125679657044	1
HERBAL_A	LINE_FIRST	2000	93.575072106165	1
HERBAL_A	WITHIN_FIELD_POSITION	2000	141.394371214404	1
HERBAL_A	FIELD_ORDINAL	2000	-31.619823504685	0
HERBAL_A	LINE_QUARTILE	2000	88.228561463117	1
HERBAL_B	LINE_FIRST	513	2.556808397513	1
HERBAL_B	WITHIN_FIELD_POSITION	513	2.929407736916	1
HERBAL_B	FIELD_ORDINAL	513	-2.302236633018	0
HERBAL_B	LINE_QUARTILE	513	0.755795821668	1
OTHER_A	LINE_FIRST	245	0.302672080524	1
OTHER_A	WITHIN_FIELD_POSITION	245	-0.045040005799	0
OTHER_A	FIELD_ORDINAL	245	-0.428961982918	0
OTHER_A	LINE_QUARTILE	245	-0.548605774382	0
OTHER_B	LINE_FIRST	1975	81.427088767506	1
OTHER_B	WITHIN_FIELD_POSITION	1975	85.540793022362	1
OTHER_B	FIELD_ORDINAL	1975	-1.068666368685	0
OTHER_B	LINE_QUARTILE	1975	30.161241221101	1
STARS_RECIPE_B	LINE_FIRST	1893	103.968174531803	1
STARS_RECIPE_B	WITHIN_FIELD_POSITION	1893	60.109387689735	1
STARS_RECIPE_B	FIELD_ORDINAL	1893	-6.939989289466	0
STARS_RECIPE_B	LINE_QUARTILE	1893	48.528686925541	1
