operation_A	operation_B	base_X	A_X	B_X	A_of_B_X	B_of_A_X	orders_equal	structure_state	cells_present	X_loci	A_X_loci	B_X_loci	fourth_loci	distinct_folios	sections	registers	fourth_form_seen	claim_state
PREPEND_Q	INITIAL_D_TO_S	da	qda	sa	qsa	NOT_APPLICABLE	0	PARTIAL_2	2	2	0	2	0	4	B;H;S	P	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	daiiin	qdaiiin	saiiin	qsaiiin	NOT_APPLICABLE	0	PARTIAL_2	2	10	0	1	0	11	B;H;T	P	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	daiim	qdaiim	saiim	qsaiim	NOT_APPLICABLE	0	PARTIAL_2	2	2	0	1	0	3	H;P	P	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	daiin	qdaiin	saiin	qsaiin	NOT_APPLICABLE	0	PARTIAL_2	2	433	0	65	0	100	A;B;C;H;P;S;T;Z	C;L;P;R	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	daiiny	qdaiiny	saiiny	qsaiiny	NOT_APPLICABLE	0	PARTIAL_2	2	1	0	1	0	2	H;P	L;P	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	daiir	qdaiir	saiir	qsaiir	NOT_APPLICABLE	0	PARTIAL_2	2	6	0	2	0	7	A;C;H;S	P;R	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	dail	qdail	sail	qsail	NOT_APPLICABLE	0	PARTIAL_2	2	2	0	1	0	3	B;H;S	P	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	daim	qdaim	saim	qsaim	NOT_APPLICABLE	0	PARTIAL_2	2	7	0	1	0	5	C;H;P;S	P	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	dain	qdain	sain	qsain	NOT_APPLICABLE	0	PARTIAL_2	2	108	0	33	1	55	A;B;C;H;P;S;T	P	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
PREPEND_Q	INITIAL_D_TO_S	dair	qdair	sair	qsair	NOT_APPLICABLE	0	PARTIAL_2	2	48	0	13	0	41	A;B;C;H;P;S;T	L;P;R	0	FORMAL_RECTANGLE_NO_LINGUISTIC_STATUS
