model	nomenclator_size	seed	total_bits	bits_per_symbol	gap_vs_global_null_bits	gap_vs_matched_null_bits	key_common_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
MATCHED_NULL	0	0	593392.7278583144	3.053625531886511	9.434201496536843	0.0	15.434201496964324	443582.68075225776	149794.61290455973	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	True
NOMENCLATOR_MHG	0	7101	1061154.7274446338	5.4607497141096	467771.433787816	467761.99958631943	136.8913515517722	911223.2231885223	149794.61290455973	7d750d520596446280de86167cac91da93e81fe08389e631afd8924ee97f708c	True
MATCHED_NULL	16	0	601738.1089140257	3.0965712362550466	8354.81525720784	0.0	49663.21540300845	402280.2806064575	149794.61290455973	9b25b6d79bdc8f7d66583000598848ae60c88a565c8d84b16f8ebd472ef37d35	True
NOMENCLATOR_MHG	16	7101	988887.0013843963	5.0888567618225045	395503.70772757847	387148.8924703706	49784.672553063254	789307.7159267734	149794.61290455973	bcb9b70c0805fe9004a5d341923709bb88474a1a8912ddda0ab92cb5e9d97f13	True
MATCHED_NULL	32	0	604169.8793889149	3.109085235940568	10786.585732097039	0.0	77603.41840731913	376771.8480770361	149794.61290455973	a3fcbdd1d30d1bee6401b87db5d3c11821efda81a871271740e3b6637123787f	True
NOMENCLATOR_MHG	32	7101	960402.0119398341	4.942271731437363	367018.71828301623	356232.1325509192	77724.87555737393	732882.5234779004	149794.61290455973	7dbe822138fb0e814b8bd96f3215af9dc940497842f185d945fc0bac2225132a	True
MATCHED_NULL	64	0	605816.2127782287	3.117557341235404	12432.919121410814	0.0	114673.96000400805	341347.63986966095	149794.61290455973	57f7faa2ea77c394948666f88fad29430648c10e8cdb006420bfeab938c9a41a	True
NOMENCLATOR_MHG	64	7101	917988.5721666483	4.724010272362901	324605.2785098305	312172.35938841966	114795.41715406286	653398.5421080258	149794.61290455973	fd6f9ec9718551a7a4f675dd11a8d1c10e97bbe649f0815d220dc1a86e54d33b	True
MATCHED_NULL	128	0	607200.659559875	3.124681766327757	13817.365903057158	0.0	156462.86863575823	300943.1780195571	149794.61290455973	fba3c261cef72594b88e435ef54e902277c00e614fecb77a61a977ee971f3d57	True
NOMENCLATOR_MHG	128	7101	875380.3257904077	4.504746329791522	281997.03213358985	268179.6662305327	156584.32578581304	569001.387100035	149794.61290455973	e8d6148e2464c7eb9d73593a3e64ee2e69505499b34b8e85c1a9b632c0538072	True
MATCHED_NULL	256	0	609327.8954574802	3.1356286174506507	15944.601800662349	0.0	203848.8848587523	255684.39769416815	149794.61290455973	c68284315e1fe5bfedab0d84fd08ab2211dd970a9cfd3d35027619280c2be578	True
NOMENCLATOR_MHG	256	7101	824772.3534428937	4.2443154393841915	231389.05978607584	215444.4579854135	203970.3420088071	471007.39852952684	149794.61290455973	f8391d1f107d9c79385e65c605aa658b46afc7d209b0cfdd708245e327589c9c	True
NOMENCLATOR_MHG	256	7102	828177.7412858246	4.261839717615038	234794.4476290067	218849.84582834435	203970.3420088071	474412.78637245775	149794.61290455973	593934df3a1e7ee390ee5723dce226dff893d1bbd6310c215638978dae00d0e9	True
NOMENCLATOR_MHG	256	7103	823305.9864229962	4.236769449079867	229922.69276617828	213978.09096551593	203970.3420088071	469541.0315096294	149794.61290455973	394f863fe45157b5cec5f564692d99bc318598606f7420afe512ca83580ab7ea	True
