book	truth_dimension	representation	queries	mean_reciprocal_rank	top1	top1_rate	top10	top10_rate	top_decile	top_decile_rate	median_normalized_rank
ALL	ADDRESSEE	COMPILER_SIGNATURE	2782	0.0234239095443	18	0.00647016534867	118	0.0424155283968	601	0.216031631919	0.314967860422
ALL	ADDRESSEE	HOST_PLUS_COMPILER	2782	0.156233718322	278	0.0999281092739	732	0.263120057513	1531	0.550323508267	0.0774514540809
ALL	ADDRESSEE	MARKER_AND_POSITION	2782	0.0134738227442	10	0.00359453630482	48	0.0172537742631	379	0.136232925953	0.420666167155
ALL	ADDRESSEE	PAGE_HOST_CHAR3	2782	0.180375183911	319	0.114665708124	826	0.296908698778	1583	0.569015097052	0.0661460865338
ALL	ADDRESSEE	PAGE_HOST_IDENTITY	2782	0.172315352549	298	0.107117181884	790	0.283968368081	1619	0.58195542775	0.0636955066847
ALL	ADDRESSEE	SYNTHETIC_CHAR3	2782	0.175849952529	315	0.113227893602	797	0.286484543494	1560	0.560747663551	0.0679056580259
ALL	ADDRESSEE	SYNTHETIC_TOKEN_IDENTITY	2782	0.156211440808	278	0.0999281092739	732	0.263120057513	1530	0.549964054637	0.0772855796418
ALL	ADDRESSEE	UNBLINDED_EXPANDED_CHAR3_REFERENCE	2782	0.191296199717	346	0.124370956147	871	0.31308411215	1674	0.601725377426	0.0546396729802
ALL	CONTENT	COMPILER_SIGNATURE	3172	0.0399379811277	44	0.0138713745271	245	0.0772383354351	996	0.313997477932	0.240698259331
ALL	CONTENT	HOST_PLUS_COMPILER	3172	0.484360646772	1158	0.365069356873	2279	0.718474148802	2974	0.937578814628	0.00361337241564
ALL	CONTENT	MARKER_AND_POSITION	3172	0.0244428052999	24	0.00756620428752	141	0.0444514501892	690	0.217528373266	0.337729480947
ALL	CONTENT	PAGE_HOST_CHAR3	3172	0.62008555339	1555	0.490226986129	2741	0.864123581337	3113	0.981399747793	0.00188501413761
ALL	CONTENT	PAGE_HOST_IDENTITY	3172	0.725242033056	1908	0.601513240858	2999	0.945460277427	3164	0.997477931904	0.0018115942029
ALL	CONTENT	SYNTHETIC_CHAR3	3172	0.600434700682	1500	0.47288776797	2680	0.844892812106	3099	0.976986128625	0.00215517241379
ALL	CONTENT	SYNTHETIC_TOKEN_IDENTITY	3172	0.484818310391	1161	0.366015132409	2279	0.718474148802	2974	0.937578814628	0.00361010830325
ALL	CONTENT	UNBLINDED_EXPANDED_CHAR3_REFERENCE	3172	0.601990501213	1508	0.475409836066	2680	0.844892812106	3098	0.976670870113	0.00215517241379
Band2	ADDRESSEE	COMPILER_SIGNATURE	394	0.029528739205	1	0.00253807106599	24	0.0609137055838	83	0.210659898477	0.377709739837
Band2	ADDRESSEE	HOST_PLUS_COMPILER	394	0.193121501846	52	0.131979695431	120	0.304568527919	204	0.517766497462	0.0917926565875
Band2	ADDRESSEE	MARKER_AND_POSITION	394	0.0205206419695	2	0.00507614213198	9	0.0228426395939	51	0.129441624365	0.456803455724
Band2	ADDRESSEE	PAGE_HOST_CHAR3	394	0.220244359008	63	0.159898477157	129	0.327411167513	202	0.51269035533	0.0874730021598
Band2	ADDRESSEE	PAGE_HOST_IDENTITY	394	0.21602862366	59	0.149746192893	133	0.337563451777	215	0.545685279188	0.0820734341253
Band2	ADDRESSEE	SYNTHETIC_CHAR3	394	0.210045098413	60	0.152284263959	123	0.312182741117	200	0.507614213198	0.0981650778283
Band2	ADDRESSEE	SYNTHETIC_TOKEN_IDENTITY	394	0.193070987344	52	0.131979695431	120	0.304568527919	204	0.517766497462	0.0917926565875
Band2	ADDRESSEE	UNBLINDED_EXPANDED_CHAR3_REFERENCE	394	0.225981154258	62	0.157360406091	144	0.365482233503	215	0.545685279188	0.0799136069114
Band2	CONTENT	COMPILER_SIGNATURE	464	0.0481427603945	4	0.00862068965517	50	0.10775862069	132	0.284482758621	0.266163793103
Band2	CONTENT	HOST_PLUS_COMPILER	464	0.494345685618	176	0.379310344828	334	0.719827586207	422	0.909482758621	0.00647948164147
