record_id	shelfmark	date_place	folio	catalogue_url	catalogue_topology	catalogue_readable_values	catalogue_status	exact_f77_homolog	exclusion_reason
O1_01	Othmer MS 1	before 1438; northwestern Italy	90v-103r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS1.html	LATER_HAND_SKETCHES	m;s;madalena	RELEVANT_CONTEXT	0	Later additions with no six-state ordered technical topology.
O2_01	Othmer MS 2	1450-1475; northern Italy	41r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS2.html	TWO_ALCHEMICAL_TOOLS	Sublimatoria vasa;furnus sublimatorum	READABLE_TECHNICAL_DIAGRAM	0	Two tools rather than six states and five relations.
O3_00	Othmer MS 3	circa 1450-1480; Catalonia	NONE_CATALOGUED	https://openn.library.upenn.edu/Data/0025/html/OthmerMS3.html	NO_RELEVANT_CATALOGUED_DIAGRAM	NONE_CATALOGUED	NO_CANDIDATE	0	No relevant diagram identified by the catalogue description.
O4_01	Othmer MS 4	circa 1490-1550; southern Netherlands	various	https://openn.library.upenn.edu/Data/0025/html/OthmerMS4.html	COLORED_DIAGRAMS_AND_TABLES	NONE_CATALOGUED	UNRESOLVED_VALUES	0	Catalogue does not supply the required values or topology.
O5_00	Othmer MS 5	after 1446-circa 1475; England	NONE_CATALOGUED	https://openn.library.upenn.edu/Data/0025/html/OthmerMS5.html	NO_RELEVANT_CATALOGUED_DIAGRAM	NONE_CATALOGUED	NO_CANDIDATE	0	No relevant diagram identified by the catalogue description.
O6_01	Othmer MS 6	1472; northern Italy or Germany	3v	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	PITCHER_AND_TWO_FURNACE_VIEWS	monoculus raymundi;atthanor tripes arthanorum	READABLE_TECHNICAL_DIAGRAM	0	Three apparatus views without six-state relation chain.
O6_02	Othmer MS 6	1472; northern Italy or Germany	4r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	VESSEL	instrumentum canonicum protectisi ratione	READABLE_TECHNICAL_DIAGRAM	0	Single apparatus.
O6_03	Othmer MS 6	1472; northern Italy or Germany	11v-12r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	CIRCULAR_AND_TRIANGULAR_LETTER_DIAGRAMS	LETTER_VALUES_NOT_EXPANDED	UNRESOLVED_VALUES	0	No readable ordered six-state legend in catalogue.
O6_04	Othmer MS 6	1472; northern Italy or Germany	12v	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	ENCLOSING_CIRCLE_WITH_FOUR_INNER_CIRCLES	aqua elementata;telea elementata;omnia et vnum;lex elementatus;ignis elementatus	READABLE_TECHNICAL_DIAGRAM	0	Element figure is not a six-state five-relation chain.
O6_05	Othmer MS 6	1472; northern Italy or Germany	12v	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	ALEMBIC	lembicus magistri	READABLE_TECHNICAL_DIAGRAM	0	Single apparatus.
O6_06	Othmer MS 6	1472; northern Italy or Germany	12v	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	TWO_CIRCLES	sulfur;medicina	READABLE_TECHNICAL_DIAGRAM	0	Binary division rather than six-state chain.
O6_07	Othmer MS 6	1472; northern Italy or Germany	12v	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	THREE_CIRCLES	rubea coruptio;generatio sulfuris;generatio me[ici]ne	READABLE_TECHNICAL_DIAGRAM	0	Three-part generation figure rather than six-state chain.
O6_08	Othmer MS 6	1472; northern Italy or Germany	13r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	THREE_CIRCLES	liquefaccio;elementatio;diuisio	READABLE_OPERATION_GROUP	0	Three-operation taxonomy without active-output topology.
O6_09	Othmer MS 6	1472; northern Italy or Germany	13r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	THREE_CIRCLES	inhumatio;distillacio;calcinacio	READABLE_OPERATION_GROUP	0	Three-operation taxonomy without active-output topology.
O6_10	Othmer MS 6	1472; northern Italy or Germany	13r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	THREE_CIRCLES	inceratio;congelatio;sublimatio	READABLE_OPERATION_GROUP	0	Three-operation taxonomy without active-output topology.
O6_11	Othmer MS 6	1472; northern Italy or Germany	13v	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	TWO_CIRCULAR_DIAGRAMS	figura fermentorum mistendorum	READABLE_DIAGRAM_TITLE	0	No six-state component legend.
O6_12	Othmer MS 6	1472; northern Italy or Germany	14r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	INTERCONNECTED_CIRCLES	aqua;aer;ignis;lapis;terra	READABLE_TECHNICAL_DIAGRAM	0	Five named categories but no documented four-output one-hold chain.
O6_13	Othmer MS 6	1472; northern Italy or Germany	16v	https://openn.library.upenn.edu/Data/0025/html/OthmerMS6.html	CONCENTRIC_CIRCLES_AND_TRIANGLES	materia confusa	READABLE_DIAGRAM_CENTER	0	Single center value, not ordered chain.
O7_01	Othmer MS 7	1498; Venice	10r	https://openn.library.upenn.edu/Data/0025/html/OthmerMS7.html	ALCHEMICAL_VESSELS	NONE_CATALOGUED	UNRESOLVED_VALUES	0	No readable component legend in catalogue.
