edition	model	variant	paragraph	target	later_action	form	patient	patient_form	is_target_patient	debts	row_status
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:1	qokchod	f6v.9:4	cthom	False	IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:2	ychear	f6v.10:3	kchdy	False	MISSING_COINGREDIENT	recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.12:3	qokam	f6v.12:4	cthy	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:1	qokor	f6v.13:4	chor	False	IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:2	chol	f6v.14:3	cthol	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.15:1	chockhy	f6v.14:3	cthol	False	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.16:1	ochy	f6v.16:2	cthar	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.17:3	ckhal	f6v.17:4	cthodam	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.18:2	ches	f6v.18:1	ytchocthol	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.19:2	kchos	f6v.19:1	ocholy	False		recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:1	qokchod	f6v.10:3	kchdy	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:2	ychear	f6v.10:3	kchdy	False	MISSING_COINGREDIENT	recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.12:3	qokam	f6v.12:4	cthy	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:1	qokor	f6v.14:3	cthol	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:2	chol	f6v.14:3	cthol	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.15:1	chockhy	f6v.14:3	cthol	False	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.16:1	ochy	f6v.16:2	cthar	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.17:3	ckhal	f6v.17:4	cthodam	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.18:2	ches	f6v.18:1	ytchocthol	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.19:2	kchos	f6v.19:1	ocholy	False		recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:1	qokchod	f6v.10:3	kchdy	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:2	ychear	f6v.10:3	kchdy	False	MISSING_COINGREDIENT	recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.12:3	qokam	f6v.12:4	cthy	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:1	qokor	f6v.14:3	cthol	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:2	chol	f6v.14:3	cthol	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.15:1	chockhy	f6v.14:3	cthol	False	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.16:1	ochy	f6v.16:2	cthar	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.17:3	ckhal	f6v.17:4	cthodam	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.18:2	ches	f6v.18:1	ytchocthol	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.19:2	kchos	f6v.19:1	ocholy	False		recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:1	qokchod	f6v.9:4	cthom	False	IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:2	ychear	f6v.10:3	kchdy	False	MISSING_COINGREDIENT	recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.12:3	qokam	f6v.12:4	cthy	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:1	qokor	f6v.13:4	chor	False	IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:2	chol	f6v.14:3	cthol	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.15:1	chockhy	f6v.14:3	cthol	False	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.16:1	ochy	f6v.16:2	cthar	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.17:3	ckhal	f6v.17:4	cthodam	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.18:2	ches	f6v.18:1	ytchocthol	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.19:2	kchos	f6v.19:1	ocholy	False		recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	False		recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	False		recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	False		recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	False		recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:1	qokchod	f6v.10:3	kchdy	False		recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.10:2	ychear	f6v.10:3	kchdy	False	MISSING_COINGREDIENT	recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.12:3	qokam	f6v.12:4	cthy	False		recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:1	qokor	f6v.14:3	cthol	False		recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.14:2	chol	f6v.14:3	cthol	False		recorded
