frame_id	operator_frame	ain_status	ain_surface	ain_reading_de	ain_events	aiin_status	aiin_surface	aiin_reading_de	aiin_events	iin_status	iin_surface	iin_reading_de	iin_events	ain_aiin_pair_available	three_cell_row_available	decision
QF01	CH+O+QTY	PREDICTION_ONLY	chodain	ENTNEHMEN · ARBEITSGANG · PORTION	0	ATTESTED	chodaiin	ENTNEHMEN · ARBEITSGANG · SOLLMASS	1	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF02	CHD+QTY	ATTESTED	chedain	UMSETZEN · PORTION	1	PREDICTION_ONLY	chedaiin	UMSETZEN · SOLLMASS	0	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF03	CTH+QTY	PREDICTION_ONLY	cthain	BEREITEN · PORTION	0	ATTESTED	cthaiin	BEREITEN · SOLLMASS	1	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF04	DA+QTY	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	ATTESTED	daiiin	ZWEI · STUFE	1	NO	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF05	K+QTY	ATTESTED	chkain|kain	ZUGEBEN · PORTION	3	PREDICTION_ONLY	kaiin	ZUGEBEN · SOLLMASS	0	ATTESTED	kaiiin	ZUGEBEN · STUFE	1	YES	YES	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF06	L+QTY	PREDICTION_ONLY	lain	LEITEN · PORTION	0	ATTESTED	chldaiin	LEITEN · SOLLMASS	1	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF07	O+QTY	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	ATTESTED	oiiin|soiiin	ARBEITSGANG · STUFE	2	NO	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF08	OK+QTY	ATTESTED	okain|qokain	ANSETZEN · PORTION	7	ATTESTED	okaiin|qokaiin	ANSETZEN · SOLLMASS	9	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF09	OL+K+QTY	ATTESTED	olkain|qolkain	WEITER · ZUGEBEN · PORTION	2	PREDICTION_ONLY	qolkaiin	WEITER · ZUGEBEN · SOLLMASS	0	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF10	OL+QTY	ABSENT	NONE	NONE	0	PREDICTION_ONLY	qolaiin	WEITER · SOLLMASS	0	ABSENT	NONE	NONE	0	NO	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF11	OR+QTY	ATTESTED	orain	ANSATZ · PORTION	1	PREDICTION_ONLY	oraiin	ANSATZ · SOLLMASS	0	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF12	OT+E+QTY	PREDICTION_ONLY	qotedain	DANACH · KURZ · PORTION	0	ATTESTED	qotedaiin	DANACH · KURZ · SOLLMASS	1	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF13	OT+O+QTY	ATTESTED	sotodan	DANACH · ARBEITSGANG · PORTION	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	NO	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF14	OT+QTY	PREDICTION_ONLY	sotain	DANACH · PORTION	0	ATTESTED	otaiin|sotaiin	DANACH · SOLLMASS	3	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF15	QTY	ATTESTED	dain	PORTION	2	ATTESTED	aiin|chaiin|daiin|saiin|taiin	SOLLMASS	20	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF16	SH+Y+QTY	PREDICTION_ONLY	shfydain	HALTEN · POSTEN · PORTION	0	ATTESTED	shfydaiin	HALTEN · POSTEN · SOLLMASS	1	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF17	SOLK+QTY	PREDICTION_ONLY	solkain	SAMMELN · PORTION	0	ATTESTED	solkaiin	SAMMELN · SOLLMASS	1	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
QF18	Y+K+QTY	ATTESTED	ykain	POSTEN · ZUGEBEN · PORTION	1	ATTESTED	ykaiin	POSTEN · ZUGEBEN · SOLLMASS	1	ABSENT	NONE	NONE	0	YES	NO	AIN_PORTION__AIIN_SOLLMASS__IIN_STAGE
