experiment_id	latest_date	experiment_name	status	primary_report	primary_report_exists	layout	file_count	total_bytes	ledger_entries	manifest	question	claim_ceiling	dependencies	methods	reports	runners	validators	artifacts
GDT001		GDT001	UNREGISTERED	GDT001_CURRENT_SUMMARY.md	true	LEGACY_ROOT	305	79879640	0					GDT001_CONTEXT_AXIS_ATLAS.md;GDT001_METHOD.md;GDT001_MTF_DYNAMIC_RANK_METHOD.md;GDT001_SPARSE_PAYLOAD_RESULT.md;GDT001_YOLO_RESULT.md	GDT001_CURRENT_SUMMARY.md;GDT001_MTF_DYNAMIC_RANK_REPORT.md	benchmark_gdt001_gpu.py;build_gdt001_analyses.py;build_gdt001_context_axis_atlas.py;build_gdt001_corpus_lattice.py;build_gdt001_current_summary.py;build_gdt001_final.py;build_gdt001_score_breakdowns.py;export_gdt001_candidates.py;gdt001_abbreviation_model.py;gdt001_controls.py;gdt001_core.py;gdt001_language_models.py;gdt001_neural_null.py;gdt001_nonsemantic_models.py;gdt001_record_models.py;gdt001_scaffold_payload.py;prepare_gdt001_language_corpora.py;prepare_gdt001_latin_ittb.py;register_gdt001_fast_phase.py;register_gdt001_frozen_line_state_keys.py;register_gdt001_line_initial_channel.py;register_gdt001_mtf_dynamic_rank.py;run_gdt001_block_cipher.py;run_gdt001_boundary_rules.py;run_gdt001_bpe_notation.py;run_gdt001_consonantal_skeleton.py;run_gdt001_context_axis_controls.py;run_gdt001_context_axis_source.py;run_gdt001_context_tree_source.py;run_gdt001_contextual_language.py;run_gdt001_counterfactuals.py;run_gdt001_currier_allography.py;run_gdt001_differentiable_keys.py;run_gdt001_differential_records.py;run_gdt001_edge_carrier_language.py;run_gdt001_entry_conditioned_source.py;run_gdt001_exact_copy_cache.py;run_gdt001_expanding_abbreviation.py;run_gdt001_frozen_line_state_keys.py;run_gdt001_group_character_code.py;run_gdt001_group_code_anonymous_null.py;run_gdt001_group_code_high_order.py;run_gdt001_group_code_order4_controls.py;run_gdt001_group_code_order4_refine.py;run_gdt001_group_code_scale.py;run_gdt001_group_code_scale_stability.py;run_gdt001_group_expansion.py;run_gdt001_interleaved_channels.py;run_gdt001_key_variants.py;run_gdt001_latent_line_states.py;run_gdt001_latent_space_homophonic.py;run_gdt001_latin_scholastic.py;run_gdt001_learned_multigraph.py;run_gdt001_line_initial_channel.py;run_gdt001_metadata_conditioned_source.py;run_gdt001_morphology_grammar.py;run_gdt001_mtf_dynamic_rank.py;run_gdt001_nomenclator.py;run_gdt001_null_symbols.py;run_gdt001_online_context_mixer.py;run_gdt001_online_context_mixer_controls.py;run_gdt001_periodic_cipher.py;run_gdt001_previous_context.py;run_gdt001_prose_language_hybrid.py;run_gdt001_rank_nomenclator.py;run_gdt001_reading_order.py;run_gdt001_residual_payload_language.py;run_gdt001_role_conditioned_source.py;run_gdt001_root_character_code.py;run_gdt001_scaffold_languages.py;run_gdt001_scaffold_payload.py;run_gdt001_slot_grammar.py;run_gdt001_source_classes.py;run_gdt001_source_selected_nulls.py;run_gdt001_sparse_metadata_source.py;run_gdt001_sparse_payload.py;run_gdt001_sta_language.py;run_gdt001_sta_representation.py;run_gdt001_symbol_state_markov.py;run_gdt001_tournament.py;run_gdt001_variable_context_source.py;run_gdt001_within_word_transposition.py;run_gdt001_word_exact_audit.py;run_gdt001_word_nomenclator.py	validate_gdt001_candidate_export.py;validate_gdt001_consonantal_skeleton.py;validate_gdt001_corpus_lattice.py;validate_gdt001_current_summary.py;validate_gdt001_fast_phase.py;validate_gdt001_frozen_line_state_keys.py;validate_gdt001_group_code_scale.py;validate_gdt001_latent_space_homophonic.py;validate_gdt001_line_initial_channel.py;validate_gdt001_mtf_dynamic_rank.py;validate_gdt001_online_context_mixer.py;validate_gdt001_result.py;validate_gdt001_scaffold_payload.py;validate_gdt001_symbol_state_markov.py;validate_gdt001_tournament.py	GDT001_YOLO_LEDGER.tsv;gdt001_block_cipher_mappings.json;gdt001_block_cipher_results.json;gdt001_block_cipher_results.tsv;gdt001_boundary_rule_mappings.json;gdt001_boundary_rule_results.json;gdt001_boundary_rule_results.tsv;gdt001_bpe_notation_codebook.json;gdt001_bpe_notation_results.json;gdt001_bpe_notation_results.tsv;gdt001_candidate_export_validation.json;gdt001_consonantal_skeleton_results.json;gdt001_consonantal_skeleton_validation.json;gdt001_context_axis_atlas.tsv;gdt001_context_axis_control_results.json;gdt001_context_axis_control_results.tsv;gdt001_context_axis_source_codebooks.json;gdt001_context_axis_source_results.json;gdt001_context_axis_source_results.tsv;gdt001_context_tree_source_decoder.json;gdt001_context_tree_source_results.json;gdt001_context_tree_source_results.tsv;gdt001_contextual_language_mappings.json;gdt001_contextual_language_results.json;gdt001_contextual_language_results.tsv;gdt001_corpus_lattice.json;gdt001_corpus_lattice.tsv;gdt001_counterfactual_analysis.json;gdt001_counterfactual_manifest.json;gdt001_counterfactual_results.json;gdt001_counterfactual_results.tsv;gdt001_current_summary.json;gdt001_current_summary_validation.json;gdt001_currier_allography_mappings.json;gdt001_currier_allography_results.json;gdt001_currier_allography_results.tsv;gdt001_differentiable_key_mappings.json;gdt001_differentiable_key_results.json;gdt001_differentiable_key_results.tsv;gdt001_differential_record_decoders.json;gdt001_differential_record_results.json;gdt001_differential_record_results.tsv;gdt001_edge_carrier_language_mappings.json;gdt001_edge_carrier_language_results.json;gdt001_edge_carrier_language_results.tsv;gdt001_edition_sensitivity.json;gdt001_entry_conditioned_source_decoders.json;gdt001_entry_conditioned_source_results.json;gdt001_entry_conditioned_source_results.tsv;gdt001_exact_copy_cache_decoders.json;gdt001_exact_copy_cache_results.json;gdt001_exact_copy_cache_results.tsv;gdt001_expanding_abbreviation_mappings.json;gdt001_expanding_abbreviation_results.json;gdt001_expanding_abbreviation_results.tsv;gdt001_fast_phase_validation.json;gdt001_frozen_line_state_keys_results.json;gdt001_frozen_line_state_keys_validation.json;gdt001_gpu_benchmark.json;gdt001_group_character_code_mappings.json;gdt001_group_character_code_results.json;gdt001_group_character_code_results.tsv;gdt001_group_code_anonymous_null_results.json;gdt001_group_code_high_order_mappings.json;gdt001_group_code_high_order_results.json;gdt001_group_code_high_order_results.tsv;gdt001_group_code_order4_control_results.json;gdt001_group_code_order4_control_results.tsv;gdt001_group_code_order4_refine_results.json;gdt001_group_code_scale_results.json;gdt001_group_code_scale_stability.json;gdt001_group_code_scale_validation.json;gdt001_group_expansion_mappings.json;gdt001_group_expansion_results.json;gdt001_group_expansion_results.tsv;gdt001_interleaved_channel_results.json;gdt001_interleaved_channel_results.tsv;gdt001_key_variant_mappings.json;gdt001_key_variant_results.json;gdt001_key_variant_results.tsv;gdt001_language_pack_manifest.json;gdt001_latent_line_state_assignments.json;gdt001_latent_line_state_results.json;gdt001_latent_line_state_results.tsv;gdt001_latent_space_homophonic_decoders.json;gdt001_latent_space_homophonic_results.json;gdt001_latent_space_homophonic_results.tsv;gdt001_latent_space_homophonic_validation.json;gdt001_latin_scholastic_mappings.json;gdt001_latin_scholastic_pack.json;gdt001_latin_scholastic_results.json;gdt001_latin_scholastic_results.tsv;gdt001_lattice_cost_repair.json;gdt001_learned_multigraph_decoders.json;gdt001_learned_multigraph_results.json;gdt001_learned_multigraph_results.tsv;gdt001_line_initial_channel_results.json;gdt001_line_initial_channel_validation.json;gdt001_metadata_conditioned_source_codebook.json;gdt001_metadata_conditioned_source_decoders.json;gdt001_metadata_conditioned_source_results.json;gdt001_metadata_conditioned_source_results.tsv;gdt001_morphology_grammar_decoders.json;gdt001_morphology_grammar_results.json;gdt001_morphology_grammar_results.tsv;gdt001_mtf_dynamic_rank_results.json;gdt001_mtf_dynamic_rank_validation.json;gdt001_nomenclator_decoders.json;gdt001_nomenclator_results.json;gdt001_nomenclator_results.tsv;gdt001_null_symbol_mappings.json;gdt001_null_symbol_results.json;gdt001_null_symbol_results.tsv;gdt001_online_context_mixer_control_results.json;gdt001_online_context_mixer_control_results.tsv;gdt001_online_context_mixer_results.json;gdt001_online_context_mixer_results.tsv;gdt001_online_context_mixer_validation.json;gdt001_partition_stability.json;gdt001_periodic_cipher_mappings.json;gdt001_periodic_cipher_results.json;gdt001_periodic_cipher_results.tsv;gdt001_previous_context_mappings.json;gdt001_previous_context_results.json;gdt001_previous_context_results.tsv;gdt001_prose_language_hybrid_mappings.json;gdt001_prose_language_hybrid_results.json;gdt001_prose_language_hybrid_results.tsv;gdt001_rank_nomenclator_decoders.json;gdt001_rank_nomenclator_results.json;gdt001_rank_nomenclator_results.tsv;gdt001_reading_order_mappings.json;gdt001_reading_order_results.json;gdt001_reading_order_results.tsv;gdt001_residual_payload_language_mappings.json;gdt001_residual_payload_language_results.json;gdt001_residual_payload_language_results.tsv;gdt001_restart_stability.json;gdt001_result.json;gdt001_result_validation.json;gdt001_role_conditioned_source_decoders.json;gdt001_role_conditioned_source_results.json;gdt001_role_conditioned_source_results.tsv;gdt001_root_character_code_results.json;gdt001_scaffold_language_mappings.json;gdt001_scaffold_language_results.json;gdt001_scaffold_language_results.tsv;gdt001_scaffold_payload_codebooks.json;gdt001_scaffold_payload_mapping.tsv;gdt001_scaffold_payload_results.json;gdt001_scaffold_payload_results.tsv;gdt001_scaffold_payload_validation.json;gdt001_score_breakdown.tsv;gdt001_slot_grammar_decoders.json;gdt001_slot_grammar_results.json;gdt001_slot_grammar_results.tsv;gdt001_source_class_language.tsv;gdt001_source_class_mappings.json;gdt001_source_class_results.json;gdt001_source_class_results.tsv;gdt001_source_selected_null_language.tsv;gdt001_source_selected_null_mappings.json;gdt001_source_selected_null_results.json;gdt001_source_selected_null_results.tsv;gdt001_sparse_metadata_source_codebooks.json;gdt001_sparse_metadata_source_results.json;gdt001_sparse_metadata_source_results.tsv;gdt001_sparse_payload_mappings.json;gdt001_sparse_payload_results.json;gdt001_sparse_payload_results.tsv;gdt001_sta_language_mappings.json;gdt001_sta_language_results.json;gdt001_sta_language_results.tsv;gdt001_sta_representation_decoder.json;gdt001_sta_representation_results.json;gdt001_sta_representation_results.tsv;gdt001_structural_coverage.json;gdt001_symbol_state_markov_paths.json;gdt001_symbol_state_markov_results.json;gdt001_symbol_state_markov_results.tsv;gdt001_symbol_state_markov_validation.json;gdt001_tournament_runs.json;gdt001_tournament_validation.json;gdt001_variable_context_control_results.json;gdt001_variable_context_source_decoder.json;gdt001_variable_context_source_results.json;gdt001_variable_context_source_results.tsv;gdt001_within_word_transposition_mappings.json;gdt001_within_word_transposition_results.json;gdt001_within_word_transposition_results.tsv;gdt001_word_anomaly_control.json;gdt001_word_exact_audit_decoders.json;gdt001_word_exact_audit_results.json;gdt001_word_exact_audit_results.tsv;gdt001_word_nomenclator_decoders.json;gdt001_word_nomenclator_results.json;gdt001_word_nomenclator_results.tsv
GDT002	2026-08-19	GDT002_existing_annotation_route_synthesis	CURRENT_EXISTING_ANNOTATION_GROUNDING_CAPACITY_EXHAUSTED	experiments/yolo/GDT002_EXISTING_ANNOTATION_ROUTE_STATUS.md	true	LEGACY_ROOT	98	12398159	1				GDT001	GDT002_CONTACT_GAP_ACQUISITION_METHOD.md;GDT002_CONTACT_GAP_EXTENSION_METHOD.md;GDT002_CONTACT_GAP_REPLICATION_METHOD.md;GDT002_METHOD.md;experiments/yolo/GDT002_EXISTING_ANNOTATION_ROUTE_STATUS.md	GDT002_ACA_REPLICATION_CAPACITY_REPORT.md;GDT002_CONTACT_GAP_EXTENSION_REPORT.md;GDT002_CONTACT_GAP_REPLICATION_REPORT.md;GDT002_CONTACT_GAP_REPORT.md;GDT002_CURRENT_SUMMARY.md;GDT002_DISCOVERY_REPORT.md;GDT002_EXISTING_VISUAL_EVIDENCE_AUDIT.md;GDT002_EXPLORATORY_DISCOVERY_REPORT.md;GDT002_F83R_DIRECT_VISUAL_REPORT.md;GDT002_HOLDOUT_REPORT.md;GDT002_MORPHOLOGY_FALSIFICATION_REPORT.md;GDT002_TARGETED_TRANSFER_REPORT.md	build_gdt002_checkpoint.py;build_gdt002_contact_gap_extension_result.py;build_gdt002_contact_gap_replication_localizations.py;build_gdt002_contact_gap_replication_result.py;build_gdt002_contact_gap_replication_selection.py;build_gdt002_contact_gap_result.py;build_gdt002_f83r_direct_visual.py;build_gdt002_holdout_nonopening.py;run_gdt002_aca_replication_capacity.py;run_gdt002_exploratory_associations.py;run_gdt002_morphology_falsification.py;run_gdt002_targeted_transfer.py	validate_gdt002_aca_replication_capacity.py;validate_gdt002_checkpoint.py;validate_gdt002_contact_gap_extension_result.py;validate_gdt002_contact_gap_extension_selection.py;validate_gdt002_contact_gap_replication_result.py;validate_gdt002_contact_gap_replication_selection.py;validate_gdt002_contact_gap_result.py;validate_gdt002_contact_gap_selection.py;validate_gdt002_exploratory_associations.py;validate_gdt002_f83r_direct_visual.py;validate_gdt002_holdout_nonopening.py;validate_gdt002_morphology_falsification.py;validate_gdt002_targeted_transfer.py	GDT002_YOLO_LEDGER.tsv;gdt002_aca_replication_capacity.tsv;gdt002_aca_replication_capacity_result.json;gdt002_aca_replication_capacity_validation.json;gdt002_checkpoint_result.json;gdt002_checkpoint_validation.json;gdt002_contact_gap_extension_census.tsv;gdt002_contact_gap_extension_result.json;gdt002_contact_gap_extension_result_validation.json;gdt002_contact_gap_extension_selection.tsv;gdt002_contact_gap_extension_selection_validation.json;gdt002_contact_gap_localizations.tsv;gdt002_contact_gap_observations.tsv;gdt002_contact_gap_replication_localizations.tsv;gdt002_contact_gap_replication_observations.tsv;gdt002_contact_gap_replication_result.json;gdt002_contact_gap_replication_result_validation.json;gdt002_contact_gap_replication_reviewer_b.tsv;gdt002_contact_gap_replication_reviewer_c.tsv;gdt002_contact_gap_replication_reviewer_provenance.tsv;gdt002_contact_gap_replication_selection.tsv;gdt002_contact_gap_replication_selection_validation.json;gdt002_contact_gap_result.json;gdt002_contact_gap_result_validation.json;gdt002_contact_gap_selection.tsv;gdt002_contact_gap_selection_validation.json;gdt002_discovery_atlas.json;gdt002_discovery_results.json;gdt002_exploratory_candidate_atlas.tsv;gdt002_exploratory_discovery_results.json;gdt002_exploratory_discovery_validation.json;gdt002_exploratory_joint_hypotheses.json;gdt002_exploratory_visual_formal_join.tsv;gdt002_f83r_direct_visual_observations.tsv;gdt002_f83r_direct_visual_result.json;gdt002_f83r_direct_visual_validation.json;gdt002_f84r_holdout_projection_commitment.json;gdt002_frozen_holdout_prediction.json;gdt002_grammar_consensus_projection.tsv;gdt002_grammar_projection.tsv;gdt002_holdout_results.json;gdt002_holdout_validation.json;gdt002_joint_hypotheses.json;gdt002_morphology_counterexamples.tsv;gdt002_morphology_minimal_pairs.tsv;gdt002_morphology_occurrences.tsv;gdt002_morphology_rankings.tsv;gdt002_morphology_results.json;gdt002_morphology_split_join.tsv;gdt002_morphology_validation.json;gdt002_morphology_visual_associations.tsv;gdt002_repeated_structure_atlas.tsv;gdt002_targeted_transfer_join.tsv;gdt002_targeted_transfer_results.json;gdt002_targeted_transfer_validation.json;gdt002_visual_inventory.tsv
GDT003		GDT003	UNREGISTERED	GDT003_NESTED_HELDOUT_REPORT.md	true	LEGACY_ROOT	43	20298181	0				GDT001;GDT002	GDT003_METHOD.md;GDT003_NESTED_HELDOUT_METHOD.md;GDT003_STRUCTURAL_FINGERPRINT_COMPARATOR_METHOD.md	GDT003_NESTED_HELDOUT_REPORT.md;GDT003_PARADIGM_PREDICTION_REPORT.md;GDT003_STRUCTURAL_FINGERPRINT_COMPARATOR_REPORT.md;GDT003_STRUCTURAL_FINGERPRINT_SOURCE_AUDIT.md	prepare_gdt003_structural_fingerprint_corpora.py;run_gdt003_nested_heldout.py;run_gdt003_paradigm_prediction.py;run_gdt003_structural_fingerprint_comparator.py	validate_gdt003_nested_heldout.py;validate_gdt003_paradigm_prediction.py;validate_gdt003_structural_fingerprint_comparator.py;validate_gdt003_structural_fingerprint_source.py	gdt003_baseline_comparison.tsv;gdt003_counterexamples.tsv;gdt003_holdout_predictions.tsv;gdt003_nested_baseline_comparison.tsv;gdt003_nested_correct_predictions.tsv;gdt003_nested_counterexamples.tsv;gdt003_nested_fold_summary.tsv;gdt003_nested_result.json;gdt003_nested_top_predictions.tsv;gdt003_nested_transformations.tsv;gdt003_nested_validation.json;gdt003_paradigm_rectangles.tsv;gdt003_results.json;gdt003_structural_fingerprint_baselines.tsv;gdt003_structural_fingerprint_corpora.json.gz;gdt003_structural_fingerprint_corpus_manifest.tsv;gdt003_structural_fingerprint_counterexamples.tsv;gdt003_structural_fingerprint_family_ranking.tsv;gdt003_structural_fingerprint_heldout_hits.tsv;gdt003_structural_fingerprint_ranking.tsv;gdt003_structural_fingerprint_result.json;gdt003_structural_fingerprint_source_provenance.json;gdt003_structural_fingerprint_transformations.tsv;gdt003_structural_fingerprint_validation.json;gdt003_structural_fingerprints.tsv;gdt003_transformation_interactions.tsv;gdt003_transformations.tsv;gdt003_validation.json
GDT004		GDT004	UNREGISTERED	GDT004_EXPLORATORY_MODULE_SHAPE_REPORT.md	true	LEGACY_ROOT	10	41204	0				GDT002;GDT003	GDT004_EXPLORATORY_MODULE_SHAPE_METHOD.md	GDT004_EXPLORATORY_MODULE_SHAPE_REPORT.md	build_gdt004_module_shape_atlas.py	validate_gdt004_module_shape_atlas.py	gdt004_module_shape_atlas.tsv;gdt004_module_shape_hypotheses.tsv;gdt004_module_shape_observations.tsv;gdt004_module_shape_result.json;gdt004_module_shape_selection.tsv;gdt004_module_shape_validation.json
GDT005		GDT005	UNREGISTERED	GDT005_DUPLICATE_AUDIT.md	true	LEGACY_ROOT	9	20489	0				GDT002;GDT004;GDT006	GDT005_MATCHED_PHYSICAL_CUT_METHOD.md	GDT005_DUPLICATE_AUDIT.md;GDT005_MATCHED_PHYSICAL_CUT_REPORT.md	build_gdt005_matched_physical_cut.py	validate_gdt005_matched_physical_cut.py	gdt005_matched_cut_observations.tsv;gdt005_matched_cut_result.json;gdt005_matched_cut_selection.tsv;gdt005_matched_cut_validation.json
GDT006		GDT006	UNREGISTERED	GDT006_BLINDED_CUT_REVIEW_REPORT.md	true	LEGACY_ROOT	9	31176	0				GDT002;GDT004;GDT005	GDT006_BLINDED_CUT_REVIEW_METHOD.md	GDT006_BLINDED_CUT_REVIEW_REPORT.md	build_gdt006_blinded_cut_review.py;prepare_gdt006_blind_cut_packet.py	validate_gdt006_blinded_cut_review.py	gdt006_blind_reviews.tsv;gdt006_blinded_cut_result.json;gdt006_blinded_cut_validation.json;gdt006_cut_localizations.tsv
GDT007		GDT007	UNREGISTERED	GDT007_YOLO_APPROXIMATE_CUT_REPORT.md	true	LEGACY_ROOT	14	104170	0				GDT002;GDT003	GDT007_YOLO_APPROXIMATE_CUT_METHOD.md	GDT007_YOLO_APPROXIMATE_CUT_REPORT.md	build_gdt007_yolo_result.py;prepare_gdt007_yolo_packet.py	validate_gdt007_yolo_result.py	gdt007_baseline_comparison.tsv;gdt007_blind_observations.tsv;gdt007_blind_reviews_a.tsv;gdt007_blind_reviews_b.tsv;gdt007_blind_worklist.tsv;gdt007_counterexamples.tsv;gdt007_localization_reconciliation.tsv;gdt007_yolo_result.json;gdt007_yolo_validation.json
GDT008		GDT008	UNREGISTERED	GDT008_HYBRID_REGISTER_THEORY_REPORT.md	true	LEGACY_ROOT	12	79796	0				GDT001;GDT002;GDT003	GDT008_HYBRID_REGISTER_THEORY_METHOD.md	GDT008_HYBRID_REGISTER_THEORY_REPORT.md	build_gdt008_hybrid_register_theory.py	validate_gdt008_hybrid_register_theory.py	gdt008_evidence_map.tsv;gdt008_hybrid_register_model.json;gdt008_novel_predictions.tsv;gdt008_provisional_roles.tsv;gdt008_representative_parses.tsv;gdt008_result.json;gdt008_theory_comparison.tsv;gdt008_validation.json
GDT009		GDT009	UNREGISTERED	GDT009_SEMANTIC_BOOTSTRAP_REPORT.md	true	LEGACY_ROOT	14	69084	0				GDT002;GDT003;GDT008	GDT009_SEMANTIC_BOOTSTRAP_METHOD.md	GDT009_SEMANTIC_BOOTSTRAP_REPORT.md	build_gdt009_semantic_bootstrap.py	validate_gdt009_semantic_bootstrap.py	gdt009_counterexamples.tsv;gdt009_joint_worlds.tsv;gdt009_locus_parses.tsv;gdt009_predictions.tsv;gdt009_result.json;gdt009_semantic_candidates.tsv;gdt009_semantic_model.json;gdt009_unit_evidence.tsv;gdt009_validation.json;gdt009_world_evidence.tsv
GDT010		GDT010	UNREGISTERED	GDT010_RECORD_POSITION_REPORT.md	true	LEGACY_ROOT	9	50522	0				GDT002;GDT009	GDT010_RECORD_POSITION_METHOD.md	GDT010_RECORD_POSITION_REPORT.md	run_gdt010_record_position.py	validate_gdt010_record_position.py	gdt010_functional_constraints.tsv;gdt010_ordered_record_model.json;gdt010_record_position_tests.tsv;gdt010_result.json;gdt010_validation.json
