event_id	physical_page	source_page_value	locus	line_number	source_kind	source_subtype	paragraph_start	paragraph_end	card_ordinal_in_line	surface	register	prose_block_id	owner_id	owner_de	owner_evidence	owner_subblock	statement_id	card_ordinal_in_statement	content_role	surface_status	visible_recipe	literal_core_reading_de	default_working_reading_de	recipe_support	old_running_event_count	old_local_surface_contact	old_local_recipes	genuinely_new_to_old_26_pages	admission_color	portable_atom_count	formal_or_local_atom_count	new_portable_atom_count	opaque_local_atom_count	portable_meaning_changed	structural_tag_promoted_to_word	guard	gdt516_context_recipe	gdt516_literal_reading_de	gdt516_context_policy	gdt516_context_basis	gdt516_recipe_changed	gdt516_guard
G515-E0001	f4r	f4r	f4r.1	1	P	0	1	0	1	kodalchy	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S001	1	ORDERED_INSTRUCTION_CARD	NEW_VISIBLE_COMPOSITION	K+O+D_ADDR+AL+CH+Y	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · ZIELORT · NEHMEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · ZIELORT · NEHMEN · POSTEN	DIRECT_VISIBLE_COMPOSITION	0	NO	NONE	YES	GREEN	4	2	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	K+O+D_ADDR+AL+CH+Y	GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · ZIELORT · NEHMEN · POSTEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0002	f4r	f4r	f4r.1	1	P	0	1	0	2	chpady	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S001	2	ORDERED_INSTRUCTION_CARD	NEW_VISIBLE_COMPOSITION	CH+P+A_ADDR+DY	NEHMEN · EINSETZEN · [A_ADDR:LOKALSTRUKTUR=HIER] · [DY:STEUERUNG=SCHLUSS]	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSETZEN · [A_ADDR:LOKALSTRUKTUR=HIER] · [DY:STEUERUNG=SCHLUSS]	DIRECT_VISIBLE_COMPOSITION	0	NO	NONE	YES	GREEN	2	2	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	CH+P+A_ADDR+DY	NEHMEN · EINSETZEN · [A_ADDR:STEUERUNG=HIER] · [DY:STEUERUNG=SCHLUSS]	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0003	f4r	f4r	f4r.1	1	P	0	1	0	3	sheol	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	1	ORDERED_INSTRUCTION_CARD	EXACT_CURRENT_RUNNING_RECIPE	SH+E+OL	HALTEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: HALTEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	GDT407::12_RUNNING_EVENTS	12	NO	NONE	NO	GREEN	2	1	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	SH+E+OL	HALTEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0004	f4r	f4r	f4r.1	1	P	0	1	0	4	ol	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	2	ITINERARY_OR_ADDRESS_CARD	EXACT_GDT405_LOCK	OL	FORTSETZEN	ADRESSE/FORTSETZUNG BEI abgebildete Ganzpflanze auf f4r: FORTSETZEN	GDT405::G405-W0220	78	YES	OL	NO	GREEN	1	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	OL	FORTSETZEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0005	f4r	f4r	f4r.1	1	P	0	1	0	5	sheey	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	3	ORDERED_INSTRUCTION_CARD	EXACT_CURRENT_RUNNING_RECIPE	SH+EE+Y	HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	GDT407::18_RUNNING_EVENTS	18	YES	SH+EE+Y	NO	GREEN	2	1	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	SH+EE+Y	HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0006	f4r	f4r	f4r.1	1	P	0	1	0	6	qotey	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	4	ITINERARY_OR_ADDRESS_CARD	EXACT_GDT405_LOCK	OT+E+Y	DANACH · [E:STEUERUNG=GRAD I] · POSTEN	ADRESSE/FORTSETZUNG BEI abgebildete Ganzpflanze auf f4r: DANACH · [E:STEUERUNG=GRAD I] · POSTEN	GDT405::G405-W0323	5	NO	NONE	NO	GREEN	2	1	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	OT+E+Y	DANACH · [E:STEUERUNG=GRAD I] · POSTEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0007	f4r	f4r	f4r.1	1	P	0	1	0	7	doiin	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	5	LOCAL_CLASS_OR_NAME_CARD	EXACT_CURRENT_RUNNING_RECIPE	D_ADDR+O+IIN	[D_ADDR:LOKALSTRUKTUR=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	LOKALE KENNUNG BEI abgebildete Ganzpflanze auf f4r: [D_ADDR:LOKALSTRUKTUR=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	GDT407::2_RUNNING_EVENTS	2	NO	NONE	NO	GREEN	0	3	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	D_ADDR+O+IIN	[D_ADDR:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0008	f4r	f4r	f4r.1	1	P	0	1	0	8	chor	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	6	ORDERED_INSTRUCTION_CARD	EXACT_GDT405_LOCK	CH+OR	NEHMEN · EINHEIT	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINHEIT	GDT405::G405-W0056	23	NO	NONE	NO	GREEN	2	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	CH+OR	NEHMEN · EINHEIT	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0009	f4r	f4r	f4r.1	1	P	0	1	0	9	ytoy	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	7	ORDERED_INSTRUCTION_CARD	NEW_VISIBLE_COMPOSITION	Y+T+O+Y	POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	DIRECT_VISIBLE_COMPOSITION	0	NO	NONE	YES	GREEN	3	1	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	Y+T+O+Y	POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0010	f4r	f4r	f4r.2	2	P	0	0	0	1	dchor	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	8	ORDERED_INSTRUCTION_CARD	EXACT_GDT405_LOCK	D_ADDR+CH+OR	[D_ADDR:LOKALSTRUKTUR=HIER] · NEHMEN · EINHEIT	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: [D_ADDR:LOKALSTRUKTUR=HIER] · NEHMEN · EINHEIT	GDT405::G405-W0110	3	YES	D_ADDR+CH+OR	NO	GREEN	2	1	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	D_ADDR+CH+OR	[D_ADDR:STEUERUNG=HIER] · NEHMEN · EINHEIT	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
