event_id	record	page	locus	statement_id	surface	joint_tuple_id	small_value_de	source_pass	semantic_segmentation_before_consolidation	pass426_revision	pass426_reason	pass427_decision	pass427_reason	pass428_inherited_fix	role_class	operation_core
E001	H1	f10r	f10r.2	H1-S001	dchey	65f320e75510b2f38182	Knolle	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	dchey=Wurzelteil	UNCHANGED	not one of five weakest cards	RETAINED_AFTER_COMPARISON	retained from visible red underground swellings	NONE	PICTURE_OR_MATERIAL_NOUN	NONE
E002	H1	f10r	f10r.2	H1-S001	cthoor	dedc383b600397a301ee	schälen	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	cthoor=säubern	abschaben->schälen	root/tuber preparation before general processing	UNCHANGED	outside target set	NONE	OPERATION	SCHÄLEN
E003	H1	f10r	f10r.2	H1-S001	char	4d4559019a961b834aa1	dasselbe	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	AR_SOURCE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set	aus demselben Vorrat->dasselbe	REFERENCE	NONE
E004	H1	f10r	f10r.2	H1-S001	chty	80ebbbbf238eee9f0aef	bearbeiten	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	ch=zerkleinern	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set	NONE	OPERATION	BEARBEITEN
E005	H1	f10r	f10r.2	H1-S001	os	df1098831679a8ad1b39	Topf	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	os=Gefäß	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set	NONE	VESSEL_OR_SITE_NOUN	NONE
E006	H1	f10r	f10r.2	H1-S001	chair	12efe866f335461823a6	Wasserzulauf	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	CH_INLET+AIR_WATER	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set	NONE	OPERATION	WASSER_ZUFÜHREN
E007	H1	f10r	f10r.2	H1-S001	otytchol	62ff059766b21c7de083	Auszug	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	OTYTCHOL_COLLECT_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set	NONE	LEARNED_PRODUCT_OR_CONTENT_NOUN	NONE
E008	H1	f10r	f10r.2	H1-S001	oky	276a7c2d74d1143446f4	verwende dies	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	OK_SET+Y_OPEN	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set	Posten ansetzen->verwende dies	OPERATION	VERWENDEN
E009	H1	f10r	f10r.2	H1-S001	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set	Sollmaß->Mass	PARAMETER_OR_QUANTITY	NONE
E010	H1	f10r	f10r.2	H1-S001	etyd	a6939862e33ece5a0483	Gabe	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	etyd=Wurzelteil	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set	NONE	PARAMETER_OR_QUANTITY	NONE
