case_id	channel	visual_state	page	physical_folio	locus	array_id	provenance	source_id	confidence	evidence_family	evidence_lineage	evidence_cluster	visual_detail	formal_coverage	gdt327_coverage	section	currier	hand	code	kind	grammar_scope	family_expression	symbol_count	group_count	strict_zero_alternative	alternative_sites	boundary_expression	gdt327_tuple_count	gdt327_tuple_sequence	semantic_role	interpretation	nuisance_stratum
fdbeb754b73dbaf5	BFE_ENCLOSURE	INDIVIDUAL_BOUNDED	f77r	f77	f77r.1	f77r	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f77r.1	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	@Ln	L	DIAGNOSTIC_NONPROSE	BACKBAC	7	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|@Ln
1ece270eea4b4582	BFE_ENCLOSURE	INDIVIDUAL_BOUNDED	f77r	f77	f77r.49	f77r	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f77r.49	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	@Ln	L	DIAGNOSTIC_NONPROSE	AQKBA	5	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|@Ln
6eacd905ffa4ef35	BFE_ENCLOSURE	INDIVIDUAL_BOUNDED	f77r	f77	f77r.50	f77r	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f77r.50	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	@Lt	L	DIAGNOSTIC_NONPROSE	AQABAGA	7	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|@Lt
32b39d6b2512d62b	BFE_ENCLOSURE	INDIVIDUAL_BOUNDED	f77r	f77	f77r.8	f77r	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f77r.8	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	~Ln	L	DIAGNOSTIC_NONPROSE	BAQJBA	6	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|~Ln
afec496ab84ffd8d	BFE_ENCLOSURE	INDIVIDUAL_BOUNDED	f77v	f77	f77v.43	f77v	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f77v.43	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	@Ln	L	DIAGNOSTIC_NONPROSE	CACACAB	7	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|@Ln
ac2c5ff2d241ccf5	BFE_ENCLOSURE	INDIVIDUAL_BOUNDED	f77v	f77	f77v.44	f77v	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f77v.44	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	@Lt	L	DIAGNOSTIC_NONPROSE	AQABA	5	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|@Lt
421d50f8c2c485d0	BFE_ENCLOSURE	INDIVIDUAL_BOUNDED	f77v	f77	f77v.5	f77v	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f77v.5	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	=Lt	L	DIAGNOSTIC_NONPROSE	ACKJBAB	7	1	0	1		0		UNASSIGNED	NONE	B|B|2|L|=Lt
2049bcf1e978fe1f	BFE_ENCLOSURE	OPEN_OR_COMMUNAL	f80r	f80	f80r.2	f80r	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f80r.2	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	=Ln	L	DIAGNOSTIC_NONPROSE	ABKBA	5	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|=Ln
802faa687fedd768	BFE_ENCLOSURE	OPEN_OR_COMMUNAL	f80r	f80	f80r.7	f80r	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f80r.7	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	~Ln	L	DIAGNOSTIC_NONPROSE	ABQA	4	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|~Ln
c36fa61f5a895a84	BFE_ENCLOSURE	OPEN_OR_COMMUNAL	f80r	f80	f80r.8	f80r	PRIOR_AI_DIRECT_VISUAL_OBSERVATION	bfe001_bio_figure_enclosure_capacity.json	UNSPECIFIED	GDT002_EXISTING_CHANNEL	GDT002_EXISTING_CHANNEL	MANUSCRIPT_LOCUS:f80r.8	existing bounded/open call	SOURCE_NATIVE_FAMILY_CONSENSUS	NO	B	B	2	=Ln	L	DIAGNOSTIC_NONPROSE	AQABLJBA	8	1	1	0		0		UNASSIGNED	NONE	B|B|2|L|=Ln
