world_id	formal_feature	rule_count	visual_endpoints	directions	evidence_families	evidence_lineages	raw_joint_lofo_gain_bits	complexity_cost_bits	selector_paid_joint_gain_bits	pairwise_locus_overlap_count	union_locus_count	latent_role	label	interpretation
de2c2ea736580f	FAMILY_COMPONENT:J	2	HUMAN_OBJECT_STAR_OR_SKY;ZODIAC_STAR_TAIL	PRESENT_ENRICHED;PRESENT_DEPLETED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_STAR_TAIL	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_STAR_TAIL	44.614273419	17.164278438	27.449994981	41	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
2f5aff8befbc74	SYMBOL_COUNT_GE_6	3	HUMAN_OBJECT_FIGURE;ZODIAC_BARREL;ZODIAC_FACING	PRESENT_ENRICHED;PRESENT_ENRICHED;PRESENT_ENRICHED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_BARREL;ZODIAC_FACING	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_BARREL;ZODIAC_FACING	32.746728748	20.386670860	12.360057888	435	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
dfea2ffeb60c2a	SYMBOL_COUNT_LE_5	3	HUMAN_OBJECT_FIGURE;ZODIAC_BARREL;ZODIAC_FACING	PRESENT_DEPLETED;PRESENT_DEPLETED;PRESENT_DEPLETED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_BARREL;ZODIAC_FACING	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_BARREL;ZODIAC_FACING	32.746728748	20.386670860	12.360057888	435	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
375a4b6efdeafe	SYMBOL_COUNT_GE_10	2	HUMAN_OBJECT_FIGURE;ZODIAC_BARREL	PRESENT_ENRICHED;PRESENT_ENRICHED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_BARREL	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_BARREL	28.312343936	17.164278438	11.148065498	138	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
1a31d8d01a5e0b	SYMBOL_COUNT_LE_5	3	ZODIAC_BARREL;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_FACING	PRESENT_DEPLETED;PRESENT_ENRICHED;PRESENT_DEPLETED	ZODIAC_BARREL;EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_FACING	ZODIAC_BARREL;STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_FACING	28.612387982	20.386670860	8.225717122	435	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
87e858a391bd11	SYMBOL_COUNT_GE_6	3	ZODIAC_BARREL;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_FACING	PRESENT_ENRICHED;PRESENT_DEPLETED;PRESENT_ENRICHED	ZODIAC_BARREL;EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_FACING	ZODIAC_BARREL;STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_FACING	28.612387982	20.386670860	8.225717122	435	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
4264ee797f499e	SYMBOL_COUNT_LE_5	2	HUMAN_OBJECT_FIGURE;ZODIAC_BARREL	PRESENT_DEPLETED;PRESENT_DEPLETED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_BARREL	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_BARREL	25.157690107	17.164278438	7.993411669	138	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
fe2b7a541587df	SYMBOL_COUNT_GE_6	2	HUMAN_OBJECT_FIGURE;ZODIAC_BARREL	PRESENT_ENRICHED;PRESENT_ENRICHED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_BARREL	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_BARREL	25.157690107	17.164278438	7.993411669	138	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
40413e4a3f6dda	SYMBOL_COUNT_LE_5	2	HUMAN_OBJECT_FIGURE;ZODIAC_FACING	PRESENT_DEPLETED;PRESENT_DEPLETED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_FACING	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_FACING	21.707620921	17.164278438	4.543342483	186	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
8a883d9b55165f	SYMBOL_COUNT_GE_6	2	HUMAN_OBJECT_FIGURE;ZODIAC_FACING	PRESENT_ENRICHED;PRESENT_ENRICHED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_FACING	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_FACING	21.707620921	17.164278438	4.543342483	186	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
