joint_tuple_id	occurrences	records	pages	sections	v77_target	dictionary_status	dictionary_phrase	exact_source_language_entry	historical_attestation	field_entry_occurrences	field_entry_rate	field_terminal_occurrences	field_terminal_rate	physical_line_entry_occurrences	statement_entry_occurrences	distinct_exemplar_expansions	whole_card_polyfunctionality_pressure	formal_link_or_entry_rival	portable_reading_comparison	strongest_counterexample_event_serials	cross_herbal_bio_status	decision	semantic_ceiling
00d8ebe3c68294eeac39	1	B5	f83r	BIOLOGICAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	0	0.000000	0	0.000000	0	0	1	LOW	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	BIOLOGICAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
0275fbf14e07935b0a45	7	B1|B2|B3|B4	f81v|f82r|f83r	BIOLOGICAL	YES	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	3	0.428571	0	0.000000	1	2	1	LOW	FORMAL_POLYPOSITIONAL_ENTRY_LINK_OR_CLOSE_CARD	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	153|175|194|205|293|317|322	BIOLOGICAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
03626ca94cb17800d767	1	B3	f83r	BIOLOGICAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	0	0.000000	1	1.000000	0	0	1	LOW	FORMAL_CLOSE_OR_COMMIT_MARK	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	BIOLOGICAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
04a3877f0fc81b7597c9	2	B2|B3	f82r|f83r	BIOLOGICAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	1	0.500000	2	1.000000	0	1	1	LOW	FORMAL_CLOSE_OR_COMMIT_MARK	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	BIOLOGICAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
07913ef9b1fb773cd325	2	B1|B3	f81v|f83r	BIOLOGICAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	1	0.500000	2	1.000000	1	0	1	LOW	FORMAL_CLOSE_OR_COMMIT_MARK	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	BIOLOGICAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
087a47b5423438cd6b6a	1	H5	f56r	HERBAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	0	0.000000	0	0.000000	0	0	1	LOW	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	HERBAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
08bd5ca0c2ad137a056d	2	B1|B2	f81v|f82r	BIOLOGICAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	0	0.000000	0	0.000000	0	0	1	LOW	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	BIOLOGICAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
0ab57b7166de99db3a55	1	B2	f82r	BIOLOGICAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	1	1.000000	0	0.000000	0	1	1	LOW	FORMAL_ENTRY_OR_RESET_MARK	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	BIOLOGICAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
0bdc8b6db811b4e67a63	1	B3	f83r	BIOLOGICAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	0	0.000000	0	0.000000	0	0	1	LOW	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	BIOLOGICAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
0ec6a45e2950e8e7061d	1	H5	f56r	HERBAL	NO	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	0	0.000000	0	0.000000	0	0	1	LOW	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NO_PORTABLE_READING_TO_CONFIRM; exemplar expansions remain occurrence-bound.	NONE	HERBAL_ONLY	KEEP_UNKNOWN	FORMAL_PLACEMENT_COMPARISON_NOT_WORD_POS_OR_MEANING
