record_id	kind	ledger_event_count	scope	assessment_basis	review_status	coverage	explicit_links	incoming_links	explicit_family_targets	exact_shared_report_family_navigation	catalog_associations	semantic_dedup
ANCHOR:COL001_F2R15_UNDERPAINT_NOTE	anchor	0	semantic	registry_summary_only	inherited_summary	UNRESOLVED_NO_EXPLICIT_LINK	[]	[]	[]	[]	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:COL001_F2R15_UNDERPAINT_NOTE"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:F17R_F116V_MARGINALIA	anchor	0	semantic	registry_summary_only	inherited_summary	UNRESOLVED_NO_EXPLICIT_LINK	[]	[]	[]	[]	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:F17R_F116V_MARGINALIA"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:F1R_LATER_ALPHABET_TABLE	anchor	0	semantic	registry_summary_only	inherited_summary	UNRESOLVED_NO_EXPLICIT_LINK	[]	[]	[]	[]	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:F1R_LATER_ALPHABET_TABLE"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:F57V_HUMORAL_PHASE_LABELS	anchor	0	semantic	registry_summary_only	inherited_summary	UNRESOLVED_NO_EXPLICIT_LINK	[]	[]	[]	[]	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:F57V_HUMORAL_PHASE_LABELS"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:F67R_F68R_LABELLED_HOMOLOGUE	anchor	0	semantic	registry_summary_only	inherited_summary	UNRESOLVED_NO_EXPLICIT_LINK	[]	[]	[]	[]	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:F67R_F68R_LABELLED_HOMOLOGUE"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:F68R2_SUN_RING_CLEARTEXT	anchor	0	semantic	primary_reports	curated	EXPLICIT_FAMILY_LINK_NOT_DUPLICATE_DECISION	"[{""target"":""FAMILY:CACHED_DATA_TRANSLATION_SUCCESSOR"",""type"":""related_to""}]"	[]	"[""FAMILY:CACHED_DATA_TRANSLATION_SUCCESSOR""]"	[]	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:F68R2_SUN_RING_CLEARTEXT"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:F69V_ORDERED_28_COORDINATE	anchor	0	semantic	registry_summary_only	inherited_summary	EXACT_SHARED_REPORT_NAVIGATION_ONLY	[]	[]	[]	"[{""family"":""FAMILY:NUMBER_CALENDAR_AND_COUNTING"",""path"":""results/f69m001_target_validation.md""}]"	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:F69V_ORDERED_28_COORDINATE"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:PUBLIC_ZODIAC_FIGURE_ATTRIBUTES	anchor	0	semantic	registry_summary_only	inherited_summary	UNRESOLVED_NO_EXPLICIT_LINK	[]	[]	[]	[]	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:PUBLIC_ZODIAC_FIGURE_ATTRIBUTES"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:S104_HERBAL_COMPONENT_RELATIONS	anchor	0	semantic	registry_summary_only	inherited_summary	UNRESOLVED_NO_EXPLICIT_LINK	[]	[]	[]	[]	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:S104_HERBAL_COMPONENT_RELATIONS"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
ANCHOR:SCP001_STAR_COLOUR_ROWS	anchor	0	semantic	registry_summary_only	inherited_summary	EXACT_SHARED_REPORT_NAVIGATION_ONLY	[]	[]	[]	"[{""family"":""FAMILY:STAR_ENTRY_MARKER_COLOR"",""path"":""results/star_color_target_validation.md""}]"	"[{""basis"":""registry_summary_only"",""category"":""SINGLE_EXISTING_DOSSIER"",""group_id"":""DOSSIER-ANCHOR:SCP001_STAR_COLOUR_ROWS"",""relationship"":""single_existing_dossier_not_duplicate_decision""}]"	NOT_ESTABLISHED_BY_THIS_AUDIT
