model	edition	paragraph	at	word	kind	carrier	carrier_word	input	input_status	baseline_carrier	baseline_carrier_word	baseline_input_status
C	ZL3b	f56v|f56v.1-f56v.6	ZL3b|f56v.3|G002	chol	QUALITY	ZL3b|f56v.2|G006	cthar			ZL3b|f56v.2|G005	qoteey	
C	ZL3b	f56v|f56v.1-f56v.6	ZL3b|f56v.3|G003	chol	QUALITY	ZL3b|f56v.2|G006	cthar			ZL3b|f56v.2|G005	qoteey	
C	ZL3b	f56v|f56v.1-f56v.6	ZL3b|f56v.3|G005	daiin	VALUE	ZL3b|f56v.2|G006	cthar			ZL3b|f56v.2|G005	qoteey	
C	ZL3b	f56v|f56v.1-f56v.6	ZL3b|f56v.4|G004	daiin	VALUE	ZL3b|f56v.2|G006	cthar			ZL3b|f56v.2|G005	qoteey	
C	ZL3b	f56v|f56v.1-f56v.6	ZL3b|f56v.4|G008	dain	VALUE	ZL3b|f56v.2|G006	cthar			ZL3b|f56v.2|G005	qoteey	
C	IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.3|G002	chol	QUALITY	IT2a|f56v.2|G006	cthar			IT2a|f56v.2|G005	qoteey	
C	IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.3|G003	chol	QUALITY	IT2a|f56v.2|G006	cthar			IT2a|f56v.2|G005	qoteey	
C	IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.3|G005	daiin	VALUE	IT2a|f56v.2|G006	cthar			IT2a|f56v.2|G005	qoteey	
C	IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.4|G003	daiin	VALUE	IT2a|f56v.2|G006	cthar			IT2a|f56v.2|G005	qoteey	
C	IT2a	f56v|f56v.1-f56v.6	IT2a|f56v.4|G006	dain	VALUE	IT2a|f56v.2|G006	cthar			IT2a|f56v.2|G005	qoteey	
C	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.36|G007	dain	VALUE	ZL3b|f116r.35|G008	cthar			ZL3b|f116r.34|G010	okaiin	
