gdt747_occurrence_id	candidate_surface	page	physical_folio	locus	token_ordinal	reader_exact	passage_core_axes	local_support_tier	supporting_whole_count	supporting_whole_surfaces	supporting_signed_offsets	locally_supported_core_axes	locally_supported_core_fraction	neighbor_contrast_axes	local_support_evidence_de	candidate_passage_value_de	literal_identity	confirmed_lexeme	component_export_credit
G747-O001	ykeeody	f102v1	f102	f102v1.22	1	0	END_STAGE|HOT	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	heißer Endzustand; Abschluss gegen Ansatz offen	OPEN	0	0
G747-O002	qochey	f103r	f103	f103r.29	3	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trocken; Mittelstufe wahrscheinlich, Funktion offen	OPEN	0	0
G747-O003	sheeol	f103r	f103	f103r.40	2	0	END_STAGE	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	qokeey	-1	END_STAGE	1.000	HOT	-1:qokeey=heiß am Ende des Grades	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O004	okeeody	f103r	f103	f103r.7	6	1	END_STAGE|PREPARATION	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	qokeey	-1	END_STAGE	0.500	HOT	-1:qokeey=heiß am Ende des Grades	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	OPEN	0	0
G747-O005	cheeey	f103v	f103	f103v.19	5	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockener Zustand; Endbereich wahrscheinlich	OPEN	0	0
G747-O006	okeeody	f104r	f104	f104r.13	8	1	END_STAGE|PREPARATION	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	OPEN	0	0
G747-O007	dsheedy	f104r	f104	f104r.21	1	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie	OPEN	0	0
G747-O008	qochey	f104v	f104	f104v.20	5	1	DRY	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	qotcheedy	1	DRY	1.000	CLOSE|COLD|END_STAGE	+1:qotcheedy=kalt und trocken am Ende des Grades, abgeschlossen	trocken; Mittelstufe wahrscheinlich, Funktion offen	OPEN	0	0
G747-O009	qochey	f104v	f104	f104v.23	3	1	DRY	L3_CONTRASTIVE_SERIAL_PARADIGM	2	qokchey|tchey	-1|-2	DRY	1.000	COLD|HOT|MIDDLE_STAGE	-2:tchey=kalt und trocken in der Mitte des Grades || -1:qokchey=heiß und trocken in der Mitte des Grades	trocken; Mittelstufe wahrscheinlich, Funktion offen	OPEN	0	0
G747-O010	cheeey	f104v	f104	f104v.24	3	1	DRY	L2_MULTIWHOLE_LOCAL_SUPPORT	2	cheo|cheor	-1|2	DRY	1.000	MATERIAL|PART|PREPARATION	-1:cheor=trockener Drogenteil || +2:cheo=trocken angesetzte Zubereitung	trockener Zustand; Endbereich wahrscheinlich	OPEN	0	0
G747-O011	okeeody	f105r	f105	f105r.19	7	1	END_STAGE|PREPARATION	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	odaiin	2	PREPARATION	0.500	LEVEL_III	+2:odaiin=Zubereitung, Wertstufe III	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	OPEN	0	0
G747-O012	okeeody	f105v	f105	f105v.36	3	1	END_STAGE|PREPARATION	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	OPEN	0	0
G747-O013	cheeey	f106r	f106	f106r.39	2	0	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockener Zustand; Endbereich wahrscheinlich	OPEN	0	0
G747-O014	chtl	f107r	f107	f107r.49	6	1	NONE	L0_FORM_ONLY_NO_CORE	0	NONE	NONE	NONE	0.000	NONE	NONE	[trocken/getrocknet nur als direkte Formanalogie; Passagekern offen]	OPEN	0	0
G747-O015	chtl	f107r	f107	f107r.49	9	1	NONE	L0_FORM_ONLY_NO_CORE	0	NONE	NONE	NONE	0.000	NONE	NONE	[trocken/getrocknet nur als direkte Formanalogie; Passagekern offen]	OPEN	0	0
G747-O016	okeeody	f107v	f107	f107v.32	3	1	END_STAGE|PREPARATION	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	oaiin	-1	PREPARATION	0.500	AMOUNT	-1:oaiin=drei Ansatzportionen	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	OPEN	0	0
G747-O017	sheeol	f108v	f108	f108v.25	1	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O018	qochey	f111r	f111	f111r.18	4	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trocken; Mittelstufe wahrscheinlich, Funktion offen	OPEN	0	0
G747-O019	dsheedy	f111r	f111	f111r.3	1	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie	OPEN	0	0
G747-O020	chtar	f111r	f111	f111r.30	4	1	DRY	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	qotchey	-1	DRY	1.000	COLD|MIDDLE_STAGE	-1:qotchey=kalt und trocken in der Mitte des Grades	trockene Teil-/Fraktionsform; Temperatur und Träger offen	OPEN	0	0
G747-O021	alom	f111r	f111	f111r.52	12	1	MATERIAL	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Stoff-/Materialform; Maßlesung offen	OPEN	0	0
G747-O022	sheeol	f111r	f111	f111r.7	7	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O023	chetar	f111v	f111	f111v.13	6	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockene Fraktion; Mittelstufe wahrscheinlich	OPEN	0	0
G747-O024	ykeeey	f111v	f111	f111v.40	1	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	OPEN	0	0
G747-O025	sheeol	f112v	f112	f112v.12	5	1	END_STAGE	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	oteey	-1	END_STAGE	1.000	COLD|PREPARATION	-1:oteey=kalter Ansatz am Ende des Grades	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O026	chetar	f113r	f113	f113r.1	5	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockene Fraktion; Mittelstufe wahrscheinlich	OPEN	0	0
G747-O027	alom	f113r	f113	f113r.17	13	1	MATERIAL	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Stoff-/Materialform; Maßlesung offen	OPEN	0	0
G747-O028	cheeey	f113r	f113	f113r.18	6	1	DRY	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	chkaiin	-1	DRY	1.000	HOT|LEVEL_III	-1:chkaiin=heiß-trocken, Grad III	trockener Zustand; Endbereich wahrscheinlich	OPEN	0	0
G747-O029	okeeody	f113r	f113	f113r.41	10	0	END_STAGE|PREPARATION	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	OPEN	0	0
G747-O030	cheeey	f113r	f113	f113r.43	8	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockener Zustand; Endbereich wahrscheinlich	OPEN	0	0
G747-O031	cheeey	f113r	f113	f113r.49	2	1	DRY	L2_MULTIWHOLE_LOCAL_SUPPORT	2	cheo|kcheey	1|2	DRY	1.000	END_STAGE|HOT|PREPARATION	+1:cheo=trocken angesetzte Zubereitung || +2:kcheey=heiß und trocken am Ende des Grades	trockener Zustand; Endbereich wahrscheinlich	OPEN	0	0
G747-O032	ykeeey	f114r	f114	f114r.12	6	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	OPEN	0	0
G747-O033	chtar	f115r	f115	f115r.14	10	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockene Teil-/Fraktionsform; Temperatur und Träger offen	OPEN	0	0
G747-O034	chetar	f116r	f116	f116r.19	4	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockene Fraktion; Mittelstufe wahrscheinlich	OPEN	0	0
G747-O035	chtar	f24r	f24	f24r.7	3	1	DRY	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	cheor	2	DRY	1.000	MATERIAL|PART	+2:cheor=trockener Drogenteil	trockene Teil-/Fraktionsform; Temperatur und Träger offen	OPEN	0	0
G747-O036	chckh	f38r	f38	f38r.4	3	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trocken; Mischung oder Zubereitung offen	OPEN	0	0
G747-O037	chetar	f40v	f40	f40v.19	2	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockene Fraktion; Mittelstufe wahrscheinlich	OPEN	0	0
G747-O038	ykeeody	f41v	f41	f41v.3	10	1	END_STAGE|HOT	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	heißer Endzustand; Abschluss gegen Ansatz offen	OPEN	0	0
G747-O039	chetar	f42r	f42	f42r.4	2	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockene Fraktion; Mittelstufe wahrscheinlich	OPEN	0	0
G747-O040	ykeeody	f48r	f48	f48r.1	8	1	END_STAGE|HOT	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	heißer Endzustand; Abschluss gegen Ansatz offen	OPEN	0	0
