manual_order	layer	item_id	teaching_value_or_rule_de	scope	support_or_instances	source_artifact
1	L1_SHARED_COMPONENT	AIIN	ARGUMENT: Mass	BOTH	10	PASS463_COMPONENT_MANUAL
2	L1_SHARED_COMPONENT	AIN	ARGUMENT: Portion	BOTH	8	PASS463_COMPONENT_MANUAL
3	L1_SHARED_COMPONENT	AIR	ARGUMENT: Lauf	BOTH	5	PASS463_COMPONENT_MANUAL
4	L1_SHARED_COMPONENT	AL	ARGUMENT: Stelle	BOTH	22	PASS463_COMPONENT_MANUAL
5	L1_SHARED_COMPONENT	AR	ARGUMENT: von dort	BOTH	9	PASS463_COMPONENT_MANUAL
6	L1_SHARED_COMPONENT	CH	OPERATION: abziehen	BOTH	12	PASS463_COMPONENT_MANUAL
7	L1_SHARED_COMPONENT	CHD	OPERATION: umsetzen	BOTH	22	PASS463_COMPONENT_MANUAL
8	L1_SHARED_COMPONENT	CHK	OPERATION: waermen	BOTH	4	PASS463_COMPONENT_MANUAL
9	L1_SHARED_COMPONENT	CKH	OPERATION: Durchlass	BOTH	7	PASS463_COMPONENT_MANUAL
10	L1_SHARED_COMPONENT	CKHE	OPERATION: seihen	BIOLOGICAL_ONLY	2	PASS463_COMPONENT_MANUAL
11	L1_SHARED_COMPONENT	CTH	STATE: bereit	BOTH	8	PASS463_COMPONENT_MANUAL
12	L1_SHARED_COMPONENT	DY	ENDPOINT: Schluss	BOTH	36	PASS463_COMPONENT_MANUAL
13	L1_SHARED_COMPONENT	E	GRADE: kurz	BOTH	28	PASS463_COMPONENT_MANUAL
14	L1_SHARED_COMPONENT	EE	GRADE: laenger	BOTH	16	PASS463_COMPONENT_MANUAL
15	L1_SHARED_COMPONENT	EEE	GRADE: vollstaendig	BIOLOGICAL_ONLY	2	PASS463_COMPONENT_MANUAL
16	L1_SHARED_COMPONENT	IIN	ARGUMENT: Sollstufe	BOTH	2	PASS463_COMPONENT_MANUAL
17	L1_SHARED_COMPONENT	K	OPERATION: zufuehren	BOTH	17	PASS463_COMPONENT_MANUAL
18	L1_SHARED_COMPONENT	L	OPERATION: fuehren	BIOLOGICAL_ONLY	17	PASS463_COMPONENT_MANUAL
19	L1_SHARED_COMPONENT	LDDY	ENDPOINT: befestigen und schliessen	BIOLOGICAL_ONLY	1	PASS463_COMPONENT_MANUAL
20	L1_SHARED_COMPONENT	LS	OPERATION: abfuehren	BIOLOGICAL_ONLY	1	PASS463_COMPONENT_MANUAL
21	L1_SHARED_COMPONENT	LSH	OPERATION: Waschgang	BIOLOGICAL_ONLY	2	PASS463_COMPONENT_MANUAL
22	L1_SHARED_COMPONENT	O	FRAME: Arbeitsgang	BOTH	16	PASS463_COMPONENT_MANUAL
23	L1_SHARED_COMPONENT	OK	FRAME: ansetzen	BOTH	23	PASS463_COMPONENT_MANUAL
24	L1_SHARED_COMPONENT	OL	FRAME: fortsetzen	BOTH	24	PASS463_COMPONENT_MANUAL
25	L1_SHARED_COMPONENT	OR	ARGUMENT: Ansatz	BOTH	10	PASS463_COMPONENT_MANUAL
26	L1_SHARED_COMPONENT	OT	FRAME: danach	BOTH	16	PASS463_COMPONENT_MANUAL
27	L1_SHARED_COMPONENT	P	OPERATION: hinein	BOTH	3	PASS463_COMPONENT_MANUAL
28	L1_SHARED_COMPONENT	R	OPERATION: abkuehlen	BIOLOGICAL_ONLY	6	PASS463_COMPONENT_MANUAL
29	L1_SHARED_COMPONENT	SH	OPERATION: halten	BOTH	19	PASS463_COMPONENT_MANUAL
30	L1_SHARED_COMPONENT	SHED	OPERATION: absetzen	BIOLOGICAL_ONLY	3	PASS463_COMPONENT_MANUAL
31	L1_SHARED_COMPONENT	SOLK	OPERATION: auffangen	BIOLOGICAL_ONLY	5	PASS463_COMPONENT_MANUAL
32	L1_SHARED_COMPONENT	T	OPERATION: eintragen	BOTH	9	PASS463_COMPONENT_MANUAL
33	L1_SHARED_COMPONENT	Y	ARGUMENT: dies	BOTH	57	PASS463_COMPONENT_MANUAL
34	L1_SHARED_COMPONENT	HO	ARGUMENT: Gabe	HERBAL_ONLY	5	PASS463_COMPONENT_MANUAL
35	L1_SHARED_COMPONENT	CHEO	ARGUMENT: Auszug	HERBAL_ONLY	2	PASS463_COMPONENT_MANUAL
36	L2_OWNER_CLASS	A1_LEFT_FIELD	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	37	PASS473_OWNER_DICTIONARY
37	L2_OWNER_CLASS	A1_LEFT_RING_TEXT	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	1	PASS473_OWNER_DICTIONARY
38	L2_OWNER_CLASS	A1_LEGEND	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	1	PASS473_OWNER_DICTIONARY
39	L2_OWNER_CLASS	A1_OUTER_STAR	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	12	PASS473_OWNER_DICTIONARY
40	L2_OWNER_CLASS	A1_PHASE	Das Bild setzt diesen Besitzer; folgende DIES/DORT/STELLE-Ausdrücke bleiben dort, bis ein sichtbarer Besitzerwechsel eintritt.	ASTRO	8	PASS473_OWNER_DICTIONARY
