event_id	page	record	statement_id	locus	surface	card_no	component_parse	short_card_default_de	case_expansion_de	silent_owner_de	dictionary_layer	translation_layer
E001	f10r	H1	H1-S001	f10r.2	dchey	PROC001	CH+E+Y	ABZIEHEN·KURZ·DIES	den laufenden Posten kurz abnehmen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E002	f10r	H1	H1-S001	f10r.2	cthoor	PROC002	CTH+O+OR	BEREIT·GANG·ANSATZ	den laufenden Posten von dort im Arbeitsgang bis bereit übertragen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E003	f10r	H1	H1-S001	f10r.2	char	PROC003	AR	QUELLE	den laufenden Posten von dort im Arbeitsgang bis bereit übertragen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E004	f10r	H1	H1-S001	f10r.2	chty	PROC004	T+Y	EINTRAGEN·DIES	den laufenden Posten von dort im Arbeitsgang bis bereit übertragen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E005	f10r	H1	H1-S001	f10r.2	os	PROC005	OS	FACH	den laufenden Posten im Lauf ablaufen lassen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E006	f10r	H1	H1-S001	f10r.2	chair	PROC006	CH+AIR	ABZIEHEN·LAUF	den laufenden Posten im Lauf ablaufen lassen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E007	f10r	H1	H1-S001	f10r.2	otytchol	PROC007	OT+Y+T+CH+OL	DANACH·DIES·EINTRAGEN·ABZIEHEN·FORTSETZEN	danach den laufenden Posten weiter eintragen und abnehmen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E008	f10r	H1	H1-S001	f10r.2	oky	PROC008	OK+Y	ANSETZEN·DIES	den laufenden Posten einsetzen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E009	f10r	H1	H1-S001	f10r.2	daiin	PROC009	AIIN	MASS	den laufenden Posten nach vorgeschriebenem Maß kurz eintragen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
E010	f10r	H1	H1-S001	f10r.2	etyd	PROC010	E+T+Y	KURZ·EINTRAGEN·DIES	den laufenden Posten nach vorgeschriebenem Maß kurz eintragen	abgebildete breit gezähnte radialblütige Pflanze	SHORT_CARD_DEFAULT	OWNER_PLUS_CASE_EXPANSION
