source_group_id	edition	locus	page	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_mapping_status
ZL3b|f76r.6|G003	ZL3b	f76r.6	f76r	3	13	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	3	ONE_ASCII_FRAGMENT
ZL3b|f76r.51|G010	ZL3b	f76r.51	f76r	10	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	10	ONE_ASCII_FRAGMENT
ZL3b|f77r.9|G005	ZL3b	f77r.9	f77r	5	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	5	ONE_ASCII_FRAGMENT
ZL3b|f77r.9|G006	ZL3b	f77r.9	f77r	6	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	6	ONE_ASCII_FRAGMENT
ZL3b|f81r.20|G001	ZL3b	f81r.20	f81r	1	7	0	0	LINE_START	DEFINITE_SPACE	qopchedy	qopchedy	1	1	ONE_ASCII_FRAGMENT
ZL3b|f83r.1|G007	ZL3b	f83r.1	f83r	7	7	1	0	DEFINITE_SPACE	LINE_END	qopchedy	qopchedy	1	7	ONE_ASCII_FRAGMENT
IT2a|f76r.6|G003	IT2a	f76r.6	f76r	3	13	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	3	ONE_ASCII_FRAGMENT
IT2a|f76r.51|G010	IT2a	f76r.51	f76r	10	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	10	ONE_ASCII_FRAGMENT
IT2a|f77r.9|G006	IT2a	f77r.9	f77r	6	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	6	ONE_ASCII_FRAGMENT
IT2a|f77r.9|G007	IT2a	f77r.9	f77r	7	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	7	ONE_ASCII_FRAGMENT
IT2a|f81r.20|G001	IT2a	f81r.20	f81r	1	7	0	0	LINE_START	DEFINITE_SPACE	qopchedy	qopchedy	1	1	ONE_ASCII_FRAGMENT
IT2a|f83r.1|G007	IT2a	f83r.1	f83r	7	7	1	0	DEFINITE_SPACE	LINE_END	qopchedy	qopchedy	1	7	ONE_ASCII_FRAGMENT
RF1b|f76r.6|G003	RF1b	f76r.6	f76r	3	13	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	3	ONE_ASCII_FRAGMENT
RF1b|f77r.9|G004	RF1b	f77r.9	f77r	4	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	4	ONE_ASCII_FRAGMENT
RF1b|f77r.9|G005	RF1b	f77r.9	f77r	5	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	5	ONE_ASCII_FRAGMENT
RF1b|f81r.20|G001	RF1b	f81r.20	f81r	1	7	0	0	LINE_START	DEFINITE_SPACE	qopchedy	qopchedy	1	1	ONE_ASCII_FRAGMENT
RF1b|f81v.15|G006	RF1b	f81v.15	f81v	6	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchedy	qopchedy	1	6	ONE_ASCII_FRAGMENT
RF1b|f83r.1|G007	RF1b	f83r.1	f83r	7	7	0	0	DEFINITE_SPACE	LINE_END	qopchedy	qopchedy	1	10	ONE_ASCII_FRAGMENT
