phase	page	locus	token_ordinal	surface	token_char_start	token_char_end	line_char_start	line_char_end	noun_surface_de	normalized_form	canonical_noun_de	noun_class	content_status	token_gloss_de	focus_family	cth_family	renderer_rule_id	renderer_changed	selected_head_de	live_rivals_de	provenance_tier	apparatus_note_de	upstream_source_match	upstream_source_records	upstream_source_experiments	upstream_source_artifacts	upstream_source_glosses_de	productive_initial_head	upstream_card_status	mention_role	formal_route	window_hot	window_cold	window_dry	window_moist	window_finished	v63_neighbour_window_de	v64_rule_id	v64_occurrence_action
V63_MAIN	f104v	f104v.2	2	qoteed	0	6	67	73	Ansatz	ansatz	Ansatz	PREPARATION	CONTENT	Ansatz vollständig abkühlen und abziehen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	0	1	1	0	1	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen || Ansatz vollständig abkühlen und abziehen || Arzneikompositum im Trockenansatz am Gradanfang	P001	EXACT_TOKEN_REWRITE
V63_MAIN	f104v	f104v.2	3	chockhy	20	33	129	142	Trockenansatz	trockenansatz	Trockenansatz	PREPARATION	CONTENT	Arzneikompositum im Trockenansatz am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	LOCATIVE_CONTEXT	GDT652_EXACT_O_PREP_SURFACE	0	1	1	0	1	Ansatz vollständig abkühlen und abziehen || Arzneikompositum im Trockenansatz am Gradanfang || kalter Ansatz, Grad III	P037	EXACT_CONTEXT_RELATION_REWRITE
V63_MAIN	f104v	f104v.2	4	otaiin	7	13	165	171	Ansatz	ansatz	Ansatz	PREPARATION	CONTENT	kalter Ansatz, Grad III	RAHMEN	0	N016	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	0	1	1	0	0	Arzneikompositum im Trockenansatz am Gradanfang || kalter Ansatz, Grad III || davon drei Maße	NONE	KEEP_CURRENT_WORKING_VALUE
V63_MAIN	f104v	f104v.2	9	otair	31	37	371	377	Ansatz	ansatz	Ansatz	PREPARATION	CONTENT	zweite kalte Drogenfraktion im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	0	1	1	0	1	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen || zweite kalte Drogenfraktion im Ansatz || eine Maßportion Ansatz	P042	EXACT_CONTEXT_RELATION_REWRITE
V63_MAIN	f104v	f104v.2	10	oram	16	22	395	401	Ansatz	ansatz	Ansatz	PREPARATION	CONTENT	eine Maßportion Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	QUANTITY_OBJECT	LEARNED_WHOLE_OR_UNEXPORTED	0	1	0	0	0	zweite kalte Drogenfraktion im Ansatz || eine Maßportion Ansatz	NONE	KEEP_CURRENT_WORKING_VALUE
V63_MAIN	f105r	f105r.2	5	otchdy	15	21	136	142	Ansatz	ansatz	Ansatz	PREPARATION	CONTENT	kalt-trockener Ansatz, Anfangsstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	0	1	1	0	0	Wurzel, Charge III || kalt-trockener Ansatz, Anfangsstufe erreicht || eine Portion Ansatz abmessen	P016	EXACT_TOKEN_REWRITE
V63_MAIN	f105r	f105r.2	6	qodor	13	19	180	186	Ansatz	ansatz	Ansatz	PREPARATION	CONTENT	eine Portion Ansatz abmessen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	QUANTITY_OBJECT	LEARNED_WHOLE_OR_UNEXPORTED	0	1	1	0	0	kalt-trockener Ansatz, Anfangsstufe erreicht || eine Portion Ansatz abmessen || trockenes Drogenmaterial, Mittelstufe	NONE	KEEP_CURRENT_WORKING_VALUE
V63_MAIN	f105r	f105r.2	10	okees	29	37	308	316	Ansatzes	ansatzes	Ansatz	PREPARATION	CONTENT	Charge vollständig erhitzten Ansatzes	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED	1	0	1	0	1	trocken am Ende des Grades || Charge vollständig erhitzten Ansatzes || erste Ansatzfraktion abmessen	NONE	KEEP_CURRENT_WORKING_VALUE
V63_MAIN	f105r	f105r.2	12	cheody	13	19	362	368	Ansatz	ansatz	Ansatz	PREPARATION	CONTENT	getrockneter Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	getrockneter Ansatz	NONE	EXPORTED	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	0	0	1	0	1	erste Ansatzfraktion abmessen || getrockneter Ansatz || fertige Zubereitung	P011	EXACT_TOKEN_REWRITE
V63_MAIN	f105r	f105r.2	13	qody	8	19	378	389	Zubereitung	zubereitung	Zubereitung	PREPARATION	CONTENT	fertige Zubereitung	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	0	0	1	0	1	getrockneter Ansatz || fertige Zubereitung	NONE	KEEP_CURRENT_WORKING_VALUE
