order	alpha	history	next_atom	support	history_total	vocabulary_count	smoothed_probability
5	0.5	<S>+<S>+<S>+<S>	AIIN	3	1558	44	0.002215190
5	0.5	<S>+<S>+<S>+<S>	AIN	4	1558	44	0.002848101
5	0.5	<S>+<S>+<S>+<S>	AIR	2	1558	44	0.001582278
5	0.5	<S>+<S>+<S>+<S>	AL	36	1558	44	0.023101266
5	0.5	<S>+<S>+<S>+<S>	AM_ADDR	2	1558	44	0.001582278
5	0.5	<S>+<S>+<S>+<S>	AR	11	1558	44	0.007278481
5	0.5	<S>+<S>+<S>+<S>	A_ADDR	11	1558	44	0.007278481
5	0.5	<S>+<S>+<S>+<S>	CARRIER_Q	48	1558	44	0.030696203
5	0.5	<S>+<S>+<S>+<S>	CH	220	1558	44	0.139556962
5	0.5	<S>+<S>+<S>+<S>	CHD	21	1558	44	0.013607595
5	0.5	<S>+<S>+<S>+<S>	DA	10	1558	44	0.006645570
5	0.5	<S>+<S>+<S>+<S>	D_ADDR	74	1558	44	0.047151899
5	0.5	<S>+<S>+<S>+<S>	E	15	1558	44	0.009810127
5	0.5	<S>+<S>+<S>+<S>	EE	2	1558	44	0.001582278
5	0.5	<S>+<S>+<S>+<S>	EEE	3	1558	44	0.002215190
5	0.5	<S>+<S>+<S>+<S>	HO	9	1558	44	0.006012658
5	0.5	<S>+<S>+<S>+<S>	IIN	1	1558	44	0.000949367
5	0.5	<S>+<S>+<S>+<S>	K	71	1558	44	0.045253165
5	0.5	<S>+<S>+<S>+<S>	L	82	1558	44	0.052215190
5	0.5	<S>+<S>+<S>+<S>	LOCAL_CHAR_F	6	1558	44	0.004113924
5	0.5	<S>+<S>+<S>+<S>	LOCAL_CHAR_G	2	1558	44	0.001582278
5	0.5	<S>+<S>+<S>+<S>	M_LOCAL	1	1558	44	0.000949367
5	0.5	<S>+<S>+<S>+<S>	O	109	1558	44	0.069303797
5	0.5	<S>+<S>+<S>+<S>	OK	170	1558	44	0.107911392
5	0.5	<S>+<S>+<S>+<S>	OL	95	1558	44	0.060443038
5	0.5	<S>+<S>+<S>+<S>	OR	17	1558	44	0.011075949
5	0.5	<S>+<S>+<S>+<S>	OS	2	1558	44	0.001582278
5	0.5	<S>+<S>+<S>+<S>	OT	105	1558	44	0.066772152
5	0.5	<S>+<S>+<S>+<S>	P	36	1558	44	0.023101266
5	0.5	<S>+<S>+<S>+<S>	R	27	1558	44	0.017405063
5	0.5	<S>+<S>+<S>+<S>	RESUME_CARD	1	1558	44	0.000949367
5	0.5	<S>+<S>+<S>+<S>	S	66	1558	44	0.042088608
5	0.5	<S>+<S>+<S>+<S>	SH	128	1558	44	0.081329114
5	0.5	<S>+<S>+<S>+<S>	T	51	1558	44	0.032594937
5	0.5	<S>+<S>+<S>+<S>	Y	117	1558	44	0.074367089
5	0.5	<S>+<S>+<S>+AIIN	<E>	2	3	44	0.100000000
5	0.5	<S>+<S>+<S>+AIIN	Y	1	3	44	0.060000000
5	0.5	<S>+<S>+<S>+AIN	<E>	3	4	44	0.134615385
5	0.5	<S>+<S>+<S>+AIN	D_ADDR	1	4	44	0.057692308
5	0.5	<S>+<S>+<S>+AIR	<E>	1	2	44	0.062500000
5	0.5	<S>+<S>+<S>+AIR	Y	1	2	44	0.062500000
5	0.5	<S>+<S>+<S>+AL	<E>	3	36	44	0.060344828
5	0.5	<S>+<S>+<S>+AL	AIIN	5	36	44	0.094827586
5	0.5	<S>+<S>+<S>+AL	AL	2	36	44	0.043103448
5	0.5	<S>+<S>+<S>+AL	CHD	5	36	44	0.094827586
5	0.5	<S>+<S>+<S>+AL	DY	1	36	44	0.025862069
5	0.5	<S>+<S>+<S>+AL	D_ADDR	2	36	44	0.043103448
5	0.5	<S>+<S>+<S>+AL	K	1	36	44	0.025862069
5	0.5	<S>+<S>+<S>+AL	LOCAL_CHAR_F	1	36	44	0.025862069
5	0.5	<S>+<S>+<S>+AL	O	2	36	44	0.043103448
5	0.5	<S>+<S>+<S>+AL	OL	1	36	44	0.025862069
5	0.5	<S>+<S>+<S>+AL	OR	2	36	44	0.043103448
5	0.5	<S>+<S>+<S>+AL	R	1	36	44	0.025862069
5	0.5	<S>+<S>+<S>+AL	S	2	36	44	0.043103448
5	0.5	<S>+<S>+<S>+AL	SH	2	36	44	0.043103448
5	0.5	<S>+<S>+<S>+AL	T	1	36	44	0.025862069
5	0.5	<S>+<S>+<S>+AL	Y	5	36	44	0.094827586
5	0.5	<S>+<S>+<S>+AM_ADDR	<E>	1	2	44	0.062500000
5	0.5	<S>+<S>+<S>+AM_ADDR	Y	1	2	44	0.062500000
5	0.5	<S>+<S>+<S>+AR	<E>	2	11	44	0.075757576
5	0.5	<S>+<S>+<S>+AR	AIIN	1	11	44	0.045454545
5	0.5	<S>+<S>+<S>+AR	CH	3	11	44	0.106060606
5	0.5	<S>+<S>+<S>+AR	OL	3	11	44	0.106060606
5	0.5	<S>+<S>+<S>+AR	S	1	11	44	0.045454545
5	0.5	<S>+<S>+<S>+AR	Y	1	11	44	0.045454545
5	0.5	<S>+<S>+<S>+A_ADDR	<E>	1	11	44	0.045454545
5	0.5	<S>+<S>+<S>+A_ADDR	AL	1	11	44	0.045454545
5	0.5	<S>+<S>+<S>+A_ADDR	LOCAL_CHAR_I	1	11	44	0.045454545
5	0.5	<S>+<S>+<S>+A_ADDR	S	2	11	44	0.075757576
5	0.5	<S>+<S>+<S>+A_ADDR	SH	1	11	44	0.045454545
5	0.5	<S>+<S>+<S>+A_ADDR	T	3	11	44	0.106060606
5	0.5	<S>+<S>+<S>+A_ADDR	Y	2	11	44	0.075757576
5	0.5	<S>+<S>+<S>+CARRIER_Q	E	9	48	44	0.135714286
