fold	surface	truth_recipe	candidate_count_capped	truth_generated	gdt520_rank	gdt521_rank	gdt520_top1	gdt521_top1	truth_order5_nll	top1_order5_nll
0	aiiny	AIIN+Y	21	YES	1	1	AIIN+Y	AIIN+Y	4.596845290	4.596845290
0	ain	AIN	7	YES	1	1	AIN	AIN	4.062549151	4.062549151
0	air	AIR	13	YES	1	1	AIR	AIR	5.248338133	5.248338133
0	alchdy	AL+CHD+DY	37	YES	2	2	AL+CHD+Y	AL+CHD+Y	2.526703025	3.467003054
0	aldy	AL+D_ADDR+Y	13	YES	3	3	AL+DY	AL+DY	3.710365340	4.044470386
0	alkain	AL+K+AIN	32	YES	1	1	AL+K+AIN	AL+K+AIN	3.973652819	3.973652819
0	alo	AL+O	4	YES	1	1	AL+O	AL+O	3.693420415	3.693420415
0	alsy	AL+S+Y	8	YES	1	1	AL+S+Y	AL+S+Y	3.710365340	3.710365340
0	aroly	AR+OL+Y	12	YES	1	1	AR+OL+Y	AR+OL+Y	3.722287040	3.722287040
0	ase	A_ADDR+S+E	3	YES	1	1	A_ADDR+S+E	A_ADDR+S+E	3.875550121	3.875550121
0	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	100	YES	1	1	A_ADDR+SH+Y+T+EE+D_ADDR	A_ADDR+SH+Y+T+EE+D_ADDR	3.976992963	3.976992963
0	atchor	A_ADDR+T+CH+OR	20	YES	1	1	A_ADDR+T+CH+OR	A_ADDR+T+CH+OR	3.759212017	3.759212017
0	cfholdy	CH+LOCAL_CHAR_F+OL+DY	42	YES	1	1	CH+LOCAL_CHAR_F+OL+DY	CH+LOCAL_CHAR_F+OL+DY	3.265206312	3.265206312
0	cfhy	CH+LOCAL_CHAR_F+Y	3	YES	1	1	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	3.404495340	3.404495340
0	chal	CH+AL	7	YES	1	1	CH+AL	CH+AL	3.383860262	3.383860262
0	chals	CH+AL+S	21	YES	1	1	CH+AL+S	CH+AL+S	3.478195225	3.478195225
0	chas	CH+A_ADDR+S	8	YES	1	1	CH+A_ADDR+S	CH+A_ADDR+S	3.595030353	3.595030353
0	chchky	CH+K+Y	7	YES	2	1	CH+CH+K+Y	CH+K+Y	2.115734920	2.115734920
0	chchs	CH+CH+S	14	YES	1	1	CH+CH+S	CH+CH+S	3.152585213	3.152585213
0	chckheed	CH+CH+K+E+Y	100	YES	11	10	CH+K+EE+D_ADDR	CH+K+EE+D_ADDR	2.250516847	2.759307287
0	chcthykedy	CH+CH+T+Y+K+E+DY	63	YES	1	1	CH+CH+T+Y+K+E+DY	CH+CH+T+Y+K+E+DY	2.903753149	2.903753149
0	chdy	CHD+Y	12	YES	1	1	CHD+Y	CHD+Y	3.027796990	3.027796990
0	cheal	AL	10	YES	2	2	CH+E+AL	CH+E+AL	3.381386566	3.024603476
0	cheamy	CH+AM_ADDR	12	NO	0	0	CH+E+AM_ADDR+Y	NONE	NONE	NONE
0	checkhy	CH+E+CH+K+Y	27	YES	1	1	CH+E+CH+K+Y	CH+E+CH+K+Y	2.411623963	2.411623963
0	chedar	CHD+AR	60	YES	1	1	CHD+AR	CHD+AR	4.123602244	4.123602244
0	chedchy	CHD+Y	42	YES	2	2	CHD+CH+Y	CHD+CH+Y	3.027796990	4.033001712
0	chedol	CHD+OL	25	YES	1	1	CHD+OL	CHD+OL	3.406348177	3.406348177
0	chedyqokam	CHD+Y+OK+AM_ADDR	100	YES	1	1	CHD+Y+OK+AM_ADDR	CHD+Y+OK+AM_ADDR	3.540880698	3.540880698
0	cheedy	CH+EE+D_ADDR+Y	46	YES	2	2	CH+EE+DY	CH+EE+DY	3.190503611	3.311116963
0	cheeky	CH+K+EE+Y	23	NO	0	0	CH+K+EE+K+Y	NONE	NONE	NONE
0	cheeteey	CH+EE+T+EE+Y	76	YES	1	1	CH+EE+T+EE+Y	CH+EE+T+EE+Y	3.461144681	3.461144681
0	cheety	CH+EE+T+Y	14	YES	1	1	CH+EE+T+Y	CH+EE+T+Y	3.401133594	3.401133594
0	chekackhy	CH+E+CH+K+Y	100	NO	0	0	CH+K+A_ADDR+CH+K+Y	NONE	NONE	NONE
0	chekair	CH+K+AIR	100	YES	1	1	CH+K+AIR	CH+K+AIR	3.056034948	3.056034948
0	chekal	CH+K+AL	28	YES	1	1	CH+K+AL	CH+K+AL	2.273552864	2.273552864
0	chekam	CH+K+AM_ADDR	44	YES	1	1	CH+K+AM_ADDR	CH+K+AM_ADDR	3.056034948	3.056034948
0	chekol	CH+K+OL	24	YES	1	1	CH+K+OL	CH+K+OL	2.273552864	2.273552864
0	cheocphey	CH+CH+P+E+Y	36	NO	0	0	CH+E+O+CH+P+E+Y	NONE	NONE	NONE
0	cheodal	CH+E+O+AL	52	YES	2	2	CH+E+O+D_ADDR+AL	CH+E+O+D_ADDR+AL	2.565860283	2.174179901
0	cheokal	CH+E+O+K+AL	44	YES	1	1	CH+E+O+K+AL	CH+E+O+K+AL	2.469202816	2.469202816
0	cheoky	CH+E+O+K+Y	10	YES	2	1	CH+E+OK+Y	CH+E+O+K+Y	2.469202816	2.469202816
0	ches	CH+E+S	10	YES	1	1	CH+E+S	CH+E+S	3.024603476	3.024603476
0	chkaiin	CH+K+AIIN	92	YES	1	1	CH+K+AIIN	CH+K+AIIN	2.518094398	2.518094398
0	chkar	CH+K+AR	16	YES	1	1	CH+K+AR	CH+K+AR	2.273552864	2.273552864
0	chkchykoly	CH+K+CH+Y+K+OL+Y	72	YES	1	1	CH+K+CH+Y+K+OL+Y	CH+K+CH+Y+K+OL+Y	3.276973793	3.276973793
0	chkorol	CH+K+OR	32	NO	0	0	CH+K+OR+OL	NONE	NONE	NONE
0	chky	CH+K+Y	2	YES	1	1	CH+K+Y	CH+K+Y	2.115734920	2.115734920
0	chl	CH+L	4	YES	1	1	CH+L	CH+L	3.539640432	3.539640432
0	cho	HO	4	YES	2	2	CH+O	CH+O	4.615504947	2.935418381
0	chocfhy	CH+O+CH+LOCAL_CHAR_F+Y	21	YES	1	1	CH+O+CH+LOCAL_CHAR_F+Y	CH+O+CH+LOCAL_CHAR_F+Y	2.398500633	2.398500633
0	choctheeey	CH+O+CH+T+EEE+Y	100	YES	1	1	CH+O+CH+T+EEE+Y	CH+O+CH+T+EEE+Y	2.906519831	2.906519831
0	chocthey	CH+O+CH+T+E+Y	46	YES	1	1	CH+O+CH+T+E+Y	CH+O+CH+T+E+Y	2.449595791	2.449595791
0	chodaly	HO+AL+Y	61	YES	6	7	CH+O+D_ADDR+AL+Y	CH+O+D_ADDR+AL+Y	4.188352531	2.807983683
0	choer	CH+O+E+R	8	YES	1	1	CH+O+E+R	CH+O+E+R	3.265731075	3.265731075
0	chokaiin	OK+AIIN	100	YES	1	1	OK+AIIN	OK+AIIN	2.643908970	2.643908970
0	chokaly	OK+AL+Y	52	YES	1	1	OK+AL+Y	OK+AL+Y	2.229385926	2.229385926
0	chokcheo	OK+CH+E+O	52	YES	1	1	OK+CH+E+O	OK+CH+E+O	2.902852439	2.902852439
0	chokchey	OK+CH+E+Y	92	YES	1	1	OK+CH+E+Y	OK+CH+E+Y	3.113482422	3.113482422
0	chokchy	OK+CH+Y	39	YES	1	1	OK+CH+Y	OK+CH+Y	3.214840477	3.214840477
0	chom	HO+M_LOCAL	9	YES	4	4	CH+O+AM_ADDR	CH+O+AM_ADDR	4.330736670	3.141863815
0	chop	CH+O+P	6	YES	1	1	CH+O+P	CH+O+P	2.761741208	2.761741208
0	chorcholsal	CH+OR+OL+S+AL	100	YES	1	1	CH+OR+OL+S+AL	CH+OR+OL+S+AL	3.523396932	3.523396932
0	chotal	OT+AL	30	YES	3	3	CH+OT+AL	CH+OT+AL	2.621377873	3.278613760
0	choteey	CH+OT+EE+Y	40	YES	1	1	CH+OT+EE+Y	CH+OT+EE+Y	3.375131031	3.375131031
0	chtaii	CH+AIIN	60	NO	0	0	CH+T+AIIN	NONE	NONE	NONE
0	chtaiin	CH+T+AIIN	78	YES	1	1	CH+T+AIIN	CH+T+AIIN	3.077639995	3.077639995
0	ckho	CH+K+O	6	YES	1	1	CH+K+O	CH+K+O	2.327559385	2.327559385
0	ckhody	CH+K+O+DY	34	YES	1	1	CH+K+O+DY	CH+K+O+DY	2.623380006	2.623380006
0	ckhyds	CH+K+Y+D_ADDR+S	38	YES	2	2	CH+K+Y+D_ADDR	CH+K+Y+D_ADDR	2.988541676	2.834009989
0	cphal	CH+P+AL	4	YES	1	1	CH+P+AL	CH+P+AL	2.889297734	2.889297734
0	cpheeedol	CH+P+EEE+D_ADDR+OL	100	YES	1	1	CH+P+EEE+D_ADDR+OL	CH+P+EEE+D_ADDR+OL	3.355456847	3.355456847
0	cphesaiin	CH+P+E+S+AIIN	100	YES	1	1	CH+P+E+S+AIIN	CH+P+E+S+AIIN	3.052908519	3.052908519
0	cphey	CH+P+E+Y	5	YES	1	1	CH+P+E+Y	CH+P+E+Y	2.700620217	2.700620217
0	cphodal	CH+P+O+D_ADDR+AL	24	YES	1	1	CH+P+O+D_ADDR+AL	CH+P+O+D_ADDR+AL	2.877383533	2.877383533
0	cphol	CH+P+OL	4	YES	1	1	CH+P+OL	CH+P+OL	3.152585213	3.152585213
0	cthaiin	CH+T+AIIN	63	YES	1	1	CH+T+AIIN	CH+T+AIIN	3.077639995	3.077639995
0	cthar	CH+T+AR	9	YES	1	1	CH+T+AR	CH+T+AR	3.077639995	3.077639995
0	ctheol	CH+T+E+OL	8	YES	1	1	CH+T+E+OL	CH+T+E+OL	2.539958779	2.539958779
0	cthiar	CH+T+LOCAL_CHAR_I+AR	18	YES	1	1	CH+T+LOCAL_CHAR_I+AR	CH+T+LOCAL_CHAR_I+AR	3.214352019	3.214352019
0	cthol	CH+T+OL	9	YES	1	1	CH+T+OL	CH+T+OL	2.814352516	2.814352516
0	cthols	CH+T+OL+S	27	YES	1	1	CH+T+OL+S	CH+T+OL+S	3.003722036	3.003722036
0	cthor	CH+T+OR	16	YES	1	1	CH+T+OR	CH+T+OR	2.539699444	2.539699444
0	cthy	CH+T+Y	3	YES	1	1	CH+T+Y	CH+T+Y	2.221458025	2.221458025
0	d	D_ADDR	2	YES	1	1	D_ADDR	D_ADDR	4.043292860	4.043292860
0	dackhy	DA+CH+K+Y	25	YES	1	1	DA+CH+K+Y	DA+CH+K+Y	4.128924611	4.128924611
0	daiidy	DA+IIN+DY	100	YES	15	15	D_ADDR+AIIN+DY	D_ADDR+AIIN+DY	3.957568256	3.522123881
0	daimd	DA+IIN+M_LOCAL+D_ADDR	78	YES	16	16	A_ADDR+LOCAL_CHAR_I+M_LOCAL+D_ADDR	A_ADDR+LOCAL_CHAR_I+M_LOCAL+D_ADDR	3.918294628	3.642050137
0	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	100	YES	1	1	D_ADDR+AIR+O+D_ADDR+AIN	D_ADDR+AIR+O+D_ADDR+AIN	3.552682703	3.552682703
0	daiy	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	18	YES	5	5	DA+Y	DA+Y	3.874037214	4.374074274
0	dalaiin	AL+AIIN	100	YES	1	1	AL+AIIN	AL+AIIN	2.902894427	2.902894427
0	daldaiin	AL+AIIN	100	YES	1	1	AL+AIIN	AL+AIIN	2.902894427	2.902894427
0	daldal	AL+AL	92	YES	1	1	AL+AL	AL+AL	3.327216319	3.327216319
0	daldy	AL+DY	50	YES	2	2	D_ADDR+AL+DY	D_ADDR+AL+DY	4.044470386	3.902246488
0	dalo	D_ADDR+AL+O	15	YES	2	2	AL+O	AL+O	3.902246488	3.693420415
0	dar	D_ADDR+AR	12	YES	1	1	D_ADDR+AR	D_ADDR+AR	3.176323183	3.176323183
0	dary	DA+R+Y	12	YES	3	3	D_ADDR+AR+Y	D_ADDR+AR+Y	3.957568256	3.322542416
0	das	DA+S	12	YES	1	1	DA+S	DA+S	4.374074274	4.374074274
0	dchar	D_ADDR+CH+AR	27	YES	1	1	D_ADDR+CH+AR	D_ADDR+CH+AR	3.236599531	3.236599531
0	dchg	D_ADDR+CH+LOCAL_CHAR_G	16	YES	1	1	D_ADDR+CH+LOCAL_CHAR_G	D_ADDR+CH+LOCAL_CHAR_G	3.236599531	3.236599531
0	dchy	D_ADDR+Y	9	YES	2	2	D_ADDR+CH+Y	D_ADDR+CH+Y	3.273728925	2.698658980
0	dkain	D_ADDR+K+AIN	39	YES	1	1	D_ADDR+K+AIN	D_ADDR+K+AIN	3.522123881	3.522123881
0	dolchl	D_ADDR+OL+CH+L	22	YES	1	1	D_ADDR+OL+CH+L	D_ADDR+OL+CH+L	3.199643973	3.199643973
0	dolshed	D_ADDR+OL+SH+E	96	YES	1	1	D_ADDR+OL+SH+E	D_ADDR+OL+SH+E	3.410273956	3.410273956
0	dory	D_ADDR+OR+Y	6	YES	1	1	D_ADDR+OR+Y	D_ADDR+OR+Y	3.522123881	3.522123881
0	dshody	SH+O+DY	68	YES	3	3	D_ADDR+SH+O+DY	D_ADDR+SH+O+DY	2.610228643	3.468717402
0	dshor	D_ADDR+SH+OR	43	YES	1	1	D_ADDR+SH+OR	D_ADDR+SH+OR	3.395596723	3.395596723
0	dylches	D_ADDR+Y+L+CH+E+S	85	YES	3	3	DY+L+CH+E+S	DY+L+CH+E+S	2.793539327	4.256912788
0	edy	E+Y	6	YES	2	2	E+DY	E+DY	3.195444242	4.238753689
0	eedy	EE+DY	16	YES	1	1	EE+DY	EE+DY	4.752625461	4.752625461
0	eky	E+K+Y	4	YES	1	1	E+K+Y	E+K+Y	4.119365296	4.119365296
0	eol	E+OL	2	YES	1	1	E+OL	E+OL	3.521499621	3.521499621
0	es	E+S	3	YES	1	1	E+S	E+S	3.887703717	3.887703717
0	esedy	E+S+E+DY	18	YES	1	1	E+S+E+DY	E+S+E+DY	3.415842311	3.415842311
0	fshody	LOCAL_CHAR_F+SH+O+DY	46	YES	1	1	LOCAL_CHAR_F+SH+O+DY	LOCAL_CHAR_F+SH+O+DY	4.128924611	4.128924611
0	giin	LOCAL_CHAR_G+IIN	18	YES	1	1	LOCAL_CHAR_G+IIN	LOCAL_CHAR_G+IIN	4.752625461	4.752625461
0	iin	IIN	9	YES	1	1	IIN	IIN	5.774913091	5.774913091
0	k	K	1	YES	1	1	K	K	4.062549151	4.062549151
