artifact	role	data_rows_or_lines	sha256
experiments/yolo/sidequest_semantic_canonical_scribe_workshop_sixth_edition_nine_hundred_ninety_sixth/PASS996_53_PORTABLE_ROOTS.tsv	BOUND_INPUT	53	7935b61fdc4fb9d5059b40f0e9ff56dbeaab81f78d90a32c184633ce5bc8612a
experiments/yolo/sidequest_semantic_canonical_scribe_workshop_sixth_edition_nine_hundred_ninety_sixth/PASS996_501_LOCAL_ADDRESS_LEDGER.tsv	BOUND_INPUT	501	b2f4d1766cf57b28ed60bc71f91d432cf5758addf605c66a5ad70a330fcd23f8
experiments/yolo/sidequest_semantic_canonical_scribe_workshop_sixth_edition_nine_hundred_ninety_sixth/PASS996_14_PAGE_READABLE_EDITION.tsv	BOUND_INPUT	14	4420a3f3dc541c94dc8e4b078f7c2d4601c26279cf91fd308d55a85ec5469657
experiments/yolo/sidequest_semantic_embedded_pair_grammar_one_thousandth/PASS1000_25_GAP_RECLASSIFICATION.tsv	BOUND_INPUT	25	952ae2ad3f8f072aef2a67892c068450d5d538a123c3c7f9afce0a91ecb795c5
experiments/yolo/sidequest_semantic_embedded_pair_grammar_one_thousandth/PASS1000_7_REAL_ABSENCES_AND_PREDICTIONS.tsv	BOUND_INPUT	7	98453acd2fac9da567c54e63bf7cbbb2bd53979eda24f321f714efaae0e94d0f
experiments/yolo/sidequest_semantic_contextual_composition_reconciliation_one_thousand_first/PASS1001_72_CONTEXTUAL_COMPOSITIONS.tsv	BOUND_INPUT	72	b633c1dd78328fd1ef4cf11879aaed9192035b31bb70fc06aaa49560144d1389
experiments/yolo/sidequest_semantic_contextual_composition_reconciliation_one_thousand_first/PASS1001_13_SPLIT_HEADWORD_GROUPS.tsv	BOUND_INPUT	13	0c803d608fe3553849ca10103f0e5afcca65c67c0c287fc80013ca2862752d3f
experiments/yolo/sidequest_semantic_dual_layer_release_one_thousand_second/PASS1002_175_CURRENT_CODEBOOK.tsv	CURRENT_OUTPUT	175	5bb4ae899a05cdc3e428a70193f08f8bc34b7066bde86e84e51bfa518dadedde
experiments/yolo/sidequest_semantic_dual_layer_release_one_thousand_second/PASS1002_2511_DUAL_EVENT_INTERLINEAR.tsv	CURRENT_OUTPUT	2511	3a601658af97f3504f9ac97c2ef3081964efa047bf090b917d253ac9c66ebe5a
experiments/yolo/sidequest_semantic_dual_layer_release_one_thousand_second/PASS1002_354_DUAL_CLAUSE_EDITION.tsv	CURRENT_OUTPUT	354	f0144dd5eb7c0d0364a597bc45f5dd7d900671afcb034482b9f5f1849b14b46b
experiments/yolo/sidequest_semantic_dual_layer_release_one_thousand_second/PASS1002_ONE_PAGE_APPRENTICE_MANUAL.md	CURRENT_OUTPUT	25	e306693a797d596d3f7d8a4a26b11b348d718eda1535440daa1637b92d856182
experiments/yolo/sidequest_semantic_dual_layer_release_one_thousand_second/PASS1002_CURRENT_WORKING_THEORY.md	CURRENT_OUTPUT	56	06a8b20176904f64535a68cb69cebc0923e4781198330e4233c96053316df8c5
