event_id	page	record	statement_id	exact_card_id	surface	component_recipe	portable_workshop_paraphrase_de	learning_mode
E006	f10r	H1	H1-S001	PROC006	chair	CH+AIR	Wasser entnehmen	COMPOSE_COMPONENTS
E024	f10r	H2	H2-S002	PROC020	qotchor	OT+CH+OR	danach vom Ansatz entnehmen	COMPOSE_COMPONENTS
E041	f11r	H3	H3-S001	PROC028	cfhy	CFH+Y	den Posten auspressen	COMPOSE_COMPONENTS
E067	f55v	H4	H4-S003	PROC047	oldy	OL+DY	weiter und schliessen	COMPOSE_COMPONENTS
E080	f56r	H5	H5-S001	PROC020	otchor	OT+CH+OR	danach vom Ansatz entnehmen	COMPOSE_COMPONENTS
E086	f56r	H5	H5-S002	PROC057	cheeckhody	CH+EE+CKH+O+DY	lang durch den Durchlass im Arbeitsgang entnehmen und schliessen	COMPOSE_COMPONENTS
E098	f56r	H5	H5-S006	PROC065	otchey	OT+Y	danach der aktuelle Posten	COMPOSE_COMPONENTS
E108	f81v	B1	B1-S002	PROC070	olkain	OL+K+AIN	eine Portion weiter zugeben	COMPOSE_COMPONENTS
E142	f81v	B1	B1-S012	PROC085	qokey	OK+E+Y	den Posten kurz ansetzen	COMPOSE_COMPONENTS
E185	f82r	B2	B2-S006	PROC109	oteey	OT+EE+Y	danach der lange Posten	COMPOSE_COMPONENTS
E204	f82r	B2	B2-S012	PROC117	qcthey	CTH+E+Y	den Posten kurz bereiten	COMPOSE_COMPONENTS
E218	f82r	B2	B2-S016	PROC109	oteey	OT+EE+Y	danach der lange Posten	COMPOSE_COMPONENTS
E220	f82r	B2	B2-S016	PROC085	okey	OK+E+Y	den Posten kurz ansetzen	COMPOSE_COMPONENTS
E226	f82r	B2	B2-S020	PROC129	qoteedy	OT+EE+DY	danach lang schliessen	COMPOSE_COMPONENTS
E240	f83r	B3	B3-S006	PROC133	chedchy	CHD+Y	den Posten umsetzen	COMPOSE_COMPONENTS
E249	f83r	B3	B3-S010	PROC135	otedy	OT+E+DY	danach kurz schliessen	COMPOSE_COMPONENTS
E253	f83r	B3	B3-S011	PROC137	chary	AR+Y	den Posten aus der Quelle	COMPOSE_COMPONENTS
E258	f83r	B3	B3-S013	PROC117	shcthey	CTH+E+Y	den Posten kurz bereiten	COMPOSE_COMPONENTS
E275	f83r	B3	B3-S021	PROC142	shedal	SHED+AL	an der Zielstelle stehen lassen	COMPOSE_COMPONENTS
E281	f83r	B3	B3-S022	PROC145	qotchedy	OT+CHD+DY	danach umsetzen und schliessen	COMPOSE_COMPONENTS
E290	f83r	B3	B3-S026	PROC148	chealror	AL+R+OR	den Ansatz an der Zielstelle kuehlen	COMPOSE_COMPONENTS
E292	f83r	B3	B3-S027	PROC129	qoteedy	OT+EE+DY	danach lang schliessen	COMPOSE_COMPONENTS
E301	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	danach umsetzen und schliessen	COMPOSE_COMPONENTS
E303	f83r	B3	B3-S032	PROC151	chedain	CHD+AIN	eine Portion umsetzen	COMPOSE_COMPONENTS
E307	f83r	B3	B3-S032	PROC135	otedy	OT+E+DY	danach kurz schliessen	COMPOSE_COMPONENTS
E321	f83r	B4	B4-S003	PROC065	otchey	OT+Y	danach der aktuelle Posten	COMPOSE_COMPONENTS
E337	f83r	B4	B4-S010	PROC047	oldy	OL+DY	weiter und schliessen	COMPOSE_COMPONENTS
E355	f83r	B4	B4-S015	PROC163	chckhal	CH+CKH+AL	durch den Durchlass an der Zielstelle entnehmen	COMPOSE_COMPONENTS
E358	f83r	B4	B4-S016	PROC070	qolkain	OL+K+AIN	eine Portion weiter zugeben	COMPOSE_COMPONENTS
E364	f83r	B5	B5-S003	PROC142	shedal	SHED+AL	an der Zielstelle stehen lassen	COMPOSE_COMPONENTS
E368	f83r	B5	B5-S003	PROC168	chdal	CHD+AL	zur Zielstelle umsetzen	COMPOSE_COMPONENTS
