witness	word	value	provenance
FULL01_primary	[a:y]lo[s:r]am	THUS	unchanged GDT1013 saved dictionary
FULL01_primary	[sh:{c's}]ear	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	ald	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	alol	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	ar	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	ariin	EXAMPLE	unchanged GDT1013 saved dictionary
FULL01_primary	chckhy	THERE	unchanged GDT1013 saved dictionary
FULL01_primary	chedy	G	unchanged GDT1013 saved dictionary
FULL01_primary	cheeor	G	unchanged GDT1013 saved dictionary
FULL01_primary	chefchdy	FAR_BANK	unchanged GDT1013 saved dictionary
FULL01_primary	chkaiin	LEAVE	unchanged GDT1013 saved dictionary
FULL01_primary	chky	M	unchanged GDT1013 saved dictionary
FULL01_primary	chody	RETURN	unchanged GDT1013 saved dictionary
FULL01_primary	daiiin	C	unchanged GDT1013 saved dictionary
FULL01_primary	daiin	C	unchanged GDT1013 saved dictionary
FULL01_primary	dair	FERRY	unchanged GDT1013 saved dictionary
FULL01_primary	dar	M	unchanged GDT1013 saved dictionary
FULL01_primary	dariin	UNSAFE	unchanged GDT1013 saved dictionary
FULL01_primary	darin	ATTENDED_BY	unchanged GDT1013 saved dictionary
FULL01_primary	dy	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	ka[r:s]	M	unchanged GDT1013 saved dictionary
FULL01_primary	kaiin	LEAVE	unchanged GDT1013 saved dictionary
FULL01_primary	kar	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	kchdy	FERRY	unchanged GDT1013 saved dictionary
FULL01_primary	kchedy	FIRST_CARGO	unchanged GDT1013 saved dictionary
FULL01_primary	keodaiin	FERRY	unchanged GDT1013 saved dictionary
FULL01_primary	laiin	GOAL	unchanged GDT1013 saved dictionary
FULL01_primary	o	G	unchanged GDT1013 saved dictionary
FULL01_primary	ockhody	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL01_primary	odam	THERE	unchanged GDT1013 saved dictionary
FULL01_primary	okain	LEAVE	unchanged GDT1013 saved dictionary
FULL01_primary	okal	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	okam	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	okar	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	okchedy	G	unchanged GDT1013 saved dictionary
FULL01_primary	okeody	WITH_TRIP	unchanged GDT1013 saved dictionary
FULL01_primary	oky	FERRY	unchanged GDT1013 saved dictionary
FULL01_primary	ol	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL01_primary	olfchedy	COLOC	unchanged GDT1013 saved dictionary
FULL01_primary	olk[ee:a]dy	FERRY	unchanged GDT1013 saved dictionary
FULL01_primary	olkair	CARGOS	unchanged GDT1013 saved dictionary
FULL01_primary	ols	C	unchanged GDT1013 saved dictionary
FULL01_primary	opalke	UNHARMED	unchanged GDT1013 saved dictionary
FULL01_primary	opchey	HOME	unchanged GDT1013 saved dictionary
FULL01_primary	or	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	orolkain	C	unchanged GDT1013 saved dictionary
FULL01_primary	orsheckhy	HARM	unchanged GDT1013 saved dictionary
FULL01_primary	otaiin	THERE	unchanged GDT1013 saved dictionary
FULL01_primary	otal	AT_MOST_ONE	unchanged GDT1013 saved dictionary
FULL01_primary	otchdy	WITHOUT_AGENT	unchanged GDT1013 saved dictionary
FULL01_primary	pchdy	C	unchanged GDT1013 saved dictionary
FULL01_primary	psheor	INIT	unchanged GDT1013 saved dictionary
FULL01_primary	qokaiin	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	qokain	THERE	unchanged GDT1013 saved dictionary
FULL01_primary	qokas	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL01_primary	qokchdy	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	qokedy	C	unchanged GDT1013 saved dictionary
FULL01_primary	qoky	FERRY	unchanged GDT1013 saved dictionary
FULL01_primary	qop[eee:che]dar	M	unchanged GDT1013 saved dictionary
FULL01_primary	qotal	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	qotor	FERRY	unchanged GDT1013 saved dictionary
FULL01_primary	she	BESIDES	unchanged GDT1013 saved dictionary
FULL01_primary	shedain	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	sheedy	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	sheekar	WHEN	unchanged GDT1013 saved dictionary
FULL01_primary	shos	C	unchanged GDT1013 saved dictionary
FULL01_primary	solkaiin	ALL	unchanged GDT1013 saved dictionary
FULL01_primary	solkchy	LEAVE	unchanged GDT1013 saved dictionary
FULL01_primary	sor	WITHOUT_HARM	unchanged GDT1013 saved dictionary
FULL01_primary	taipar	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL01_primary	tchdy	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	todalain	C	unchanged GDT1013 saved dictionary
FULL01_primary	tshol	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	y	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	yk	PAIRS	unchanged GDT1013 saved dictionary
FULL01_primary	ykaiin	FORBIDDEN	unchanged GDT1013 saved dictionary
FULL01_primary	ykain	THERE	unchanged GDT1013 saved dictionary
FULL01_primary	ykeey	THEN	unchanged GDT1013 saved dictionary
FULL01_primary	ytchdy	FERRY	unchanged GDT1013 saved dictionary
FULL01_independent	[a:y]lo[s:r]am	THUS	unchanged GDT1013 saved dictionary
FULL01_independent	[sh:{c's}]ear	ALONE	unchanged GDT1013 saved dictionary
FULL01_independent	ald	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	alol	THERE	unchanged GDT1013 saved dictionary
FULL01_independent	ar	LEAVE	unchanged GDT1013 saved dictionary
FULL01_independent	ariin	WHEN	unchanged GDT1013 saved dictionary
FULL01_independent	chckhy	THERE	unchanged GDT1013 saved dictionary
FULL01_independent	chedy	G	unchanged GDT1013 saved dictionary
FULL01_independent	cheeor	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL01_independent	chefchdy	HARM	unchanged GDT1013 saved dictionary
FULL01_independent	chkaiin	WOULD_BE	unchanged GDT1013 saved dictionary
FULL01_independent	chky	M	unchanged GDT1013 saved dictionary
FULL01_independent	chody	PAIRED_WITH	unchanged GDT1013 saved dictionary
FULL01_independent	daiiin	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	daiin	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	dair	GOAL	unchanged GDT1013 saved dictionary
FULL01_independent	dar	G	unchanged GDT1013 saved dictionary
FULL01_independent	dariin	M	unchanged GDT1013 saved dictionary
FULL01_independent	darin	ATTENDED_BY	unchanged GDT1013 saved dictionary
FULL01_independent	dy	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	ka[r:s]	FORBIDDEN	unchanged GDT1013 saved dictionary
FULL01_independent	kaiin	LEAVE	unchanged GDT1013 saved dictionary
FULL01_independent	kar	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	kchdy	UNATTENDED	unchanged GDT1013 saved dictionary
FULL01_independent	kchedy	NEXT	unchanged GDT1013 saved dictionary
FULL01_independent	keodaiin	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	laiin	WITHOUT_HARM	unchanged GDT1013 saved dictionary
FULL01_independent	o	FAR_BANK	unchanged GDT1013 saved dictionary
FULL01_independent	ockhody	W	unchanged GDT1013 saved dictionary
FULL01_independent	odam	UNSAFE	unchanged GDT1013 saved dictionary
FULL01_independent	okain	THERE	unchanged GDT1013 saved dictionary
FULL01_independent	okal	G	unchanged GDT1013 saved dictionary
FULL01_independent	okam	THERE	unchanged GDT1013 saved dictionary
FULL01_independent	okar	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	okchedy	WITHOUT_AGENT	unchanged GDT1013 saved dictionary
FULL01_independent	okeody	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	oky	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	ol	CONVEY_OUT	unchanged GDT1013 saved dictionary
FULL01_independent	olfchedy	COLOC	unchanged GDT1013 saved dictionary
FULL01_independent	olk[ee:a]dy	G	unchanged GDT1013 saved dictionary
FULL01_independent	olkair	CARGOS	unchanged GDT1013 saved dictionary
FULL01_independent	ols	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	opalke	UNHARMED	unchanged GDT1013 saved dictionary
FULL01_independent	opchey	HOME	unchanged GDT1013 saved dictionary
FULL01_independent	or	W	unchanged GDT1013 saved dictionary
FULL01_independent	orolkain	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	orsheckhy	NEXT	unchanged GDT1013 saved dictionary
FULL01_independent	otaiin	THERE	unchanged GDT1013 saved dictionary
FULL01_independent	otal	UNSAFE	unchanged GDT1013 saved dictionary
FULL01_independent	otchdy	EXAMPLE	unchanged GDT1013 saved dictionary
FULL01_independent	pchdy	W	unchanged GDT1013 saved dictionary
FULL01_independent	psheor	INIT	unchanged GDT1013 saved dictionary
FULL01_independent	qokaiin	FERRY	unchanged GDT1013 saved dictionary
FULL01_independent	qokain	THERE	unchanged GDT1013 saved dictionary
FULL01_independent	qokas	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL01_independent	qokchdy	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	qokedy	C	unchanged GDT1013 saved dictionary
FULL01_independent	qoky	FERRY	unchanged GDT1013 saved dictionary
FULL01_independent	qop[eee:che]dar	M	unchanged GDT1013 saved dictionary
FULL01_independent	qotal	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	qotor	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	she	PAIRS	unchanged GDT1013 saved dictionary
