frame_id	visible_frame	recipe_frame	surface	occurrence_role	full_recipe	support_tier	observed_requirement_modes	frame_position	frame_realization_trace	same_mode_bridge_contacts	guard
F017	ches	CH+E+S	yches	STRONG_PEER	Y+CH+E+S	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	END	ches→CH+E+S	ypches	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F017	ches	CH+E+S	ypches	SEQUENCE_TARGET	Y+P+CH+E+S	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	END	ches→CH+E+S	yches	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F011	chor	CH+OR	choraiin	STRONG_PEER	CH+OR+AIIN	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	START	chor→CH+OR	choraly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F011	chor	CH+OR	choraly	SEQUENCE_TARGET	CH+OR+AL+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	chor→CH+OR	choraiin|chory	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F011	chor	CH+OR	chory	STRONG_PEER	CH+OR+Y	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	START	chor→CH+OR	choraly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F005	ko	K+O	dairykodas	SEQUENCE_TARGET	D_ADDR+AIR+Y+K+O+DA+S	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	INTERNAL	k→K | o→O	kodalchy|ykoiin	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F005	ko	K+O	kodalchy	STRONG_PEER	K+O+D_ADDR+AL+CH+Y	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	START	k→K | o→O	dairykodas|kodary	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F005	ko	K+O	kodary	SEQUENCE_TARGET	K+O+D_ADDR+AR+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	k→K | o→O	kodalchy|ykoiin	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F005	ko	K+O	ykoiin	STRONG_PEER	Y+K+O+IIN	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	INTERNAL	k→K | o→O	dairykodas|kodary	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	dalalshedy	SEQUENCE_TARGET	AL+AL+SH+E+DY	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	REQUIRES_ACTIVE_ARGUMENT	INTERNAL	she→SH+E	tosheo	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
