endpoint	outcome	treatment	development_eligible	development_gain_bits	confirmation_harleian_gain_bits	confirmation_quinte_gain_bits	confirmation_total_gain_bits	domain_gains_json	domain_aucs_json	selected_on_development	confirmation_max_family_p
FUNCTION_WORD	POST_RETURN_ABC_A	EVIDENCE	1	282.4589358274252	152.05530445416935	-48.912212919733975	103.14309153443537	"{""COREMA"":70.25152883223018,""CURIOUS_CURES"":60.24781812486117,""HARLEIAN_COOKERY"":152.05530445416935,""PCEEC2"":151.95958887033385,""QUINTE_ESSENCE"":-48.912212919733975}"	"{""COREMA"":0.6828419653064267,""CURIOUS_CURES"":0.6189489476933588,""HARLEIAN_COOKERY"":0.5493812633207987,""PCEEC2"":0.5258231599953046,""QUINTE_ESSENCE"":0.5035129607306066}"	0	NA
FUNCTION_WORD	POST_RETURN_ABC_A	CONDITIONED_NUISANCE	1	327.05218276412484	11.903044808357663	-87.02672588097107	-75.12368107261341	"{""COREMA"":158.5968951507748,""CURIOUS_CURES"":33.12503232800236,""HARLEIAN_COOKERY"":11.903044808357663,""PCEEC2"":135.33025528534768,""QUINTE_ESSENCE"":-87.02672588097107}"	"{""COREMA"":0.6927584621502063,""CURIOUS_CURES"":0.5975640259217283,""HARLEIAN_COOKERY"":0.5218540922851364,""PCEEC2"":0.4874623835490721,""QUINTE_ESSENCE"":0.5103740616003014}"	0	NA
FUNCTION_WORD	POST_RETURN_ABC_A	OMITTED	1	334.07162351166676	170.70928250186034	-38.316932986532265	132.39234951532808	"{""COREMA"":73.36642047834584,""CURIOUS_CURES"":84.76298746545444,""HARLEIAN_COOKERY"":170.70928250186034,""PCEEC2"":175.94221556786647,""QUINTE_ESSENCE"":-38.316932986532265}"	"{""COREMA"":0.6830775013668672,""CURIOUS_CURES"":0.6256648269759625,""HARLEIAN_COOKERY"":0.5478442637416342,""PCEEC2"":0.5166304730602184,""QUINTE_ESSENCE"":0.5327612621910185}"	0	NA
FUNCTION_WORD	POST_PERSIST_THEN_EXIT	EVIDENCE	1	65.98607263993068	39.81304261603714	-189.8686338459294	-150.05559122989226	"{""COREMA"":18.14773813151055,""CURIOUS_CURES"":19.936261729049363,""HARLEIAN_COOKERY"":39.81304261603714,""PCEEC2"":27.90207277937077,""QUINTE_ESSENCE"":-189.8686338459294}"	"{""COREMA"":0.6564603014407883,""CURIOUS_CURES"":0.43632428363054626,""HARLEIAN_COOKERY"":0.4440299690631256,""PCEEC2"":0.3233076563958917,""QUINTE_ESSENCE"":0.3567918245493168}"	0	NA
FUNCTION_WORD	POST_PERSIST_THEN_EXIT	CONDITIONED_NUISANCE	1	92.04504142103639	80.45391162026863	-237.81692973948972	-157.3630181192211	"{""COREMA"":4.091963734780279,""CURIOUS_CURES"":44.55525382290938,""HARLEIAN_COOKERY"":80.45391162026863,""PCEEC2"":43.39782386334673,""QUINTE_ESSENCE"":-237.81692973948972}"	"{""COREMA"":0.622463388328446,""CURIOUS_CURES"":0.43135557333082386,""HARLEIAN_COOKERY"":0.4783266101236924,""PCEEC2"":0.40641631652661064,""QUINTE_ESSENCE"":0.5784797336089104}"	0	NA
FUNCTION_WORD	POST_PERSIST_THEN_EXIT	OMITTED	1	88.21768827003149	48.68645738465375	-187.89964592989938	-139.21318854524563	"{""COREMA"":23.83794095953681,""CURIOUS_CURES"":25.235710836514272,""HARLEIAN_COOKERY"":48.68645738465375,""PCEEC2"":39.14403647398041,""QUINTE_ESSENCE"":-187.89964592989938}"	"{""COREMA"":0.6574558154913248,""CURIOUS_CURES"":0.42999890211577974,""HARLEIAN_COOKERY"":0.43944286053039366,""PCEEC2"":0.3395658263305322,""QUINTE_ESSENCE"":0.4387323458491216}"	0	NA
FUNCTION_WORD	POST_HOMOGENEOUS_3	EVIDENCE	1	6.002123689762321	-1.097781936250764	-217.19128550554234	-218.2890674417931	"{""COREMA"":-0.15983617694535934,""CURIOUS_CURES"":6.50301963728073,""HARLEIAN_COOKERY"":-1.097781936250764,""PCEEC2"":-0.3410597705730495,""QUINTE_ESSENCE"":-217.19128550554234}"	"{""COREMA"":NaN,""CURIOUS_CURES"":0.5685195635816404,""HARLEIAN_COOKERY"":NaN,""PCEEC2"":NaN,""QUINTE_ESSENCE"":NaN}"	0	NA
FUNCTION_WORD	POST_HOMOGENEOUS_3	CONDITIONED_NUISANCE	1	-78.0754681245748	-12.722149720030998	-276.8966148712716	-289.6187645913026	"{""COREMA"":-105.28939655870782,""CURIOUS_CURES"":28.145657565305797,""HARLEIAN_COOKERY"":-12.722149720030998,""PCEEC2"":-0.9317291311727758,""QUINTE_ESSENCE"":-276.8966148712716}"	"{""COREMA"":NaN,""CURIOUS_CURES"":0.8824421557562077,""HARLEIAN_COOKERY"":NaN,""PCEEC2"":NaN,""QUINTE_ESSENCE"":NaN}"	0	NA
FUNCTION_WORD	POST_HOMOGENEOUS_3	OMITTED	1	18.142295902927238	-2.3044483584337265	-221.5789168473762	-223.88336520580992	"{""COREMA"":-0.8625581920759665,""CURIOUS_CURES"":19.534680268301436,""HARLEIAN_COOKERY"":-2.3044483584337265,""PCEEC2"":-0.5298261732982319,""QUINTE_ESSENCE"":-221.5789168473762}"	"{""COREMA"":NaN,""CURIOUS_CURES"":0.8478237866817155,""HARLEIAN_COOKERY"":NaN,""PCEEC2"":NaN,""QUINTE_ESSENCE"":NaN}"	0	NA
FUNCTION_WORD	POST_LOW_DIVERSITY_3	EVIDENCE	1	280.05386088103296	147.01177980132888	-10.423061941547985	136.5887178597809	"{""COREMA"":73.79834976045322,""CURIOUS_CURES"":64.55811335749377,""HARLEIAN_COOKERY"":147.01177980132888,""PCEEC2"":141.69739776308597,""QUINTE_ESSENCE"":-10.423061941547985}"	"{""COREMA"":0.6480737621771171,""CURIOUS_CURES"":0.5977220353025627,""HARLEIAN_COOKERY"":0.5244134431274888,""PCEEC2"":0.5385910909130985,""QUINTE_ESSENCE"":0.4786516919513337}"	0	NA
