case_id	step	ordinary_order_de	surface	surface_card_candidate_count	selected_card_no	semantic_component_parse	invariant_command_de	surface_exemplar_event	surface_exemplar_record	new_word	new_card	new_surface
C1	1	Nach Sollmass ansetzen; das Arbeitsfach waehlen; den Waschgang am Ziel ansetzen, den Posten laenger halten, absetzen und schliessen.	qokaiin	1	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	E056	H4	NO	NO	NO
C1	2	Nach Sollmass ansetzen; das Arbeitsfach waehlen; den Waschgang am Ziel ansetzen, den Posten laenger halten, absetzen und schliessen.	os	1	PROC005	OS	ARBEITSFACH	E005	H1	NO	NO	NO
C1	3	Nach Sollmass ansetzen; das Arbeitsfach waehlen; den Waschgang am Ziel ansetzen, den Posten laenger halten, absetzen und schliessen.	lsho	1	PROC084	LSH+O	WASCHEN · ARBEITSGANG	E141	B1	NO	NO	NO
C1	4	Nach Sollmass ansetzen; das Arbeitsfach waehlen; den Waschgang am Ziel ansetzen, den Posten laenger halten, absetzen und schliessen.	qokal	1	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	E152	B1	NO	NO	NO
C1	5	Nach Sollmass ansetzen; das Arbeitsfach waehlen; den Waschgang am Ziel ansetzen, den Posten laenger halten, absetzen und schliessen.	shey	1	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	E044	H3	NO	NO	NO
C1	6	Nach Sollmass ansetzen; das Arbeitsfach waehlen; den Waschgang am Ziel ansetzen, den Posten laenger halten, absetzen und schliessen.	shedy	1	PROC078	SHED+DY	ABSETZEN; SCHLUSS	E125	B1	NO	NO	NO
C2	1	Posten und Sollmass bereitstellen; den bereiten Arbeitsgang fortsetzen; kurz abnehmen und teilen; am Ziel ansetzen und bis zum Vollgrad schliessen.	cthy	1	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	E014	H1	NO	NO	NO
C2	2	Posten und Sollmass bereitstellen; den bereiten Arbeitsgang fortsetzen; kurz abnehmen und teilen; am Ziel ansetzen und bis zum Vollgrad schliessen.	cthaiin	1	PROC017	CTH+AIIN	BEREIT · SOLLMASS	E018	H2	NO	NO	NO
C2	3	Posten und Sollmass bereitstellen; den bereiten Arbeitsgang fortsetzen; kurz abnehmen und teilen; am Ziel ansetzen und bis zum Vollgrad schliessen.	qoctholy	1	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	E019	H2	NO	NO	NO
C2	4	Posten und Sollmass bereitstellen; den bereiten Arbeitsgang fortsetzen; kurz abnehmen und teilen; am Ziel ansetzen und bis zum Vollgrad schliessen.	ches	1	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	E216	B2	NO	NO	NO
C2	5	Posten und Sollmass bereitstellen; den bereiten Arbeitsgang fortsetzen; kurz abnehmen und teilen; am Ziel ansetzen und bis zum Vollgrad schliessen.	qokal	1	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	E152	B1	NO	NO	NO
C2	6	Posten und Sollmass bereitstellen; den bereiten Arbeitsgang fortsetzen; kurz abnehmen und teilen; am Ziel ansetzen und bis zum Vollgrad schliessen.	qokeeedy	1	PROC119	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	E209	B2	NO	NO	NO
C3	1	Den Posten auswringen, einfuellen, nach Sollmass am Ziel ansetzen, laenger halten, absetzen und schliessen.	cfhy	1	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	E041	H3	NO	NO	NO
C3	2	Den Posten auswringen, einfuellen, nach Sollmass am Ziel ansetzen, laenger halten, absetzen und schliessen.	cphy	1	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	E043	H3	NO	NO	NO
C3	3	Den Posten auswringen, einfuellen, nach Sollmass am Ziel ansetzen, laenger halten, absetzen und schliessen.	qokaiin	1	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	E056	H4	NO	NO	NO
C3	4	Den Posten auswringen, einfuellen, nach Sollmass am Ziel ansetzen, laenger halten, absetzen und schliessen.	qokal	1	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	E152	B1	NO	NO	NO
C3	5	Den Posten auswringen, einfuellen, nach Sollmass am Ziel ansetzen, laenger halten, absetzen und schliessen.	shey	1	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	E044	H3	NO	NO	NO
C3	6	Den Posten auswringen, einfuellen, nach Sollmass am Ziel ansetzen, laenger halten, absetzen und schliessen.	shedy	1	PROC078	SHED+DY	ABSETZEN; SCHLUSS	E125	B1	NO	NO	NO
C4	1	Nach Sollmass eine Portion und eine Nachportion zudosieren; am Ziel ansetzen, den Posten befestigen, schliessen und verwahren.	qokaiin	1	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	E056	H4	NO	NO	NO
C4	2	Nach Sollmass eine Portion und eine Nachportion zudosieren; am Ziel ansetzen, den Posten befestigen, schliessen und verwahren.	qokain	1	PROC080	OK+AIN	ANSETZEN · PORTION	E127	B1	NO	NO	NO
C4	3	Nach Sollmass eine Portion und eine Nachportion zudosieren; am Ziel ansetzen, den Posten befestigen, schliessen und verwahren.	ykan	1	PROC040	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	E059	H4	NO	NO	NO
C4	4	Nach Sollmass eine Portion und eine Nachportion zudosieren; am Ziel ansetzen, den Posten befestigen, schliessen und verwahren.	qokal	1	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	E152	B1	NO	NO	NO
C4	5	Nach Sollmass eine Portion und eine Nachportion zudosieren; am Ziel ansetzen, den Posten befestigen, schliessen und verwahren.	qokylddy	1	PROC155	OK+Y+LD+DY	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	E326	B4	NO	NO	NO
C4	6	Nach Sollmass eine Portion und eine Nachportion zudosieren; am Ziel ansetzen, den Posten befestigen, schliessen und verwahren.	talam	1	PROC043	TALAM	VERWAHREN	E063	H4	NO	NO	NO
C5	1	Zutat nach Sollmass ansetzen; weitere Zutat aus dem Vorrat zur Zielstelle geben; zweite Arbeitsstufe setzen, absetzen und schliessen.	cho	1	PROC052	HO	ZUTAT	E075	H5	NO	NO	NO
C5	2	Zutat nach Sollmass ansetzen; weitere Zutat aus dem Vorrat zur Zielstelle geben; zweite Arbeitsstufe setzen, absetzen und schliessen.	qokaiin	1	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	E056	H4	NO	NO	NO
C5	3	Zutat nach Sollmass ansetzen; weitere Zutat aus dem Vorrat zur Zielstelle geben; zweite Arbeitsstufe setzen, absetzen und schliessen.	kchoar	1	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	E096	H5	NO	NO	NO
C5	4	Zutat nach Sollmass ansetzen; weitere Zutat aus dem Vorrat zur Zielstelle geben; zweite Arbeitsstufe setzen, absetzen und schliessen.	chodaly	1	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	E076	H5	NO	NO	NO
C5	5	Zutat nach Sollmass ansetzen; weitere Zutat aus dem Vorrat zur Zielstelle geben; zweite Arbeitsstufe setzen, absetzen und schliessen.	daiiin	1	PROC169	DA+IIN	ZWEITMARKER · ARBEITSSTUFE	E371	B5	NO	NO	NO
C5	6	Zutat nach Sollmass ansetzen; weitere Zutat aus dem Vorrat zur Zielstelle geben; zweite Arbeitsstufe setzen, absetzen und schliessen.	shedy	1	PROC078	SHED+DY	ABSETZEN; SCHLUSS	E125	B1	NO	NO	NO
