evidence_strength_card_id	source_gdt506_target_frame_card_id	target_matrix_cell_id	target_register	target_action_recipe	ordered_action_pair	literal_component_trace_de	carrier_neutral_handgrip_de	working_translation_de	target_argument_policy	target_argument_roots	evidence_route	evidence_route_rank	support_locality	support_mechanism	source_evidence_ids	support_reading_de	residual_weakness_de	old_gdt506_compatibility_tier	old_pair_carrier_event_count	old_ordered_reduction_candidate_count	old_argument_compatible_candidate_count	default_decision	translation_status	target_evidence_status_retained	target_phrase_changed	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard	old_gdt506_priority_rank
G509-C01	G506-T06	G498-M495	PHARMA	CH+P	CH+P	NEHMEN · EINSETZEN	Nimm das zuvor Genannte und setze es ein.	Nimm das zuvor Genannte und setze es ein.	CONTEXTUAL_TARGET_ARGUMENT	NONE	A_LOCAL_FRAME_REDUCTION	1	LOCAL_TARGET_REGISTER	ARGUMENT_COMPATIBLE_ORDERED_FRAME_REDUCTION	G407-E3844	Ein alter Träger im Zielregister reduziert geordnet auf den Zielrahmen und behält denselben Argumentmodus.	Das nackte Zielrezept selbst ist nicht beobachtet.	A_LOCAL_ARGUMENT_COMPATIBLE_REDUCTION	25	25	13	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	1
G509-C02	G506-T07	G498-M491	SOURCE_SECTION_T	CH+P	CH+P	NEHMEN · EINSETZEN	Nimm das zuvor Genannte und setze es ein.	Entnimm das zuvor Genannte und setze es ein.	CONTEXTUAL_TARGET_ARGUMENT	NONE	A_LOCAL_FRAME_REDUCTION	1	LOCAL_TARGET_REGISTER	ARGUMENT_COMPATIBLE_ORDERED_FRAME_REDUCTION	G407-E0044	Ein alter Träger im Zielregister reduziert geordnet auf den Zielrahmen und behält denselben Argumentmodus.	Das nackte Zielrezept selbst ist nicht beobachtet.	A_LOCAL_ARGUMENT_COMPATIBLE_REDUCTION	25	25	13	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	2
G509-C03	G506-T01	G498-M270	PHARMA	P+CH+E+Y	P+CH	EINSETZEN · NEHMEN · GRAD I · POSTEN	Setze das zuvor Genannte ein und nimm es.	Setze den Drogenposten ein und nimm den Drogenposten; auf Grad I.	EXPLICIT_TARGET_ARGUMENTS	Y	A_LOCAL_FRAME_REDUCTION	1	LOCAL_TARGET_REGISTER	ARGUMENT_COMPATIBLE_ORDERED_FRAME_REDUCTION	G407-E3846	Ein alter Träger im Zielregister reduziert geordnet auf den Zielrahmen und behält denselben Argumentmodus.	Das nackte Zielrezept selbst ist nicht beobachtet.	A_LOCAL_ARGUMENT_COMPATIBLE_REDUCTION	16	1	1	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	3
G509-C04	G506-T02	G498-M294	CELESTIAL	S+CHD+Y	S+CHD	WÄHLEN · BEARBEITEN · POSTEN	Wähle das zuvor Genannte und bearbeite es.	Wähle den Positionsposten und bearbeite den Positionsposten.	EXPLICIT_TARGET_ARGUMENTS	Y	B_CROSS_REGISTER_FRAME_REDUCTION	2	CROSS_REGISTER	ARGUMENT_COMPATIBLE_ORDERED_FRAME_REDUCTION	G407-E1883	Ein alter Träger in einem anderen Register reduziert geordnet auf den Zielrahmen und behält denselben Argumentmodus.	Der vollständige Rahmenmechanismus ist im Zielregister noch nicht alt belegt.	B_CROSS_REGISTER_ARGUMENT_COMPATIBLE_REDUCTION	4	4	4	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	4
G509-C05	G506-T04	G498-M295	PHARMA	S+CHD+Y	S+CHD	WÄHLEN · BEARBEITEN · POSTEN	Wähle das zuvor Genannte und bearbeite es.	Wähle den Drogenposten und bearbeite den Drogenposten.	EXPLICIT_TARGET_ARGUMENTS	Y	B_CROSS_REGISTER_FRAME_REDUCTION	2	CROSS_REGISTER	ARGUMENT_COMPATIBLE_ORDERED_FRAME_REDUCTION	G407-E1883	Ein alter Träger in einem anderen Register reduziert geordnet auf den Zielrahmen und behält denselben Argumentmodus.	Der vollständige Rahmenmechanismus ist im Zielregister noch nicht alt belegt.	B_CROSS_REGISTER_ARGUMENT_COMPATIBLE_REDUCTION	4	4	4	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	5
G509-C06	G506-T05	G498-M291	SOURCE_SECTION_T	S+CHD+Y	S+CHD	WÄHLEN · BEARBEITEN · POSTEN	Wähle das zuvor Genannte und bearbeite es.	Wähle den laufenden Eintrag und bearbeite den laufenden Eintrag.	EXPLICIT_TARGET_ARGUMENTS	Y	B_CROSS_REGISTER_FRAME_REDUCTION	2	CROSS_REGISTER	ARGUMENT_COMPATIBLE_ORDERED_FRAME_REDUCTION	G407-E1883	Ein alter Träger in einem anderen Register reduziert geordnet auf den Zielrahmen und behält denselben Argumentmodus.	Der vollständige Rahmenmechanismus ist im Zielregister noch nicht alt belegt.	B_CROSS_REGISTER_ARGUMENT_COMPATIBLE_REDUCTION	4	4	4	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	6
G509-C07	G506-T03	G498-M269	CELESTIAL	P+CH+E+Y	P+CH	EINSETZEN · NEHMEN · GRAD I · POSTEN	Setze das zuvor Genannte ein und nimm es.	Setze den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	EXPLICIT_TARGET_ARGUMENTS	Y	B_CROSS_REGISTER_FRAME_REDUCTION	2	CROSS_REGISTER	ARGUMENT_COMPATIBLE_ORDERED_FRAME_REDUCTION	G407-E3846	Ein alter Träger in einem anderen Register reduziert geordnet auf den Zielrahmen und behält denselben Argumentmodus.	Der vollständige Rahmenmechanismus ist im Zielregister noch nicht alt belegt.	B_CROSS_REGISTER_ARGUMENT_COMPATIBLE_REDUCTION	16	1	1	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	7
G509-C08	G506-T08	G498-M460	PHARMA	CH+CH	CH+CH	NEHMEN · NEHMEN	Nimm das zuvor Genannte zweimal.	Nimm das zuvor Genannte zweimal.	CONTEXTUAL_TARGET_ARGUMENT	NONE	C_LOCAL_CONTEXT_BRIDGE	3	LOCAL_TARGET_REGISTER	PAIR_ORDER_PLUS_LOCAL_SAME_ARGUMENT_CONTEXT_CHAIN	G407-E3803|G407-E4239→G407-E4240	Die Paarordnung ist alt; im Zielregister trägt eine konkrete gleiche-Argument-Folge die fehlende Kontextmechanik.	Paarordnung und Kontextmechanik können auf verschiedene alte Karten verteilt sein.	C_ACTION_HANDGRIP_ONLY__ARGUMENT_MODE_OPEN	7	7	0	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	8
G509-C09	G506-T10	G498-M465	PHARMA	CH+SH	CH+SH	NEHMEN · HALTEN	Nimm das zuvor Genannte und halte es.	Nimm das zuvor Genannte und halte es.	CONTEXTUAL_TARGET_ARGUMENT	NONE	C_LOCAL_CONTEXT_BRIDGE	3	LOCAL_TARGET_REGISTER	PAIR_ORDER_PLUS_LOCAL_SAME_ARGUMENT_CONTEXT_CHAIN	G407-E0298|G407-E3857→G407-E3858	Die Paarordnung ist alt; im Zielregister trägt eine konkrete gleiche-Argument-Folge die fehlende Kontextmechanik.	Paarordnung und Kontextmechanik können auf verschiedene alte Karten verteilt sein.	C_ACTION_HANDGRIP_ONLY__ARGUMENT_MODE_OPEN	3	3	0	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	10
G509-C10	G506-T11	G498-M461	SOURCE_SECTION_T	CH+SH	CH+SH	NEHMEN · HALTEN	Nimm das zuvor Genannte und halte es.	Entnimm das zuvor Genannte und halte es fest.	CONTEXTUAL_TARGET_ARGUMENT	NONE	C_LOCAL_CONTEXT_BRIDGE	3	LOCAL_TARGET_REGISTER	PAIR_ORDER_PLUS_LOCAL_SAME_ARGUMENT_CONTEXT_CHAIN	G407-E0298|G407-E0117→G407-E0118	Die Paarordnung ist alt; im Zielregister trägt eine konkrete gleiche-Argument-Folge die fehlende Kontextmechanik.	Paarordnung und Kontextmechanik können auf verschiedene alte Karten verteilt sein.	C_ACTION_HANDGRIP_ONLY__ARGUMENT_MODE_OPEN	3	3	0	KEEP_CURRENT_WORKING_TRANSLATION	EXPLORATORY_COMPOSED_DEFAULT__TARGET_UNOBSERVED	COMPOSED_WORKING	NO	NO	NO	NO	EVIDENCE_STRENGTH_CONSOLIDATION_ONLY__ALL_TARGET_RECIPES_REMAIN_UNOBSERVED	11
