audit_id	round	surface	tier	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G651-A01-001	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f103r	f103r.13	S	B	3	6	MEDIAL	qokar	qokain	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	pojar sheor qotedy okeey qokar checkhy qokain chedy pchdy tsh y dalkarol	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	8	7	[podar:?] | feuchter Drogenteil | kalt in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiße Portion | [checkhy:?] | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | kalt und feucht am Anfang des Grades, abgeschlossen | [dal:?] | [kasol:?]	[podar:?] | feuchter Drogenteil | kalt in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiße Portion | trockenes Arzneikompositum am Gradanfang | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | kalt und feucht am Anfang des Grades, abgeschlossen | [dal:?] | [kasol:?]	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-002	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f103r	f103r.38	S	B	3	6	MEDIAL	lokeedy	lokain	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	oteche y qokain cthy chckhy l okeedy checkhy lokain shedy okeey	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	5	4	[otechedy:?] | heiß, Grad II | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | Arzneikompositum: trocken, Gradanfang | [lokeedy:?] | [checkhy:?] | [lokain:?] | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades	[otechedy:?] | heiß, Grad II | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | Arzneikompositum: trocken, Gradanfang | [lokeedy:?] | trockenes Arzneikompositum am Gradanfang | [lokain:?] | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-003	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f103v	f103v.28	S	B	3	2	MEDIAL	daiin	ykeey	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y	daiin checkhy ykeey shckhy oteal shey okain chey okeedy por aiin y	aiin checkhy ykeey shckhy otealshey okain chey okee y poraiiny	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	6	3	Grad-/Maßwert III | [checkhy:?] | [ykeey:?] | [shckhy:?] | [otealshey:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | Pulverportion | Menge III | [y:?]	Grad-/Maßwert III | trockenes Arzneikompositum am Gradanfang | [ykeey:?] | [shckhy:?] | [otealshey:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | Pulverportion | Menge III | [y:?]	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-004	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f103v	f103v.34	S	B	3	8	MEDIAL	qokaiin	otedy	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	daiin sheey ol chey qokshey qokaiin checkhy otedy lshey lchdy	daiin sheey ol chey qokshey qokaiin checkhy otedy lshey lch y	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	9	6	Grad-/Maßwert III | feucht am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | [qok:?] | feucht in der Mitte des Grades | heiß, Grad III | [checkhy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | eingeweichtes Drogenholz, Form I | Drogenholz, getrocknete Kurz-/Kompaktform	Grad-/Maßwert III | feucht am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | [qok:?] | feucht in der Mitte des Grades | heiß, Grad III | trockenes Arzneikompositum am Gradanfang | kalter Ansatz in der Mitte des Grades, abgeschlossen | eingeweichtes Drogenholz, Form I | Drogenholz, getrocknete Kurz-/Kompaktform	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-005	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f106r	f106r.5	S	B	3	6	MEDIAL	qokeechy	qokeod	ysheor aiin char okaiin qokeechy checkhy qokeod ar qokeo lkeo lchorom	ysheor aiin char okaiin qokeechy checkhy qokeod ar qokeo lkeo leeo ram	ysheor aiin char okaiin qokeechy checkhy qok eod ar qokeo lkeo lcho ram	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	2	2	[ysheor:?] | Menge III | [char:?] | heiß, Grad III, im Ansatzrahmen | [qokeechy:?] | [checkhy:?] | [qokeod:?] | [ar:?] | [qokeo:?] | [lkeo:?] | [lchorom:?]	[ysheor:?] | Menge III | [char:?] | heiß, Grad III, im Ansatzrahmen | [qokeechy:?] | trockenes Arzneikompositum am Gradanfang | [qokeod:?] | [ar:?] | [qokeo:?] | [lkeo:?] | [lchorom:?]	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-006	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f108v	f108v.2	S	B	3	7	MEDIAL	oteey	lkeedy	daiin shal qokedy qoeechy okain oteey checkhy lkeedy qokeedar araiin okam	daiin shal qokedy qoeechy okain oteey checkhy lkeedy qokeedar araiin okam	daiin shal qoke y qoeechy okain oteey checkhy lkeedy qokee ar araiin okam	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	4	3	Grad-/Maßwert III | [shal:?] | heiß in der Mitte des Grades, abgeschlossen | [qoeechy:?] | heiß im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | [checkhy:?] | [lkeedy:?] | [qokeedar:?] | [araiin:?] | [okam:?]	Grad-/Maßwert III | [shal:?] | heiß in der Mitte des Grades, abgeschlossen | [qoeechy:?] | heiß im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | trockenes Arzneikompositum am Gradanfang | [lkeedy:?] | [qokeedar:?] | [araiin:?] | [okam:?]	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-007	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f108v	f108v.24	S	B	3	3	MEDIAL	chekeek	ol	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	5	4	Grad-/Maßwert III | [chekeek:?] | [checkhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [r:?] | Menge-/Klassenwert II | [odar:?] | feucht am Ende des Grades | Grad-/Maßwert III | [tchar:?] | [okeedaiin:?] | [oram:?]	Grad-/Maßwert III | [chekeek:?] | trockenes Arzneikompositum am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [r:?] | Menge-/Klassenwert II | [odar:?] | feucht am Ende des Grades | Grad-/Maßwert III | [tchar:?] | [okeedaiin:?] | [oram:?]	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-008	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f108v	f108v.50	S	B	3	7	MEDIAL	qokeedy	oteey	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	9	9	[dsheey:?] | kalter Ansatz am Ende des Grades | trockener Drogenstoff | [teedar:?] | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [checkhy:?] | kalter Ansatz am Ende des Grades | Menge III | heißer Ansatz am Ende des Grades | trocken in der Mitte des Grades | heiß in der Mitte des Grades	[dsheey:?] | kalter Ansatz am Ende des Grades | trockener Drogenstoff | [teedar:?] | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockenes Arzneikompositum am Gradanfang | kalter Ansatz am Ende des Grades | Menge III | heißer Ansatz am Ende des Grades | trocken in der Mitte des Grades | heiß in der Mitte des Grades	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-009	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f111v	f111v.12	S	B	3	6	MEDIAL	qokaiin	sho	qear ain shey okeeey qokaiin checkhy sho lchal sheey shckhey kshartar	qear ain shey okeeey qokaiin checkhy sho lchal sheeay shckhey kshar tar	qear ain shey okeeey qokaiin checkhy sho lchal sheey shckhey kshartar	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	5	4	[qear:?] | Menge-/Klassenwert II | feucht in der Mitte des Grades | [okeeey:?] | heiß, Grad III | [checkhy:?] | feuchter Ansatz | [lchal:?] | feucht am Ende des Grades | [shckhey:?] | [kshartar:?]	[qear:?] | Menge-/Klassenwert II | feucht in der Mitte des Grades | [okeeey:?] | heiß, Grad III | trockenes Arzneikompositum am Gradanfang | feuchter Ansatz | [lchal:?] | feucht am Ende des Grades | [shckhey:?] | [kshartar:?]	0	FAMILY_CONTEXT_COMPATIBLE
G651-A01-010	1	checkhy	STRONG_LEARNED_CKH_FAMILY	f111v	f111v.8	S	B	3	11	MEDIAL	qokain	chedar	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain ol lkeey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain al l keey qokain checkhy che ar am	ALL_THREE_EXACT	1	1	[checkhy:?]	trockenes Arzneikompositum am Gradanfang	7	5	feuchter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | trockener Drogenstoff | [kechy:?] | [chcthey:?] | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [l:?] | heiß am Ende des Grades | heiß, Grad II | [checkhy:?] | [chedar:?] | [am:?]	feuchter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | trockener Drogenstoff | [kechy:?] | [chcthey:?] | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [l:?] | heiß am Ende des Grades | heiß, Grad II | trockenes Arzneikompositum am Gradanfang | [chedar:?] | [am:?]	0	FAMILY_CONTEXT_COMPATIBLE
