page	locus	target_surfaces	zl3b_line	v27_tokenwise_de	v28_tokenwise_de	v28_working_reading_de	complete_v28
f100v	f100v.19	chckhey	sain cheokeos chockhy chocthey keody choor chckhey du	[sain:?] | [cheokeos:?] | [chockhy:?] | [chocthey:?] | [keody:?] | [choor:?] | trockene Arzneimischung in der Gradmitte | [du:?]	[sain:?] | [cheokeos:?] | [chockhy:?] | [chocthey:?] | [keody:?] | [choor:?] | Arzneikompositum: trocken, Gradmitte | [du:?]	[sain:?]; [cheokeos:?]; [chockhy:?]; [chocthey:?]; [keody:?]; [choor:?]; Arzneikompositum: trocken, Gradmitte; [du:?]	False
f103r	f103r.12	shckhy	oain shey shckhy oteey qokeol keedy shar aiin otedy	[oain:?] | feucht in der Mitte des Grades | [shckhy:?] | kalter Ansatz am Ende des Grades | [qokeol:?] | heiß am Ende des Grades, abgeschlossen | [shar:?] | Menge III | kalter Ansatz in der Mitte des Grades, abgeschlossen	[oain:?] | feucht in der Mitte des Grades | Arzneikompositum: feucht, Gradanfang | kalter Ansatz am Ende des Grades | [qokeol:?] | heiß am Ende des Grades, abgeschlossen | [shar:?] | Menge III | kalter Ansatz in der Mitte des Grades, abgeschlossen	[oain:?]; feucht in der Mitte des Grades; Arzneikompositum: feucht, Gradanfang; kalter Ansatz am Ende des Grades; [qokeol:?]; heiß am Ende des Grades, abgeschlossen; [shar:?]; Menge III; kalter Ansatz in der Mitte des Grades, abgeschlossen	False
f103r	f103r.13	checkhy	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	[podar:?] | feuchter Drogenteil | kalt in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiße Portion | [checkhy:?] | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | kalt und feucht am Anfang des Grades, abgeschlossen | [dal:?] | [kasol:?]	[podar:?] | feuchter Drogenteil | kalt in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiße Portion | trockenes Arzneikompositum am Gradanfang | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | kalt und feucht am Anfang des Grades, abgeschlossen | [dal:?] | [kasol:?]	[podar:?]; feuchter Drogenteil; kalt in der Mitte des Grades, abgeschlossen; heißer Ansatz am Ende des Grades; heiße Portion; trockenes Arzneikompositum am Gradanfang; heiß, Grad II; trocken in der Mitte des Grades, abgeschlossen; Pulver, getrocknete Kurz-/Kompaktform; kalt und feucht am Anfang des Grades, abgeschlossen; [dal:?]; [kasol:?]	False
f103r	f103r.17	chckhy	sar shey qokey keedy qokeey chckhy qokal oty or aiin	Samenfraktion I | feucht in der Mitte des Grades | heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | trockene Arzneimischung am Gradanfang | heiße Substanz | kalter Ansatz am Anfang des Grades | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III	Samenfraktion I | feucht in der Mitte des Grades | heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Arzneikompositum: trocken, Gradanfang | heiße Substanz | kalter Ansatz am Anfang des Grades | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III	Samenfraktion I; feucht in der Mitte des Grades; heiß in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades; Arzneikompositum: trocken, Gradanfang; heiße Substanz; kalter Ansatz am Anfang des Grades; Teil-/Nominalträger; genaue Basisbedeutung offen; Menge III	True
f103r	f103r.20	shckhy	ychain shckhy qokaiin shey qokaiin shedy olor	[ychain:?] | [shckhy:?] | heiß, Grad III | feucht in der Mitte des Grades | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | Zutat	[ychain:?] | Arzneikompositum: feucht, Gradanfang | heiß, Grad III | feucht in der Mitte des Grades | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | Zutat	[ychain:?]; Arzneikompositum: feucht, Gradanfang; heiß, Grad III; feucht in der Mitte des Grades; heiß, Grad III; feucht in der Mitte des Grades, abgeschlossen; Zutat	False
f103r	f103r.23	sheckhy|chckhy	daiin sheckhy lchedy chckhy shol	Grad-/Maßwert III | feuchte Arzneimischung, Anfangsgrad, gebunden | getrocknetes Drogenholz | trockene Arzneimischung am Gradanfang | feucht; nominal feuchtes Gut/Material	Grad-/Maßwert III | feuchtes Arzneikompositum am Gradanfang | getrocknetes Drogenholz | Arzneikompositum: trocken, Gradanfang | feucht; nominal feuchtes Gut/Material	Grad-/Maßwert III; feuchtes Arzneikompositum am Gradanfang; getrocknetes Drogenholz; Arzneikompositum: trocken, Gradanfang; feucht; nominal feuchtes Gut/Material	True
f103r	f103r.25	chckhey	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	abgemessene Fraktion I | feucht in der Mitte des Grades | heiß, Grad II | trockene Arzneimischung in der Gradmitte | trocken in der Mitte des Grades | heiß, Grad II | [chedal:?] | [okeeey:?] | [qoodain:?] | heiß im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	abgemessene Fraktion I | feucht in der Mitte des Grades | heiß, Grad II | Arzneikompositum: trocken, Gradmitte | trocken in der Mitte des Grades | heiß, Grad II | [chedal:?] | [okeeey:?] | [qoodain:?] | heiß im Zubereitungsrahmen, Grad II | kalter Ansatz am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	abgemessene Fraktion I; feucht in der Mitte des Grades; heiß, Grad II; Arzneikompositum: trocken, Gradmitte; trocken in der Mitte des Grades; heiß, Grad II; [chedal:?]; [okeeey:?]; [qoodain:?]; heiß im Zubereitungsrahmen, Grad II; kalter Ansatz am Ende des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	False
f103r	f103r.3	chckhy	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | trockene Arzneimischung am Gradanfang | Teil-/Nominalträger; genaue Basisbedeutung offen | [orol:?] | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | [kar:?] | [otar:?] | [chal:?]	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Teil-/Nominalträger; genaue Basisbedeutung offen | [orol:?] | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | [kar:?] | [otar:?] | [chal:?]	[yshdain:?]; [sheek:?]; [cheoty:?]; [eeokal:?]; trocken in der Mitte des Grades, abgeschlossen; Arzneikompositum: trocken, Gradanfang; Teil-/Nominalträger; genaue Basisbedeutung offen; [orol:?]; heiß, Grad III, im Ansatzrahmen; [eeal:?]; [ot:?]; [kar:?]; [otar:?]; [chal:?]	False
f103r	f103r.30	sheckhy	pcholkchdy sheckhy qokey okaiin shedy chpchy opchedy oteeykshy chdaly	[pcholkchdy:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | feucht in der Mitte des Grades, abgeschlossen | [chpchy:?] | [opchedy:?] | [oteeykshy:?] | [chdaly:?]	[pcholkchdy:?] | feuchtes Arzneikompositum am Gradanfang | heiß in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | feucht in der Mitte des Grades, abgeschlossen | [chpchy:?] | [opchedy:?] | [oteeykshy:?] | [chdaly:?]	[pcholkchdy:?]; feuchtes Arzneikompositum am Gradanfang; heiß in der Mitte des Grades; heiß, Grad III, im Ansatzrahmen; feucht in der Mitte des Grades, abgeschlossen; [chpchy:?]; [opchedy:?]; [oteeykshy:?]; [chdaly:?]	False
f103r	f103r.31	shckhy	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | heiß, Grad III | [chal:?] | heiß, Grad III, im Ansatzrahmen | [shckhy:?] | heiße Substanz | [shdar:?] | [shchdy:?] | heiß, Grad III, im Ansatzrahmen | [chty:?]	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | heiß, Grad III | [chal:?] | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | heiße Substanz | [shdar:?] | [shchdy:?] | heiß, Grad III, im Ansatzrahmen | [chty:?]	Samen/Saatgutzubereitung, Form III; trocken; nominal trockenes Gut/Material; heiß, Grad III; [chal:?]; heiß, Grad III, im Ansatzrahmen; Arzneikompositum: feucht, Gradanfang; heiße Substanz; [shdar:?]; [shchdy:?]; heiß, Grad III, im Ansatzrahmen; [chty:?]	False
