family	surface	composition	predicted_reading_de	zl3b_occurrences	pages	reader_exact_occurrences	split_normalized_occurrences	planned_status	final_status
FOUR_SHELL_CKH_GRID	chckhy	ch+CKH_LEARNED+y	Arzneikompositum: trocken, Gradanfang	126	69	115	115	V27_REVISED_ANCHOR	REVISED_V28_ANCHOR
FOUR_SHELL_CKH_GRID	chckhey	ch+CKH_LEARNED+e+y	Arzneikompositum: trocken, Gradmitte	29	26	25	25	V27_REVISED_ANCHOR	REVISED_V28_ANCHOR
FOUR_SHELL_CKH_GRID	chckheey	ch+CKH_LEARNED+ee+y	Arzneikompositum: trocken, Gradende	1	1	1	1	V27_REVISED_ANCHOR	REVISED_V28_ANCHOR
FOUR_SHELL_CKH_GRID	chckhdy	ch+CKH_LEARNED+d+y	Arzneikompositum: trocken, Gradanfang, abgeschlossen	12	10	7	7	V27_REVISED_ANCHOR	REVISED_V28_ANCHOR
FOUR_SHELL_CKH_GRID	chckhedy	ch+CKH_LEARNED+e+d+y	Arzneikompositum: trocken, Gradmitte, abgeschlossen	9	9	6	6	V27_REVISED_ANCHOR	REVISED_V28_ANCHOR
FOUR_SHELL_CKH_GRID	chckheedy	ch+CKH_LEARNED+ee+d+y	Arzneikompositum: trocken, Gradende, abgeschlossen	0	0	0	0	ABSENT_PREDICTION	ABSENT_HOLD
FOUR_SHELL_CKH_GRID	checkhy	ch+E_ATTR+CKH_LEARNED+y	trockenes Arzneikompositum am Gradanfang	46	31	43	43	TARGET	ACCEPTED_V28
FOUR_SHELL_CKH_GRID	checkhey	ch+E_ATTR+CKH_LEARNED+e+y	trockenes Arzneikompositum in der Gradmitte	10	9	9	9	TARGET	ACCEPTED_V28
FOUR_SHELL_CKH_GRID	checkheey	ch+E_ATTR+CKH_LEARNED+ee+y	trockenes Arzneikompositum am Gradende	0	0	0	0	ABSENT_PREDICTION	ABSENT_HOLD
FOUR_SHELL_CKH_GRID	checkhdy	ch+E_ATTR+CKH_LEARNED+d+y	trockenes Arzneikompositum am Gradanfang, abgeschlossen	1	1	1	1	TARGET	ACCEPTED_V28
FOUR_SHELL_CKH_GRID	checkhedy	ch+E_ATTR+CKH_LEARNED+e+d+y	trockenes Arzneikompositum in der Gradmitte, abgeschlossen	1	1	0	0	HELD_ZERO_EXACT	HELD_ZERO_EXACT
FOUR_SHELL_CKH_GRID	checkheedy	ch+E_ATTR+CKH_LEARNED+ee+d+y	trockenes Arzneikompositum am Gradende, abgeschlossen	0	0	0	0	ABSENT_PREDICTION	ABSENT_HOLD
FOUR_SHELL_CKH_GRID	shckhy	sh+CKH_LEARNED+y	Arzneikompositum: feucht, Gradanfang	51	25	44	45	TARGET	ACCEPTED_V28
FOUR_SHELL_CKH_GRID	shckhey	sh+CKH_LEARNED+e+y	Arzneikompositum: feucht, Gradmitte	10	9	8	8	TARGET	ACCEPTED_V28
FOUR_SHELL_CKH_GRID	shckheey	sh+CKH_LEARNED+ee+y	Arzneikompositum: feucht, Gradende	0	0	0	0	ABSENT_PREDICTION	ABSENT_HOLD
FOUR_SHELL_CKH_GRID	shckhdy	sh+CKH_LEARNED+d+y	Arzneikompositum: feucht, Gradanfang, abgeschlossen	1	1	1	1	TARGET	ACCEPTED_V28
FOUR_SHELL_CKH_GRID	shckhedy	sh+CKH_LEARNED+e+d+y	Arzneikompositum: feucht, Gradmitte, abgeschlossen	5	4	3	3	TARGET	ACCEPTED_V28
FOUR_SHELL_CKH_GRID	shckheedy	sh+CKH_LEARNED+ee+d+y	Arzneikompositum: feucht, Gradende, abgeschlossen	0	0	0	0	ABSENT_PREDICTION	ABSENT_HOLD
FOUR_SHELL_CKH_GRID	sheckhy	sh+E_ATTR+CKH_LEARNED+y	feuchtes Arzneikompositum am Gradanfang	33	17	24	24	V27_REVISED_ANCHOR	REVISED_V28_ANCHOR
FOUR_SHELL_CKH_GRID	sheckhey	sh+E_ATTR+CKH_LEARNED+e+y	feuchtes Arzneikompositum in der Gradmitte	4	4	4	4	V27_REVISED_ANCHOR	REVISED_V28_ANCHOR
FOUR_SHELL_CKH_GRID	sheckheey	sh+E_ATTR+CKH_LEARNED+ee+y	feuchtes Arzneikompositum am Gradende	0	0	0	0	ABSENT_PREDICTION	ABSENT_HOLD
FOUR_SHELL_CKH_GRID	sheckhdy	sh+E_ATTR+CKH_LEARNED+d+y	feuchtes Arzneikompositum am Gradanfang, abgeschlossen	2	2	0	0	HELD_ZERO_EXACT	HELD_ZERO_EXACT
FOUR_SHELL_CKH_GRID	sheckhedy	sh+E_ATTR+CKH_LEARNED+e+d+y	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	4	4	3	3	V27_REVISED_ANCHOR	REVISED_V28_ANCHOR
FOUR_SHELL_CKH_GRID	sheckheedy	sh+E_ATTR+CKH_LEARNED+ee+d+y	feuchtes Arzneikompositum am Gradende, abgeschlossen	0	0	0	0	ABSENT_PREDICTION	ABSENT_HOLD
