joint_tuple_id	surfaces	events	drawer	small_values_de
3b70942557b3a40e8030	olkeedy|solkeedy	2	B1_B2_TRANSFER	länger auffangen; Schluss
90bcf0a9ec0ef56399e6	qotal	2	B3_PRODUCTIVE_COMPOSITION	Folgestelle
a84fbe3ad380df345b97	chkeedy	1	B3_PRODUCTIVE_COMPOSITION	länger wärmen; Schluss
b921a237be883a820352	chey|sy	4	B1_B2_TRANSFER	dies
2f1c5e56e8f0ff459065	daiin|saiin	3	B1_B2_TRANSFER	Mass
de7321bface5628e35d6	lchedy	5	B1_B2_TRANSFER	hinausführen; Schluss
b5fcea1eaed06b2f2291	qokaiin	4	B1_B2_TRANSFER	bemessen
4d4559019a961b834aa1	dar	1	B1_B2_TRANSFER	dasselbe
259b2b3b0bf859882e2c	schedy|tchedy	2	B1_B2_TRANSFER	überführen; Schluss
5e8441397e7c0faf042b	chedchy	1	B3_PRODUCTIVE_COMPOSITION	dies überführen
308e8ea2d5d190c498e8	qokal	1	B1_B2_TRANSFER	an die Stelle setzen
28ffbc88b97772a75f1e	olchedy	1	B1_B2_TRANSFER	weiterführen; Schluss
6f7ff8287eddf4da9fdb	chedy	4	B1_B2_TRANSFER	dies umsetzen
7d25241b0e56c836372a	qokeedy	3	B1_B2_TRANSFER	länger ansetzen; Schluss
276a7c2d74d1143446f4	qoky	3	B1_B2_TRANSFER	verwende dies
ba540da978ea132f6da5	pchedal	1	B3_PRODUCTIVE_COMPOSITION	an der Stelle hineinführen
c45ebac60774620561e2	otedy	2	B3_PRODUCTIVE_COMPOSITION	kurzer Folgeschritt; Schluss
348e81ba084c5acdb32b	shecthedchy	1	B3_LOCAL_WHOLE_CARD	aufstreichen
0bdc8b6db811b4e67a63	chary	1	B3_LOCAL_WHOLE_CARD	abkühlen
7a4bb8136330ee4e6e56	sor	1	B3_PRODUCTIVE_COMPOSITION	Ansatz
bc4f1f5c006c74a4d26d	shedy	3	B1_B2_TRANSFER	kurz absetzen; Schluss
9da1b6ac2c929daea697	chkain	1	B1_B2_TRANSFER	eine Portion
6b89d6dd70635bc60fe0	shcthey	1	B1_B2_TRANSFER	dies kurz bereithalten
7db18b2f0fb7ed0fcfd3	qokedy	3	B1_B2_TRANSFER	kurz ansetzen; Schluss
7d2404c835b10a2c06af	okair	1	B3_PRODUCTIVE_COMPOSITION	Laufflüssigkeit in Gang setzen
03626ca94cb17800d767	sheedy	1	B3_PRODUCTIVE_COMPOSITION	länger absetzen; Schluss
2b7fa918d1b2f5c656e3	lo	1	B3_LOCAL_WHOLE_CARD	Abgang
07913ef9b1fb773cd325	qokchedy	1	B1_B2_TRANSFER	Ansatz umsetzen; Schluss
db167f8e9b53eefb58f8	qokshedy	1	B3_PRODUCTIVE_COMPOSITION	kurz absetzen; Schluss
dd0ecaf5e27d81befffc	dal|tal	3	B1_B2_TRANSFER	Stelle
e0b630cb1b5df5e7105b	checthy|shcthy	4	B3_PRODUCTIVE_COMPOSITION	bereit
abb23e5e6936b4147f76	shedal	1	B3_PRODUCTIVE_COMPOSITION	an der Stelle absetzen
cb57b696b815fdef9cb7	shecthy	1	B3_LOCAL_WHOLE_CARD	temperiert
2bc2ed2630dbdaaa6b59	dalchdy	1	B3_PRODUCTIVE_COMPOSITION	an der Stelle überführen; Schluss
4de12cf322dfb76ded1e	otchedy|qotchedy	2	B3_PRODUCTIVE_COMPOSITION	Folgeüberführung; Schluss
87411f84689b4f93a303	qokchdy	1	B1_B2_TRANSFER	Ansatz umsetzen; Schluss
342c3f0777337648f4b3	cheedar	1	B3_LOCAL_WHOLE_CARD	Beckenstation
d72f71baff01cd0a0406	chldaiin	1	B3_LOCAL_WHOLE_CARD	Absetzstand
1645e612504fcef59ced	qokain	1	B1_B2_TRANSFER	eine Portion zugeben
d788d8d72d41b25a3c71	chealror	1	B3_LOCAL_WHOLE_CARD	Klarpunkt
ff178343c18e287ce3b7	qoteedy	1	B1_B2_TRANSFER	nächsten Schritt länger halten; Schluss
0275fbf14e07935b0a45	qokeey	1	B1_B2_TRANSFER	länger ansetzen
dcda95c81a5460feb191	sol	1	B1_B2_TRANSFER	fortsetzen
9247e38d29c79a0d2fa5	cheeety	1	B3_LOCAL_WHOLE_CARD	erste Spülung
b154ff779abe5f196c80	schedair	1	B3_PRODUCTIVE_COMPOSITION	Laufflüssigkeit weiterführen
d784b2abcaf1a3703de2	chedain	1	B3_PRODUCTIVE_COMPOSITION	eine Portion überführen
1779decef17481ec2853	qotedaiin	1	B3_PRODUCTIVE_COMPOSITION	kurzes Folgemaß
54d0e228ca346110af05	otaiin	2	B1_B2_TRANSFER	nächstes Maß
04a3877f0fc81b7597c9	ldy	1	B1_B2_TRANSFER	abführen; Schluss
2c82523794dcb7d2b343	soiiin	1	B1_B2_TRANSFER	Sollstand
80ebbbbf238eee9f0aef	chety	1	B3_LOCAL_WHOLE_CARD	zerkleinern
7811a7daff25d476e28d	olsaly	1	B3_PRODUCTIVE_COMPOSITION	dies an der Stelle fortsetzen
