joint_tuple_id	surfaces	events	event_ids	composition	small_value_de
03626ca94cb17800d767	sheedy	1	E261	SH+EE+DY	länger absetzen; Schluss
a84fbe3ad380df345b97	chkeedy	1	E231	CHK+EE+DY	länger wärmen; Schluss
90bcf0a9ec0ef56399e6	qotal	2	E230|E237	OT+AL	Folgestelle
c45ebac60774620561e2	otedy	2	E249|E307	OT+E+DY	kurzer Folgeschritt; Schluss
4de12cf322dfb76ded1e	otchedy|qotchedy	2	E281|E301	OT+CHED+DY	Folgeüberführung; Schluss
5e8441397e7c0faf042b	chedchy	1	E240	CHED+Y	dies überführen
2bc2ed2630dbdaaa6b59	dalchdy	1	E280	D+AL+CHED+DY	an der Stelle überführen; Schluss
ba540da978ea132f6da5	pchedal	1	E248	P+CHED+AL	an der Stelle hineinführen
abb23e5e6936b4147f76	shedal	1	E275	SHED+AL	an der Stelle absetzen
d784b2abcaf1a3703de2	chedain	1	E303	CHED+AIN	eine Portion überführen
7d2404c835b10a2c06af	okair	1	E260	OK+AIR	Laufflüssigkeit in Gang setzen
b154ff779abe5f196c80	schedair	1	E300	S+CHED+AIR	Laufflüssigkeit weiterführen
db167f8e9b53eefb58f8	qokshedy	1	E267	OK+SH+E+DY	kurz absetzen; Schluss
e0b630cb1b5df5e7105b	checthy|shcthy	4	E271|E279|E289|E310	CTH+Y	bereit
7a4bb8136330ee4e6e56	sor	1	E254	S+OR	Ansatz
1779decef17481ec2853	qotedaiin	1	E305	OT+E+AIIN	kurzes Folgemaß
7811a7daff25d476e28d	olsaly	1	E313	OL+S+AL+Y	dies an der Stelle fortsetzen
