packet	locus	source_lattice	selected_segmentation	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason	reverse_generation_mode	actual_source_bits	wrong_form_rule	wrong_source_bits	actual_advantage_bits
HERBAL_CURRIER_A	f1r.1	fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar taiin shol shory ses y kor sholdy	f+a+ch+y+s y+k+a+l a+r a+t+aiin sh+o+l sh+o+r+y cth+r+e+s y k+o+r sh+o+l+dy	uadez eran at alo wen wete mtiz e ret wenn	uadez eran at alo wen wete mtiz e ret wenn	EXPLORATORY	fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar taiin shol shory ses y kor sholdy	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	177.74319462286786	rotate each multi-symbol manual group left by one source symbol	267.70413505095144	89.96094042808357
HERBAL_CURRIER_A	f1r.2	sory ckhar or y kair chtaiin shar ase cthar cthar dan || sory ckhar or y kair chtaiin shar are cthar cthar dan || sory ckhar ory kair chtaiin shar is cthar cthar dan	s+o+r+y ckh+a+r o+r y k+a+i+r ch+t+aiin sh+a+r a+s+e cth+a+r cth+a+r d+a+n	zete uat et e raht dlo wat azi mat mat sat	zete uat et e raht dlo wat azi mat mat sat	EXPLORATORY	sory ckhar or y kair chtaiin shar are cthar cthar dan || sory ckhar ory kair chtaiin shar is cthar cthar dan	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	175.05911054688752	rotate each multi-symbol manual group left by one source symbol	337.3522411625714	162.29313061568385
HERBAL_CURRIER_A	f1r.3	syaiir sheky or ykaiin shod cthoary cthes daraiin sy || syaiir sheky or ykaiin shod cthoary cthes daraiin sa	s+y+a+ii+r sh+e+k+y o+r y+k+aiin sh+o+d cth+o+a+r+y cth+e+s d+a+r+aiin s+y	zeact wire et ero wes meate miz sato ze	zeact wire et ero wes meate miz sato ze	EXPLORATORY	syaiir sheky or ykaiin shod cthoary cthes daraiin sa	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	169.09215470042702	rotate each multi-symbol manual group left by one source symbol	275.8687723708619	106.77661767043489
HERBAL_CURRIER_A	f1r.4	soiin oteey oteos roloty cthiar daiin okaiin or okan || ooiin oteey oteos roloty cthar daiin otaiin or okan || soiin oteey oteor roloty ar daiin okaiin or okan	s+o+iin o+t+ee+y o+t+e+o+s r+o+l+o+t+y cth+i+a+r d+aiin o+k+aiin o+r o+k+a+n	zen elie eliez tenele mhat so ero et erat	zen elie eliez tenele mhat so ero et erat	EXPLORATORY	ooiin oteey oteos roloty cthar daiin otaiin or okan || soiin oteey oteor roloty ar daiin okaiin or okan	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	172.29871073573554	rotate each multi-symbol manual group left by one source symbol	229.3330925184724	57.03438178273686
HERBAL_CURRIER_A	f1r.5	sair y chear cthaiin cphar cfhaiin || dair y chear cthaiin cphar cfhaiin || sairy chear cthaiin cphar cfhaiin	s+a+i+r y ch+e+a+r cth+aiin cph+a+r c+f+h+aiin	zaht e diat mo gat kumo	zaht e diat mo gat kumo	EXPLORATORY	dair y chear cthaiin cphar cfhaiin || sairy chear cthaiin cphar cfhaiin	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	104.04559524206395	rotate each multi-symbol manual group left by one source symbol	212.25841556804397	108.21282032598002
CURRIER_B_PROSE	f75r.1	kchedykary okeey qokar shyk chedy qotar shedy || kchedy kary okeey qokar shy kchedy qotar shedy || kchedykary okeey qokar shykche y qotar she y	k+ch+e+dy+k+a+r+y o+k+ee+y qo+k+a+r sh+y+k ch+e+dy qo+t+a+r sh+e+dy	rdinrate erie vrat wer din vlat win	rdinrate erie vrat wer din vlat win	EXPLORATORY	kchedy kary okeey qokar shy kchedy qotar shedy || kchedykary okeey qokar shykche y qotar she y	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	132.04358183270008	rotate each multi-symbol manual group left by one source symbol	213.15296771056418	81.1093858778641
CURRIER_B_PROSE	f75r.2	dain shey ly ssheol qoldy chedykar chekeedy ror || dain shey ly ssheol qolchedy chedykar chekeedy ror || dain shey ly seol qoldy chedykar chekeedy ror	d+a+i+n sh+e+y l+y s+sh+e+o+l qo+l+dy ch+e+dy+k+a+r ch+e+k+ee+dy r+o+r	saht wie ne zwien vnn dinrat dirin tet	saht wie ne zwien vnn dinrat dirin tet	EXPLORATORY	dain shey ly ssheol qolchedy chedykar chekeedy ror || dain shey ly seol qoldy chedykar chekeedy ror	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	138.97266158173562	rotate each multi-symbol manual group left by one source symbol	217.16372429518952	78.1910627134539
CURRIER_B_PROSE	f75r.3	qokain chal orchey qey kain sheeky ltain olkar or	qo+k+a+i+n ch+a+l o+r+ch+e+y q+e+y k+a+i+n sh+ee+k+y l+t+a+i+n o+l+k+a+r o+r	vraht dan etdie fie raht wire nlaht enrat et	vraht dan etdie fie raht wire nlaht enrat et	EXPLORATORY	NONE	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	177.16190649303567	rotate each multi-symbol manual group left by one source symbol	251.27730821973287	74.1154017266972
CURRIER_B_PROSE	f75r.4	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy || dackhy lkamo ykeey lshey kal dy shey or shey qokeedy || dacthy lkago ykeey ley kal dy shey ok ey qokeed	d+a+ckh+y l+k+a+m+o y+k+ee+y l+sh+e+y k+a+l dy sh+e+y o+k sh+e+y qo+k+ee+dy	saue nrage erie nwie ran n wie er wie vrin	saue nrage erie nwie ran n wie er wie vrin	EXPLORATORY	dackhy lkamo ykeey lshey kal dy shey or shey qokeedy || dacthy lkago ykeey ley kal dy shey ok ey qokeed	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	168.17909288885394	rotate each multi-symbol manual group left by one source symbol	205.77231207218807	37.59321918333413
CURRIER_B_PROSE	f75r.5	shey kar chey ckhey r ain ol olsheedy qokeey qoky || shey kar chey ckhey r ain ol ol sheedy qokeey qoky || sheykar chey ckhey r ain ol ol sheedy qokeey qoky	sh+e+y k+a+r ch+e+y ckh+e+y r a+i+n o+l o+l+sh+ee+dy qo+k+ee+y qo+k+y	wie rat die uie t aht en enwin vrie vre	wie rat die uie t aht en enwin vrie vre	EXPLORATORY	shey kar chey ckhey r ain ol ol sheedy qokeey qoky || sheykar chey ckhey r ain ol ol sheedy qokeey qoky	postselected whole-manuscript decoder	LANGUAGE_LM_PLUS_MULTIGRAPH_REVERSE_AMBIGUITY	146.69159125202927	rotate each multi-symbol manual group left by one source symbol	257.4258236909143	110.73423243888502
