contact_id	target_occurrence_id	page	physical_folio	locus	target_surface	target_ordinal	target_polarity	target_carrier_role	target_working_candidate_de	neighbor_side	neighbor_distance	neighbor_surface	neighbor_ordinal	neighbor_axes	neighbor_semantic_candidate_de	neighbor_semantic_source	intervening_surface	intervening_status	written_line_eva	reader_exact_target_and_neighbor	component_export_credit
G761-D001	G761-O001	f100r	f100	f100r.24	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	L	1	saiichor	1	NONE	[saiichor:?]	GDT734_CELL	NONE	NONE	saiichor sheor qockhody odeor yk sheey cholsheody sai cheol raiin	1	0
G761-D002	G761-O001	f100r	f100	f100r.24	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	qockhody	3	NONE	[qockhody:?]	GDT734_CELL	NONE	NONE	saiichor sheor qockhody odeor yk sheey cholsheody sai cheol raiin	1	0
G761-D003	G761-O002	f100r	f100	f100r.25	sheor	1	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	qkeeody	2	NONE	[qkeeody:?]	GDT734_CELL	NONE	NONE	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	1	0
G761-D004	G761-O003	f100v	f100	f100v.18	cheo	4	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	cheeor	5	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	GDT734_COMPLETE_WHOLE	NONE	NONE	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	1	0
G761-D005	G761-O004	f100v	f100	f100v.20	cheor	6	DRY	MATERIAL_PART	trockener Drogenteil	R	1	ol	7	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	NONE	NONE	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	1	0
G761-D006	G761-O007	f102v1	f102	f102v1.14	cheor	2	DRY	MATERIAL_PART	trockener Drogenteil	L	1	chor	1	NONE	Blüten-/Samenstand	GDT761_CARRIER_PRIOR	NONE	NONE	chor cheor ckhey oteol aeky	1	0
G761-D007	G761-O007	f102v1	f102	f102v1.14	cheor	2	DRY	MATERIAL_PART	trockener Drogenteil	R	1	ckhey	3	PREPARATION|MIDDLE_STAGE	Arzneikompositum in der Gradmitte	GDT734_COMPLETE_WHOLE	NONE	NONE	chor cheor ckhey oteol aeky	1	0
G761-D008	G761-O009	f102v2	f102	f102v2.33	cheor	4	DRY	MATERIAL_PART	trockener Drogenteil	L	1	keeeos	3	NONE	[keeeos:?]	GDT734_CELL	NONE	NONE	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin	1	0
G761-D009	G761-O010	f102v2	f102	f102v2.39	cheor	2	DRY	MATERIAL_PART	trockener Drogenteil	L	1	yotaiin	1	NONE	[yotaiin:?]	GDT734_CELL	NONE	NONE	yotaiin cheor cheekey orain	1	0
G761-D010	G761-O010	f102v2	f102	f102v2.39	cheor	2	DRY	MATERIAL_PART	trockener Drogenteil	R	1	cheekey	3	NONE	[cheekey:?]	GDT734_CELL	NONE	NONE	yotaiin cheor cheekey orain	1	0
G761-D011	G761-O011	f103r	f103	f103r.13	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	qotedy	3	COLD|CLOSE|MIDDLE_STAGE|END_STAGE	kalt in der Mitte des Grades, abgeschlossen	GDT734_COMPLETE_WHOLE	NONE	NONE	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	1	0
G761-D012	G761-O012	f104r	f104	f104r.22	cheor	9	DRY	MATERIAL_PART	trockener Drogenteil	L	1	opchar	8	NONE	trockene Pulverfraktion I im Ansatz	GDT734_COMPLETE_WHOLE	NONE	NONE	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	1	0
G761-D013	G761-O012	f104r	f104	f104r.22	cheor	9	DRY	MATERIAL_PART	trockener Drogenteil	R	1	chckhey	10	DRY|PREPARATION|MIDDLE_STAGE	Arzneikompositum: trocken, Gradmitte	GDT734_COMPLETE_WHOLE	NONE	NONE	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	1	0
G761-D014	G761-O015	f104v	f104	f104v.38	cheo	9	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	aiin	8	NONE	Wert III	GDT760_AMOUNT_FAMILY	NONE	NONE	okechey chedy chchy qotain qokain chey or aiin cheo or aiin chedain okam	1	0
G761-D015	G761-O016	f105r	f105	f105r.24	sheo	9	MOIST	PREPARATION	Feuchtzubereitung	L	1	chpaiikey	8	NONE	[chpaiikey:?]	GDT734_CELL	NONE	NONE	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	1	0
G761-D016	G761-O016	f105r	f105	f105r.24	sheo	9	MOIST	PREPARATION	Feuchtzubereitung	R	1	pcheey	10	NONE	H1-Form im trockenen Form-II-Feld; Stoff und Funktion offen	GDT736_POST_G734_OVERRIDE	NONE	NONE	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	1	0
G761-D017	G761-O017	f105v	f105	f105v.20	cheo	8	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	ypchedy	9	NONE	trockne hiervon das Pulver bis zur Mittelstufe und stelle es fertig	GDT734_COMPLETE_WHOLE	NONE	NONE	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kairodl lpaim	1	0
G761-D018	G761-O018	f105v	f105	f105v.37	sheo	3	MOIST	PREPARATION	Feuchtzubereitung	L	1	ckhy	2	NONE	Mischung, Anfangsstufe	GDT734_COMPLETE_WHOLE	NONE	NONE	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	1	0
G761-D019	G761-O018	f105v	f105	f105v.37	sheo	3	MOIST	PREPARATION	Feuchtzubereitung	R	1	qoeeo	4	MOIST|PREPARATION|PASS	zweiter feuchter Ansatz	GDT734_COMPLETE_WHOLE	NONE	NONE	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	1	0
G761-D020	G761-O019	f106r	f106	f106r.6	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	L	1	shor	1	NONE	Blüte / Fruchtstand	GDT761_CARRIER_PRIOR	NONE	NONE	shor sheor orkchsd otair or qokeeo raiin qokeeolchedy olchedy qokeol qoky	1	0
G761-D021	G761-O019	f106r	f106	f106r.6	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	orkchsd	3	NONE	[orkchsd:?]	GDT734_CELL	NONE	NONE	shor sheor orkchsd otair or qokeeo raiin qokeeolchedy olchedy qokeol qoky	1	0
G761-D022	G761-O020	f106r	f106	f106r.21	cheo	3	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	lkeedy	4	NONE	Drogenholz, heiß am Gradende, abgeschlossen	GDT734_COMPLETE_WHOLE	NONE	NONE	olkeedy qokchedy cheo lkeedy chearaiin okain	1	0
G761-D023	G761-O021	f106r	f106	f106r.43	cheor	7	DRY	MATERIAL_PART	trockener Drogenteil	R	1	al	8	NONE	Material I	GDT712_GDT734_POST_G734_OVERRIDE	NONE	NONE	daiiral sheol daiin otedy qokain okar cheor al taiin chekal otaras	1	0
G761-D024	G761-O022	f106v	f106	f106v.2	sheo	11	MOIST	PREPARATION	Feuchtzubereitung	L	1	shed	10	MOIST|PROCESS|MIDDLE_STAGE	Einweichen bis zur mittleren Stufe abschließen	GDT734_COMPLETE_WHOLE	NONE	NONE	daiin al sheeodar y chtain char otar qokar otar shed sheo keorain amchy	1	0
G761-D025	G761-O023	f106v	f106	f106v.8	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	oraiin	1	AMOUNT	drei Portionen	GDT760_AMOUNT_FAMILY	NONE	NONE	oraiin cheo rol aiin otaiin	1	0
G761-D026	G761-O023	f106v	f106	f106v.8	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	rol	3	NONE	Wurzelstoff	GDT734_COMPLETE_WHOLE	NONE	NONE	oraiin cheo rol aiin otaiin	1	0
G761-D027	G761-O024	f107r	f107	f107r.33	cheo	3	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	chekain	2	HOT|DRY|PROCESS|MIDDLE_STAGE|LEVEL_II	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	GDT734_COMPLETE_WHOLE	NONE	NONE	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	1	0
G761-D028	G761-O024	f107r	f107	f107r.33	cheo	3	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	kaiin	4	HOT|LEVEL_III	heiß, Grad III	GDT734_COMPLETE_WHOLE	NONE	NONE	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	1	0
G761-D029	G761-O025	f107r	f107	f107r.46	cheor	6	DRY	MATERIAL_PART	trockener Drogenteil	L	1	ol	5	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	NONE	NONE	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	1	0
G761-D030	G761-O025	f107r	f107	f107r.46	cheor	6	DRY	MATERIAL_PART	trockener Drogenteil	R	1	aiin	7	NONE	Wert III	GDT760_AMOUNT_FAMILY	NONE	NONE	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	1	0
G761-D031	G761-O026	f107v	f107	f107v.26	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	L	1	oraiin	1	AMOUNT	drei Portionen	GDT760_AMOUNT_FAMILY	NONE	NONE	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy	1	0
G761-D032	G761-O026	f107v	f107	f107v.26	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	qokain	3	NONE	heiß, Grad II	GDT734_COMPLETE_WHOLE	NONE	NONE	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy	1	0
G761-D033	G761-O027	f107v	f107	f107v.39	cheor	2	DRY	MATERIAL_PART	trockener Drogenteil	L	1	okain	1	NONE	heißer Ansatz, Grad II	GDT734_COMPLETE_WHOLE	NONE	NONE	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y	1	0
G761-D034	G761-O027	f107v	f107	f107v.39	cheor	2	DRY	MATERIAL_PART	trockener Drogenteil	R	1	olkaiin	3	NONE	heiß; Wert III	GDT734_COMPLETE_WHOLE	NONE	NONE	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y	1	0
G761-D035	G761-O028	f108r	f108	f108r.5	cheo	9	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	pchofar	8	NONE	[pchofar:?]	GDT734_CELL	NONE	NONE	tchokedy chey oteey okeey lkededy okche y pchofar cheo pchedy qotedy otol	1	0
G761-D036	G761-O028	f108r	f108	f108r.5	cheo	9	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	pchedy	10	NONE	getrocknetes Pulver	GDT734_COMPLETE_WHOLE	NONE	NONE	tchokedy chey oteey okeey lkededy okche y pchofar cheo pchedy qotedy otol	1	0
G761-D037	G761-O029	f108v	f108	f108v.20	sheo	2	MOIST	PREPARATION	Feuchtzubereitung	L	1	polkeedal	1	NONE	[polkeedal:?]	GDT734_CELL	NONE	NONE	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol	1	0
G761-D038	G761-O029	f108v	f108	f108v.20	sheo	2	MOIST	PREPARATION	Feuchtzubereitung	R	1	kchey	3	NONE	heiß-trocken, Mittelstufe	GDT734_COMPLETE_WHOLE	NONE	NONE	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol	1	0
G761-D039	G761-O030	f108v	f108	f108v.37	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	L	1	sain	1	NONE	zwei Drachmen	GDT760_AMOUNT_FAMILY	NONE	NONE	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	1	0
G761-D040	G761-O030	f108v	f108	f108v.37	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	sheey	3	NONE	feucht, Endstufe	GDT734_COMPLETE_WHOLE	NONE	NONE	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	1	0
G761-D041	G761-O031	f10v	f10	f10v.1	sheo	3	MOIST	PREPARATION	Feuchtzubereitung	L	1	daiin	2	NONE	Grad-/Maßwert III	GDT734_CELL	NONE	NONE	paiin daiin sheo pcheey qoty daiin cthor otydy sain	1	0
G761-D042	G761-O031	f10v	f10	f10v.1	sheo	3	MOIST	PREPARATION	Feuchtzubereitung	R	1	pcheey	4	NONE	H1-Form im trockenen Form-II-Feld; Stoff und Funktion offen	GDT736_POST_G734_OVERRIDE	NONE	NONE	paiin daiin sheo pcheey qoty daiin cthor otydy sain	1	0
G761-D043	G761-O033	f111r	f111	f111r.44	sheo	5	MOIST	PREPARATION	Feuchtzubereitung	L	1	okeam	4	NONE	[okeam:?]	GDT734_CELL	NONE	NONE	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	1	0
G761-D044	G761-O034	f111v	f111	f111v.10	cheo	5	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	lor	4	NONE	Holzportion	GDT734_COMPLETE_WHOLE	NONE	NONE	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy	1	0
G761-D045	G761-O035	f111v	f111	f111v.21	sheo	11	MOIST	PREPARATION	Feuchtzubereitung	R	1	qo	12	PROCESS	nehmen	GDT734_COMPLETE_WHOLE	NONE	NONE	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	1	0
G761-D046	G761-O036	f112r	f112	f112r.17	cheo	6	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	qor	5	NONE	nimm eine Drogenportion	GDT734_COMPLETE_WHOLE	NONE	NONE	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	1	0
G761-D047	G761-O036	f112r	f112	f112r.17	cheo	6	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	ral	7	NONE	Wurzelrohstoff I	GDT734_COMPLETE_WHOLE	NONE	NONE	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	1	0
G761-D048	G761-O037	f112v	f112	f112v.38	cheo	11	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	dain	12	NONE	Grad-/Maßwert II	GDT734_CELL	NONE	NONE	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	1	0
G761-D049	G761-O038	f113r	f113	f113r.6	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	sor	1	NONE	Samenportion	GDT734_COMPLETE_WHOLE	NONE	NONE	sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol	1	0
G761-D050	G761-O038	f113r	f113	f113r.6	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	cheey	3	NONE	trocken; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	NONE	NONE	sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol	1	0
G761-D051	G761-O039	f113r	f113	f113r.22	sheor	8	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	qokchy	9	NONE	heiß-trocken, Anfangsstufe	GDT734_COMPLETE_WHOLE	NONE	NONE	tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy qopam	1	0
G761-D052	G761-O040	f113r	f113	f113r.38	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	L	1	daiin	1	NONE	Grad-/Maßwert III	GDT734_CELL	NONE	NONE	daiin sheor qoteey daiin okchedy sheos aiin	1	0
G761-D053	G761-O040	f113r	f113	f113r.38	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	qoteey	3	COLD|END_STAGE	kalt am Ende des Grades	GDT734_COMPLETE_WHOLE	NONE	NONE	daiin sheor qoteey daiin okchedy sheos aiin	1	0
G761-D054	G761-O041	f113r	f113	f113r.49	cheo	3	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	cheeey	2	NONE	[cheeey:?]	GDT734_CELL	NONE	NONE	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al	1	0
G761-D055	G761-O041	f113r	f113	f113r.49	cheo	3	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	kcheey	4	HOT|DRY|END_STAGE	heiß und trocken am Ende des Grades	GDT734_COMPLETE_WHOLE	NONE	NONE	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al	1	0
