event_id	source_token_id	statement_id	record_unit_id	page	field_id	visible_owner	visible_surface	master_card_id	source_short_value_de	imperative_clause_de	terminal_status
E001	SRC_E001	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dchey	MC071	Wurzel	Nimm die Wurzel	NONCLOSE
E002	SRC_E002	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthoor	MC158	den Ansatz bereitstellen	Stelle den Ansatz bereit	NONCLOSE
E003	SRC_E003	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	char	MC055	davon	Nimm davon	NONCLOSE
E004	SRC_E004	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chty	MC086	Teil	Nimm den bezeichneten Teil	NONCLOSE
E005	SRC_E005	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	os	MC159	Aufnahmegefäß	Stelle das Aufnahmegefäß bereit	NONCLOSE
E006	SRC_E006	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chair	MC014	laufendes Medium zugießen	Gieße das laufende Medium zu	NONCLOSE
E007	SRC_E007	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otytchol	MC069	Folgeteil	Nimm danach den folgenden Teil	NONCLOSE
E008	SRC_E008	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oky	MC026	einsetzen	Setze den Posten ein	NONCLOSE
E009	SRC_E009	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	NONCLOSE
E010	SRC_E010	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	etyd	MC108	kleiner Rest	Nimm den kleinen Rest	NONCLOSE
E011	SRC_E011	H1-S002	H1	f10r	F002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qokchy	MC103	den laufenden Posten einsetzen und weiterbearbeiten	Setze den laufenden Posten ein und bearbeite ihn weiter	NONCLOSE
E012	SRC_E012	H1-S002	H1	f10r	F002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchol	MC163	zum Folgegang wechseln	Wechsle zum Folgegang	NONCLOSE
E013	SRC_E013	H1-S002	H1	f10r	F002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	Arbeite weiter	NONCLOSE
E014	SRC_E014	H1-S002	H1	f10r	F002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	bereit	Halte ihn bereit	NONCLOSE
E015	SRC_E015	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ycheor	MC075	aktueller Auszugsansatz	Verwende den laufenden Auszugsansatz	NONCLOSE
E016	SRC_E016	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	bereit	Halte ihn bereit	NONCLOSE
E017	SRC_E017	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	Verwende den Ansatz	NONCLOSE
E018	SRC_E018	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthaiin	MC169	die Sollvorbereitung setzen	Stelle die vorgeschriebene Vorbereitung ein	NONCLOSE
E019	SRC_E019	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qoctholy	MC115	danach mit diesem Posten weiter	Arbeite danach mit diesem Posten weiter	NONCLOSE
E020	SRC_E020	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	dies	Halte diesen Posten aktiv	NONCLOSE
E021	SRC_E021	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	dies	Halte diesen Posten aktiv	NONCLOSE
E022	SRC_E022	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	taiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	NONCLOSE
E023	SRC_E023	H2-S001	H2	f10r	F003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shy	MC123	dies	Halte diesen Posten aktiv	NONCLOSE
E024	SRC_E024	H2-S002	H2	f10r	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchor	MC013	Folgeansatz	Wechsle zum folgenden Ansatz	NONCLOSE
E025	SRC_E025	H2-S002	H2	f10r	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	Verwende den Ansatz	NONCLOSE
E026	SRC_E026	H2-S002	H2	f10r	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	MC053	danach im selben Gang weiter	Arbeite danach im selben Gang weiter	NONCLOSE
E027	SRC_E027	H2-S002	H2	f10r	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	Arbeite weiter	NONCLOSE
E028	SRC_E028	H2-S002	H2	f10r	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	MC157	derselbe Ansatz	Verwende denselben Ansatz weiter	NONCLOSE
E029	SRC_E029	H2-S002	H2	f10r	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	Arbeite weiter	NONCLOSE
E030	SRC_E030	H2-S002	H2	f10r	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	NONCLOSE
E031	SRC_E031	H2-S002	H2	f10r	F004	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dar	MC055	davon	Nimm davon	NONCLOSE
E032	SRC_E032	H2-S003	H2	f10r	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	MC027	Gefäß für den Ansatz	Stelle das Ansatzgefäß bereit	NONCLOSE
E033	SRC_E033	H2-S003	H2	f10r	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	MC080	Ansatz	Verwende den Ansatz	NONCLOSE
E034	SRC_E034	H2-S003	H2	f10r	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	Verwende den Ansatz	NONCLOSE
E035	SRC_E035	H2-S003	H2	f10r	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	dies	Halte diesen Posten aktiv	NONCLOSE
E036	SRC_E036	H2-S003	H2	f10r	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	MC048	die Arbeitsstufe setzen	Stelle die Arbeitsstufe ein	NONCLOSE
E037	SRC_E037	H2-S003	H2	f10r	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	dies	Halte diesen Posten aktiv	NONCLOSE
E038	SRC_E038	H2-S003	H2	f10r	F005	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chodaiin	MC087	Zugabemaß	Gib die vorgeschriebene Menge zu	NONCLOSE
E039	SRC_E039	H3-S001	H3	f11r	F006	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tshol	MC098	Kochgut	Setze das Kochgut an	NONCLOSE
E040	SRC_E040	H3-S001	H3	f11r	F006	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	MC049	Sudansatz	Bereite den Sudansatz	NONCLOSE
E041	SRC_E041	H3-S001	H3	f11r	F006	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cfhy	MC129	auswringen	Wringe den Posten aus	NONCLOSE
E042	SRC_E042	H3-S001	H3	f11r	F006	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shfydaiin	MC111	eine vorgeschriebene Stehzeit einhalten	Lass ihn die vorgeschriebene Zeit stehen	NONCLOSE
E043	SRC_E043	H3-S001	H3	f11r	F006	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cphy	MC156	nachseihen	Seihe ihn danach erneut	NONCLOSE
E044	SRC_E044	H3-S001	H3	f11r	F006	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shey	MC119	Klarlauf	Nimm den klaren Ablauf	NONCLOSE
E045	SRC_E045	H3-S001	H3	f11r	F006	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tchody	MC037	kalt stellen	Stelle ihn kalt	TERMINAL
E046	SRC_E046	H3-S002	H3	f11r	F007	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shoyty	MC062	Zugabeteil	Nimm den Teil für die Zugabe	NONCLOSE
E047	SRC_E047	H3-S003	H3	f11r	F008	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dchol	MC142	vom vorigen Arbeitsgang nehmen	Nimm ihn aus dem vorigen Arbeitsgang	NONCLOSE
E048	SRC_E048	H3-S003	H3	f11r	F008	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	chy	MC123	dies	Halte diesen Posten aktiv	NONCLOSE
E049	SRC_E049	H3-S003	H3	f11r	F008	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	kchy	MC117	den laufenden Posten bearbeiten	Bearbeite den laufenden Posten	NONCLOSE
E050	SRC_E050	H3-S003	H3	f11r	F008	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	MC123	dies	Halte diesen Posten aktiv	NONCLOSE
E051	SRC_E051	H3-S003	H3	f11r	F008	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	daiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	NONCLOSE
E052	SRC_E052	H3-S004	H3	f11r	F009	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	qotchy	MC107	zum nächsten Posten wechseln	Wechsle zum nächsten Posten	NONCLOSE
E053	SRC_E053	H3-S004	H3	f11r	F009	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	okchol	MC041	die Fortsetzung einsetzen	Setze die Fortsetzung ein	NONCLOSE
E054	SRC_E054	H3-S004	H3	f11r	F009	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cthy	MC161	bereit	Halte ihn bereit	NONCLOSE
E055	SRC_E055	H3-S004	H3	f11r	F009	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	MC123	dies	Halte diesen Posten aktiv	NONCLOSE
E056	SRC_E056	H4-S001	H4	f55v	F010	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	qokaiin	MC120	bemessen	Messe den Posten ab	NONCLOSE
E057	SRC_E057	H4-S001	H4	f55v	F010	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chaiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	NONCLOSE
E058	SRC_E058	H4-S001	H4	f55v	F010	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykain	MC047	erste Portion	Nimm die erste Portion	NONCLOSE
E059	SRC_E059	H4-S001	H4	f55v	F010	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykan	MC148	zweite Portion	Nimm die zweite Portion	NONCLOSE
E060	SRC_E060	H4-S001	H4	f55v	F010	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ody	MC100	aus der Wärme nehmen und abkühlen	Nimm ihn aus der Wärme und lass ihn abkühlen	TERMINAL
E061	SRC_E061	H4-S002	H4	f55v	F011	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	daiin	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	NONCLOSE
E062	SRC_E062	H4-S002	H4	f55v	F011	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	MC074	überführen	Führe den Posten über	NONCLOSE
E063	SRC_E063	H4-S002	H4	f55v	F011	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	talam	MC160	verwahren	Verwahre ihn	TERMINAL
E064	SRC_E064	H4-S003	H4	f55v	F012	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykaiin	MC170	Sollportion	Nimm die vorgeschriebene Portion	NONCLOSE
