paragraph	grammar	chol	timing	target	Q_patient	Q_object	Q_status	Q_debts	A_patient	A_patient_form	A_object	A_status	A_debts	Q_before	A_before	A_after	row_status
f17v|f17v.1-f17v.23	B	D	O	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	B	D	I	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	B	H	O	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	B	H	I	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	J	D	O	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	J	D	I	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	J	H	O	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	J	H	I	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	M	D	O	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	M	D	I	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	M	H	O	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f17v|f17v.1-f17v.23	M	H	I	f17v.9:2	f17v.9:3	f17v.9:3	INITIAL_CONSTRAINT		f17v.9:3	kchol	f17v.9:3	ASSUMED_EFFECT_APPLIED		"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	recorded
f22v|f22v.6-f22v.16	B	D	O	f22v.14:3			MISSING_PATIENT	MISSING_MATERIAL_BINDING	f22v.12:3	cthy	f22v.8:2	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f22v.13:1;UNREAD_BETWEEN:f22v.13:2;UNREAD_BETWEEN:f22v.13:3;UNREAD_BETWEEN:f22v.14:1;UNREAD_BETWEEN:f22v.14:2;IMPLICIT_SUBJECT_CONTINUATION	{}	{}	"{""PHYSICAL:moisture"":""wet""}"	recorded
f22v|f22v.6-f22v.16	B	D	I	f22v.14:3			MISSING_PATIENT	MISSING_MATERIAL_BINDING	f22v.12:3	cthy	f22v.8:2	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f22v.13:1;UNREAD_BETWEEN:f22v.13:2;UNREAD_BETWEEN:f22v.13:3;UNREAD_BETWEEN:f22v.14:1;UNREAD_BETWEEN:f22v.14:2;IMPLICIT_SUBJECT_CONTINUATION	{}	{}	"{""PHYSICAL:moisture"":""wet""}"	recorded
f22v|f22v.6-f22v.16	B	H	O	f22v.14:3			MISSING_PATIENT	MISSING_MATERIAL_BINDING	f22v.12:3	cthy	f22v.8:2	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f22v.13:1;UNREAD_BETWEEN:f22v.13:2;UNREAD_BETWEEN:f22v.13:3;UNREAD_BETWEEN:f22v.14:1;UNREAD_BETWEEN:f22v.14:2;IMPLICIT_SUBJECT_CONTINUATION	{}	{}	"{""PHYSICAL:moisture"":""wet""}"	recorded
f22v|f22v.6-f22v.16	B	H	I	f22v.14:3			MISSING_PATIENT	MISSING_MATERIAL_BINDING	f22v.12:3	cthy	f22v.8:2	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f22v.13:1;UNREAD_BETWEEN:f22v.13:2;UNREAD_BETWEEN:f22v.13:3;UNREAD_BETWEEN:f22v.14:1;UNREAD_BETWEEN:f22v.14:2;IMPLICIT_SUBJECT_CONTINUATION	{}	{}	"{""PHYSICAL:moisture"":""wet""}"	recorded
f22v|f22v.6-f22v.16	J	D	O	f22v.14:3			MISSING_PATIENT	MISSING_MATERIAL_BINDING	f22v.12:3	cthy	f22v.8:2	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f22v.13:1;UNREAD_BETWEEN:f22v.13:2;UNREAD_BETWEEN:f22v.13:3;UNREAD_BETWEEN:f22v.14:1;UNREAD_BETWEEN:f22v.14:2;IMPLICIT_SUBJECT_CONTINUATION	{}	{}	"{""PHYSICAL:moisture"":""wet""}"	recorded
