paragraph	grammar	chol	timing	shol_model	target	location	kind	form	object	status	before	after	debts	row_status
f22v|f22v.6-f22v.16	B	D	O	A	f22v.14:3	f22v.15:2	MATERIAL	cthy	f22v.8:2	SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
f22v|f22v.6-f22v.16	B	D	O	A	f22v.14:3	f22v.15:4	ACTION	qokchy	f22v.8:2	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	UNREAD_BETWEEN:f22v.15:3	recorded
f22v|f22v.6-f22v.16	B	D	I	A	f22v.14:3	f22v.15:2	MATERIAL	cthy	f22v.8:2	SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
f22v|f22v.6-f22v.16	B	D	I	A	f22v.14:3	f22v.15:4	ACTION	qokchy	f22v.8:2	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	UNREAD_BETWEEN:f22v.15:3	recorded
f22v|f22v.6-f22v.16	B	H	O	A	f22v.14:3	f22v.15:2	MATERIAL	cthy	f22v.8:2	SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
f22v|f22v.6-f22v.16	B	H	O	A	f22v.14:3	f22v.15:4	ACTION	qokchy	f22v.8:2	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	UNREAD_BETWEEN:f22v.15:3	recorded
f22v|f22v.6-f22v.16	B	H	I	A	f22v.14:3	f22v.15:2	MATERIAL	cthy	f22v.8:2	SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
f22v|f22v.6-f22v.16	B	H	I	A	f22v.14:3	f22v.15:4	ACTION	qokchy	f22v.8:2	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	UNREAD_BETWEEN:f22v.15:3	recorded
f22v|f22v.6-f22v.16	J	D	O	A	f22v.14:3	f22v.15:2	MATERIAL	cthy	f22v.8:2	SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
f22v|f22v.6-f22v.16	J	D	O	A	f22v.14:3	f22v.15:4	ACTION	qokchy	f22v.8:2	NO_STATE_TRANSITION_MODELLED	"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"	UNREAD_BETWEEN:f22v.15:3	recorded
