page	locus	token_ordinal	surface	v67_token_gloss_de	v68_token_gloss_de	byte_identical	v68_clause_id	v68_clause_type	v68_action_license	v68_active_verb_occurrences	v69_relation_roles	v69_edge_ids	v69_source_edge_ids	v69_reference_ids	v69_target_edge_ids	v69_rival_ids	v69_token_gloss_de	v69_word_delta	v69_status
f102v2	f102v2.3	1	oror	zwei Portionen	zwei Portionen	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	zwei Portionen	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	1	ychedaiin	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	1	1	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	1	NONE	NONE	NONE	R001	NONE	NONE	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	2	qoteed	Auszug vollständig abkühlen und abziehen	Auszug vollständig abkühlen und abziehen	1	2	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	2	NONE	NONE	NONE	NONE	NONE	NONE	Auszug vollständig abkühlen und abziehen	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	3	chockhy	trockene Arzneizubereitung, Gradanfang	trockene Arzneizubereitung, Gradanfang	1	3	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	trockene Arzneizubereitung, Gradanfang	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	4	otaiin	kalter Ansatz, Grad III	kalter Ansatz, Grad III	1	3	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	PREPARATION_HEAD:C009	C009	C009	NONE	NONE	NONE	kalter Ansatz, Grad III	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	5	ydaiin	davon drei Maße	davon drei Maße	1	3	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	DONOR_MEASURE_POOL:C009|REFERENCE:C009	C009	C009	R002	NONE	NONE	davon drei Maße	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	6	qokamdy	ein Maß nehmen und erhitzen	ein Maß nehmen und erhitzen	1	4	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	2	TARGET_ACTION:C009	C009	NONE	NONE	C009	NONE	ein Maß nehmen und erhitzen	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	7	otarar	Unteranteil I des Anteils I des kalten Ansatzes	Unteranteil I des Anteils I des kalten Ansatzes	1	5	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	Unteranteil I des Anteils I des kalten Ansatzes	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	8	alched	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	1	5	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	9	otair	Anteil II des kalten Ansatzes	Anteil II des kalten Ansatzes	1	5	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	Anteil II des kalten Ansatzes	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f104v	f104v.2	10	oram	eine Maßportion Ansatz	eine Maßportion Ansatz	1	5	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	eine Maßportion Ansatz	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	1	dshees	eine Dosis vollständig eingeweichte Arzneimischung	eine Dosis vollständig eingeweichte Arzneimischung	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	eine Dosis vollständig eingeweichte Arzneimischung	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	2	yey	hieran anschließend	hieran anschließend	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	R003	NONE	NONE	hieran anschließend	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	3	cheey	trocken am Ende des Grades	trocken am Ende des Grades	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	trocken am Ende des Grades	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	4	raiin	Wurzel, Charge III	Wurzel, Charge III	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	Wurzel, Charge III	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	5	otchdy	kalt-trockene Zubereitung, Anfangsstufe erreicht	kalt-trockene Zubereitung, Anfangsstufe erreicht	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	kalt-trockene Zubereitung, Anfangsstufe erreicht	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	6	qodor	eine Portion des Ansatzes abmessen	eine Portion des Ansatzes abmessen	1	2	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	1	NONE	NONE	NONE	NONE	NONE	NONE	eine Portion des Ansatzes abmessen	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	7	ches	trockenes Drogenmaterial, Mittelstufe	trockenes Drogenmaterial, Mittelstufe	1	3	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	trockenes Drogenmaterial, Mittelstufe	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	8	or	Drogenportion	Drogenportion	1	3	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	Drogenportion	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	9	cheey	trocken am Ende des Grades	trocken am Ende des Grades	1	3	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	trocken am Ende des Grades	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	10	okees	Charge vollständig erhitzten Ansatzes	Charge vollständig erhitzten Ansatzes	1	3	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	Charge vollständig erhitzten Ansatzes	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	11	odar	Anteil I des Ansatzes abmessen	Anteil I des Ansatzes abmessen	1	4	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	1	NONE	NONE	NONE	NONE	NONE	NONE	Anteil I des Ansatzes abmessen	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	12	cheody	getrocknete Masse	getrocknete Masse	1	5	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	getrocknete Masse	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.2	13	qody	fertige Zubereitung	fertige Zubereitung	1	5	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	fertige Zubereitung	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.31	1	kodeey	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	vollständig erhitzte und abgeschlossene Zubereitungsdosis	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.31	2	lchl	getrocknetes Holz	getrocknetes Holz	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	getrocknetes Holz	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.31	3	shx	eingeweichtes Gummi	eingeweichtes Gummi	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	eingeweichtes Gummi	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.31	4	ar	Drogenanteil I	Drogenanteil I	1	1	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	P001	Drogenanteil I	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	1	2	ACTION_CLAUSE	GDT689_V62_ACTION_ORDINAL	2	NONE	NONE	NONE	NONE	NONE	P001	in drei Bündel abfüllen und schließen	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
f105r	f105r.31	6	cpheesy	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	1	3	NOMINAL_BLOCK	NOT_ACTION_LICENSED	0	NONE	NONE	NONE	NONE	NONE	NONE	vollständig bereitetes und abgeschlossenes Arzneikompositum	0	V68_WORDS_FROZEN__RELATION_METADATA_ONLY
