edition	paragraph	grammar	model	target	source	source_form	via_action	source_after_reference	inherited_debts	unread_between	other_materials	amount	amount_form	status	row_status
ZL3b	f86v5|f86v5.18-f86v5.25	B	U	f86v5.18:7				False						UNBOUND_BASELINE	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	B	T	f86v5.18:7				False						MISSING_SOURCE	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	B	V	f86v5.18:7				False						MISSING_SOURCE	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	J	U	f86v5.18:7				False						UNBOUND_BASELINE	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	J	T	f86v5.18:7				False						MISSING_SOURCE	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	J	V	f86v5.18:7				False						MISSING_SOURCE	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	M	U	f86v5.18:7				False						UNBOUND_BASELINE	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	M	T	f86v5.18:7				False						MISSING_SOURCE	recorded
ZL3b	f86v5|f86v5.18-f86v5.25	M	V	f86v5.18:7				False						MISSING_SOURCE	recorded
ZL3b	f93r|f93r.1-f93r.32	B	U	f93r.11:6				False						UNBOUND_BASELINE	recorded
ZL3b	f93r|f93r.1-f93r.32	B	T	f93r.11:6	f93r.11:5	sheo		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f93r|f93r.1-f93r.32	B	V	f93r.11:6	f93r.10:4	cheol	f93r.10:2	False	UNREAD_BETWEEN:f93r.10:3	f93r.10:5;f93r.11:4	f93r.11:1;f93r.11:2;f93r.11:5			SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f93r|f93r.1-f93r.32	J	U	f93r.11:6				False						UNBOUND_BASELINE	recorded
ZL3b	f93r|f93r.1-f93r.32	J	T	f93r.11:6	f93r.11:5	sheo		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f93r|f93r.1-f93r.32	J	V	f93r.11:6	f93r.10:4	cheol	f93r.10:2	False	UNREAD_BETWEEN:f93r.10:3	f93r.10:5;f93r.11:4	f93r.11:1;f93r.11:2;f93r.11:5			SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f93r|f93r.1-f93r.32	M	U	f93r.11:6				False						UNBOUND_BASELINE	recorded
ZL3b	f93r|f93r.1-f93r.32	M	T	f93r.11:6	f93r.11:5	sheo		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f93r|f93r.1-f93r.32	M	V	f93r.11:6	f93r.10:4	cheol	f93r.10:2	False	UNREAD_BETWEEN:f93r.10:3	f93r.10:5;f93r.11:4	f93r.11:1;f93r.11:2;f93r.11:5			SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f99r|f99r.47-f99r.52	B	U	f99r.50:9				False				f99r.50:8	or	UNBOUND_BASELINE	recorded
ZL3b	f99r|f99r.47-f99r.52	B	T	f99r.50:9	f99r.49:6	okeol		False		f99r.49:9;f99r.49:10;f99r.50:4;f99r.50:7		f99r.50:8	or	SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f99r|f99r.47-f99r.52	B	V	f99r.50:9	f99r.49:6	okeol	f99r.50:5	False	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	f99r.49:9;f99r.49:10;f99r.50:4;f99r.50:7		f99r.50:8	or	SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f99r|f99r.47-f99r.52	J	U	f99r.50:9				False				f99r.50:8	or	UNBOUND_BASELINE	recorded
ZL3b	f99r|f99r.47-f99r.52	J	T	f99r.50:9	f99r.49:6	okeol		False		f99r.49:9;f99r.49:10;f99r.50:4;f99r.50:7		f99r.50:8	or	SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f99r|f99r.47-f99r.52	J	V	f99r.50:9	f99r.49:6	okeol	f99r.50:5	False	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	f99r.49:9;f99r.49:10;f99r.50:4;f99r.50:7		f99r.50:8	or	SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f99r|f99r.47-f99r.52	M	U	f99r.50:9				False				f99r.50:8	or	UNBOUND_BASELINE	recorded
ZL3b	f99r|f99r.47-f99r.52	M	T	f99r.50:9	f99r.49:6	okeol		False		f99r.49:9;f99r.49:10;f99r.50:4;f99r.50:7		f99r.50:8	or	SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f99r|f99r.47-f99r.52	M	V	f99r.50:9	f99r.49:6	okeol	f99r.50:5	False	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	f99r.49:9;f99r.49:10;f99r.50:4;f99r.50:7		f99r.50:8	or	SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	U	f102v2.33:7				False						UNBOUND_BASELINE	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	T	f102v2.33:7	f102v2.33:4	cheor		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	V	f102v2.33:7	f102v2.33:2	sho	f102v2.33:1	False	EXTRACT_PATIENT_NOT_BOUND	f102v2.33:3	f102v2.33:4			SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	U	f102v2.33:7				False						UNBOUND_BASELINE	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	T	f102v2.33:7	f102v2.33:4	cheor		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	V	f102v2.33:7	f102v2.33:2	sho	f102v2.33:1	False	EXTRACT_PATIENT_NOT_BOUND	f102v2.33:3	f102v2.33:4			SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	M	U	f102v2.33:7				False						UNBOUND_BASELINE	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	M	T	f102v2.33:7	f102v2.33:4	cheor		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	M	V	f102v2.33:7	f102v2.33:2	sho	f102v2.33:1	False	EXTRACT_PATIENT_NOT_BOUND	f102v2.33:3	f102v2.33:4			SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f86v5|f86v5.18-f86v5.25	B	U	f86v5.18:7				False						UNBOUND_BASELINE	recorded
IT2a	f86v5|f86v5.18-f86v5.25	B	T	f86v5.18:7	f86v5.18:2	sheo		False		f86v5.18:3;f86v5.18:4;f86v5.18:5				SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f86v5|f86v5.18-f86v5.25	B	V	f86v5.18:7				False						MISSING_SOURCE	recorded
IT2a	f86v5|f86v5.18-f86v5.25	J	U	f86v5.18:7				False						UNBOUND_BASELINE	recorded
IT2a	f86v5|f86v5.18-f86v5.25	J	T	f86v5.18:7	f86v5.18:2	sheo		False		f86v5.18:3;f86v5.18:4;f86v5.18:5				SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f86v5|f86v5.18-f86v5.25	J	V	f86v5.18:7				False						MISSING_SOURCE	recorded
IT2a	f86v5|f86v5.18-f86v5.25	M	U	f86v5.18:7				False						UNBOUND_BASELINE	recorded
IT2a	f86v5|f86v5.18-f86v5.25	M	T	f86v5.18:7	f86v5.18:2	sheo		False		f86v5.18:3;f86v5.18:4;f86v5.18:5				SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f86v5|f86v5.18-f86v5.25	M	V	f86v5.18:7				False						MISSING_SOURCE	recorded
IT2a	f93r|f93r.1-f93r.32	B	U	f93r.11:5				False						UNBOUND_BASELINE	recorded
IT2a	f93r|f93r.1-f93r.32	B	T	f93r.11:5	f93r.11:4	sheo		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f93r|f93r.1-f93r.32	B	V	f93r.11:5	f93r.10:4	cheol	f93r.10:2	False	UNREAD_BETWEEN:f93r.10:3	f93r.10:5;f93r.11:3	f93r.11:1;f93r.11:2;f93r.11:4			SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f93r|f93r.1-f93r.32	J	U	f93r.11:5				False						UNBOUND_BASELINE	recorded
IT2a	f93r|f93r.1-f93r.32	J	T	f93r.11:5	f93r.11:4	sheo		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f93r|f93r.1-f93r.32	J	V	f93r.11:5	f93r.10:4	cheol	f93r.10:2	False	UNREAD_BETWEEN:f93r.10:3	f93r.10:5;f93r.11:3	f93r.11:1;f93r.11:2;f93r.11:4			SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f93r|f93r.1-f93r.32	M	U	f93r.11:5				False						UNBOUND_BASELINE	recorded
IT2a	f93r|f93r.1-f93r.32	M	T	f93r.11:5	f93r.11:4	sheo		False						SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f93r|f93r.1-f93r.32	M	V	f93r.11:5	f93r.10:4	cheol	f93r.10:2	False	UNREAD_BETWEEN:f93r.10:3	f93r.10:5;f93r.11:3	f93r.11:1;f93r.11:2;f93r.11:4			SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f99r|f99r.47-f99r.52	B	U	f99r.50:9				False				f99r.50:8	or	UNBOUND_BASELINE	recorded
IT2a	f99r|f99r.47-f99r.52	B	T	f99r.50:9	f99r.49:3	keeor		False		f99r.49:6;f99r.49:8;f99r.49:9;f99r.50:4;f99r.50:7		f99r.50:8	or	SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f99r|f99r.47-f99r.52	B	V	f99r.50:9	f99r.49:3	keeor	f99r.50:5	False	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	f99r.49:6;f99r.49:8;f99r.49:9;f99r.50:4;f99r.50:7		f99r.50:8	or	SOURCE_BOUND_HYPOTHETICALLY	recorded
IT2a	f99r|f99r.47-f99r.52	J	U	f99r.50:9				False				f99r.50:8	or	UNBOUND_BASELINE	recorded
