edition	paragraph	target	material	form	offset	row_status
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.2:6	sheo	13	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.3:6	chody	24	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.4:4	shody	32	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.5:2	chody	38	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.5:5	qokol	41	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.6:2	otor	45	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.7:1	shor	51	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.7:3	ody	53	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.8:2	sheeody	57	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.8:3	chodaiin	58	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.10:4	cheol	67	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.11:1	okeol	69	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.11:2	oteol	70	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.11:5	sheo	73	recorded
ZL3b	f99r|f99r.47-f99r.52	f99r.50:9	f99r.47:1	tol	0	recorded
ZL3b	f99r|f99r.47-f99r.52	f99r.50:9	f99r.47:3	ctheey	2	recorded
ZL3b	f99r|f99r.47-f99r.52	f99r.50:9	f99r.48:2	okeol	4	recorded
ZL3b	f99r|f99r.47-f99r.52	f99r.50:9	f99r.49:6	okeol	17	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.31:3	sheeody	11	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.32:2	cheor	19	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.32:4	okeol	21	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.32:9	cheeor	26	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.33:2	sho	31	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.33:4	cheor	33	recorded
IT2a	f86v5|f86v5.18-f86v5.25	f86v5.18:7	f86v5.18:2	sheo	1	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.2:6	sheo	13	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.3:6	chody	24	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.4:4	shody	32	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.5:2	chody	37	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.5:5	qokol	40	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.6:2	otor	44	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.7:1	shor	50	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.7:3	ody	52	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.8:2	sheeody	56	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.8:3	chodaiin	57	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.9:3	ctho	61	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.10:4	cheol	66	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.11:1	okeol	68	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.11:2	oteol	69	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.11:5	f93r.11:4	sheo	71	recorded
IT2a	f99r|f99r.47-f99r.52	f99r.50:9	f99r.47:1	tol	0	recorded
IT2a	f99r|f99r.47-f99r.52	f99r.50:9	f99r.47:3	ctheey	2	recorded
IT2a	f99r|f99r.47-f99r.52	f99r.50:9	f99r.48:2	okeol	4	recorded
IT2a	f99r|f99r.47-f99r.52	f99r.50:9	f99r.49:3	keeor	15	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:6	f102v2.31:3	sheeody	11	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:6	f102v2.32:2	cheor	19	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:6	f102v2.32:4	okeol	21	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:6	f102v2.32:9	cheeor	26	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:6	f102v2.33:2	sho	31	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:6	f102v2.33:4	cheor	33	recorded
RF1b	f86v5|f86v5.18-f86v5.25	f86v5.18:7	f86v5.18:2	sheo	1	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.2:6	sheo	13	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.3:6	chody	24	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.4:5	shody	33	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.5:2	chody	39	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.5:5	qokol	42	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.6:2	otor	46	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.7:1	shor	52	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.7:3	ody	54	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.8:2	sheeody	58	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.8:3	chodaiin	59	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.10:4	cheol	68	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.11:1	okeol	70	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.11:2	oteol	71	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.11:6	f93r.11:5	sheo	74	recorded
RF1b	f99r|f99r.47-f99r.52	f99r.50:9	f99r.47:2	ctheey	1	recorded
RF1b	f99r|f99r.47-f99r.52	f99r.50:9	f99r.48:2	okeol	3	recorded
RF1b	f99r|f99r.47-f99r.52	f99r.50:9	f99r.49:7	okeol	18	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.31:3	sheeody	10	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.32:4	okeol	20	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.32:9	cheeor	25	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.33:2	sho	30	recorded
RF1b	f102v2|f102v2.30-f102v2.39	f102v2.33:7	f102v2.33:4	cheor	32	recorded
