event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	local_image_owner	local_owner_label	owner_status	owner_break_before	apprentice_layer	portable_or_local_value_de	spoken_token_de	scope_guard
101	B1-S001	B1	f81v	qokedy	MC083	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	PAGE_OWNER_ONLY	RECORD_START__RESET_ALL_LOCAL_STATE	LEHRWORT	kurz einwirken; Schluss	kurz einwirken; Schluss	CROSS_RECORD
102	B1-S002	B1	f81v	okaiin	MC120	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	bemessen	bemessen	CROSS_RECORD
103	B1-S002	B1	f81v	kair	MC023	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	Lauf	Lauf	COPY_LOCAL_WHOLE
104	B1-S002	B1	f81v	okal	MC040	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	dorthin einsetzen	dorthin einsetzen	CROSS_RECORD
105	B1-S002	B1	f81v	sar	MC055	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	davon	davon	CROSS_RECORD
106	B1-S002	B1	f81v	ol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
107	B1-S002	B1	f81v	kain	MC105	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	Anteil	Anteil	CROSS_RECORD
108	B1-S002	B1	f81v	olkain	MC097	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiterer Anteil	weiterer Anteil	BIO_SHARED
109	B1-S002	B1	f81v	al	MC154	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	dorthin	dorthin	CROSS_RECORD
110	B1-S002	B1	f81v	ol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
111	B1-S002	B1	f81v	rol	MC016	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	weiter	weiter	COPY_LOCAL_WHOLE
112	B1-S002	B1	f81v	dl	MC012	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	Zusatz	Zusatz	CROSS_RECORD
113	B1-S002	B1	f81v	olor	MC157	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	derselbe Ansatz	derselbe Ansatz	CROSS_RECORD
114	B1-S002	B1	f81v	ol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
115	B1-S002	B1	f81v	sheckhal	MC058	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	Passage · kurz · Ziel	Passage kurz Ziel	COPY_LOCAL_WHOLE
116	B1-S002	B1	f81v	daiin	MC039	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	Sollmaß	Sollmaß	CROSS_RECORD
117	B1-S002	B1	f81v	qokeedal	MC096	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	einsetzen · länger · Ziel	einsetzen länger Ziel	COPY_LOCAL_WHOLE
118	B1-S002	B1	f81v	daiin	MC039	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	Sollmaß	Sollmaß	CROSS_RECORD
119	B1-S002	B1	f81v	chckhy	MC035	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	durchleiten	durchleiten	CROSS_RECORD
120	B1-S002	B1	f81v	schedy	MC025	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	überführen; Schluss	überführen; Schluss	CROSS_RECORD
121	B1-S003	B1	f81v	qol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
122	B1-S003	B1	f81v	sshkchdy	MC061	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	Haltetransfer; Schluss	Haltetransfer; Schluss	COPY_LOCAL_WHOLE
123	B1-S004	B1	f81v	chedy	MC074	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	überführen	überführen	CROSS_RECORD
124	B1-S004	B1	f81v	ol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
125	B1-S004	B1	f81v	shedy	MC128	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz absetzen; Schluss	kurz absetzen; Schluss	CROSS_RECORD
126	B1-S005	B1	f81v	qolchedy	MC028	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiterführen; Schluss	weiterführen; Schluss	CROSS_RECORD
127	B1-S006	B1	f81v	qokain	MC017	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	Anteil zugeben	Anteil zugeben	CROSS_RECORD
128	B1-S006	B1	f81v	shckhy	MC035	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	durchleiten	durchleiten	CROSS_RECORD
129	B1-S006	B1	f81v	dl	MC012	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	Zusatz	Zusatz	CROSS_RECORD
130	B1-S006	B1	f81v	ral	MC056	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	Ziel	Ziel	COPY_LOCAL_WHOLE
131	B1-S007	B1	f81v	qokchdy	MC088	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	einführen; Schluss	einführen; Schluss	CROSS_RECORD
132	B1-S008	B1	f81v	chey	MC123	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	dies	dies	CROSS_RECORD
133	B1-S008	B1	f81v	ol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
134	B1-S008	B1	f81v	cheky	MC147	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz wärmen	kurz wärmen	CROSS_RECORD
135	B1-S008	B1	f81v	ol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
136	B1-S008	B1	f81v	shedy	MC128	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz absetzen; Schluss	kurz absetzen; Schluss	CROSS_RECORD
137	B1-S009	B1	f81v	qokedy	MC083	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz einwirken; Schluss	kurz einwirken; Schluss	CROSS_RECORD
138	B1-S010	B1	f81v	qokedy	MC083	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz einwirken; Schluss	kurz einwirken; Schluss	CROSS_RECORD
139	B1-S011	B1	f81v	chckhy	MC035	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	durchleiten	durchleiten	CROSS_RECORD
140	B1-S011	B1	f81v	qoky	MC026	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	einsetzen	einsetzen	CROSS_RECORD
141	B1-S012	B1	f81v	lsho	MC130	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	waschen	waschen	COPY_LOCAL_WHOLE
142	B1-S012	B1	f81v	qokey	MC007	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz einwirken	kurz einwirken	CROSS_RECORD
143	B1-S012	B1	f81v	lshedy	MC038	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	waschen; schließen	waschen; schließen	COPY_LOCAL_WHOLE
144	B1-S013	B1	f81v	lshedy	MC038	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	waschen; schließen	waschen; schließen	COPY_LOCAL_WHOLE
145	B1-S014	B1	f81v	chedy	MC074	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	überführen	überführen	CROSS_RECORD
146	B1-S014	B1	f81v	qolky	MC134	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	weiter	weiter	COPY_LOCAL_WHOLE
147	B1-S014	B1	f81v	lchedal	MC051	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	abführen · übertragen · Ziel	abführen übertragen Ziel	COPY_LOCAL_WHOLE
148	B1-S014	B1	f81v	qol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
149	B1-S014	B1	f81v	otar	MC121	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	danach · Quelle	danach Quelle	COPY_LOCAL_WHOLE
150	B1-S015	B1	f81v	ytey	MC109	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	Posten · kurz · Teil	Posten kurz Teil	COPY_LOCAL_WHOLE
151	B1-S015	B1	f81v	okchedy	MC005	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	einführen; Schluss	einführen; Schluss	CROSS_RECORD
152	B1-S016	B1	f81v	qokal	MC040	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	dorthin einsetzen	dorthin einsetzen	CROSS_RECORD
153	B1-S016	B1	f81v	okeey	MC002	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	lange einwirken	lange einwirken	CROSS_RECORD
154	B1-S016	B1	f81v	qol	MC153	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiter	weiter	CROSS_RECORD
155	B1-S016	B1	f81v	cheedy	MC128	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz absetzen; Schluss	kurz absetzen; Schluss	CROSS_RECORD
156	B1-S017	B1	f81v	sal	MC154	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	dorthin	dorthin	CROSS_RECORD
157	B1-S017	B1	f81v	teol	MC106	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	kurz · weiter	kurz weiter	COPY_LOCAL_WHOLE
158	B1-S017	B1	f81v	dchdy	MC139	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	übertragen; schließen	übertragen; schließen	COPY_LOCAL_WHOLE
159	B1-S018	B1	f81v	ly	MC118	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	abführen · Posten	abführen Posten	COPY_LOCAL_WHOLE
160	B1-S018	B1	f81v	dsheol	MC076	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	halten · kurz · weiter	halten kurz weiter	COPY_LOCAL_WHOLE
161	B1-S018	B1	f81v	oiiin	MC033	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	Arbeitsstufe	Arbeitsstufe	BIO_SHARED
162	B1-S018	B1	f81v	olkeedy	MC045	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	lange sammeln; Schluss	lange sammeln; Schluss	CROSS_RECORD
163	B1-S019	B1	f81v	tedy	MC128	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz absetzen; Schluss	kurz absetzen; Schluss	CROSS_RECORD
164	B1-S020	B1	f81v	cheky	MC147	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	kurz wärmen	kurz wärmen	CROSS_RECORD
165	B1-S020	B1	f81v	shckhedy	MC143	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	seihen; Schluss	seihen; Schluss	CROSS_RECORD
166	B1-S021	B1	f81v	chal	MC154	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges Figuren-/Beckenfeld	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	dorthin	dorthin	CROSS_RECORD
167	B2-S001	B2	f82r	dchedy	MC025	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	DIRECT_VISIBLE	RECORD_START__RESET_ALL_LOCAL_STATE	LEHRWORT	überführen; Schluss	überführen; Schluss	CROSS_RECORD
168	B2-S002	B2	f82r	qolchedy	MC028	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	weiterführen; Schluss	weiterführen; Schluss	CROSS_RECORD
169	B2-S003	B2	f82r	qokain	MC017	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	Anteil zugeben	Anteil zugeben	CROSS_RECORD
170	B2-S003	B2	f82r	dy	MC123	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	dies	dies	CROSS_RECORD
171	B2-S003	B2	f82r	qokeedy	MC082	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	lange einwirken; Schluss	lange einwirken; Schluss	CROSS_RECORD
172	B2-S004	B2	f82r	qokal	MC040	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	dorthin einsetzen	dorthin einsetzen	CROSS_RECORD
173	B2-S004	B2	f82r	lcheckhy	MC168	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	abführen · Passage · Posten	abführen Passage Posten	COPY_LOCAL_WHOLE
174	B2-S004	B2	f82r	lched	MC127	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	abführen · übertragen	abführen übertragen	COPY_LOCAL_WHOLE
175	B2-S004	B2	f82r	qokeey	MC002	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	lange einwirken	lange einwirken	CROSS_RECORD
176	B2-S004	B2	f82r	lcheckhedy	MC133	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	abführen · trennen; schließen	abführen trennen; schließen	COPY_LOCAL_WHOLE
177	B2-S005	B2	f82r	qokaly	MC054	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	einsetzen · Ziel · Posten	einsetzen Ziel Posten	COPY_LOCAL_WHOLE
178	B2-S005	B2	f82r	solkaiin	MC036	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LOKALKARTE	auffangen · Sollmaß	auffangen Sollmaß	COPY_LOCAL_WHOLE
179	B2-S005	B2	f82r	chckhy	MC035	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	durchleiten	durchleiten	CROSS_RECORD
180	B2-S005	B2	f82r	qokaiin	MC120	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	LEHRWORT	bemessen	bemessen	CROSS_RECORD
