global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	inherited_argument_root	inherited_argument_value_de	source
G407-E0003	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ar	AR	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0005	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shol	SH+OL	AIIN	WERT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0007	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthres	CH+T+R+E+S	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0012	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ckhar	CH+K+AR	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0015	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	kair	K+AIR	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0017	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shar	SH+AR	AIIN	WERT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0018	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ase	A_ADDR+S+E	AIIN	WERT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0019	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	AIIN	WERT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0020	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	AIIN	WERT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0026	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	AIIN	WERT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0028	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0031	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0033	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0035	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0039	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	okan	OK+AN	OR	EINHEIT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0040	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sair	S+AIR	OR	EINHEIT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0042	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chear	CH+E+AR	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0044	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	AIIN	WERT	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0051	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	sh	SH	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0052	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	s	S	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0056	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0058	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0060	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	Y	POSTEN	SAME_OWNER_ACTIVE_ARGUMENT
G407-E0064	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	kos	K+O+S	OR	EINHEIT	SAME_OWNER_ACTIVE_ARGUMENT
