surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	working_meaning_de	decision
ar	f102v1	f102v1.12	y cheol cheol doiir shekcheor s ar cheor ey pchodaiin	ycheol cheol doiir shekcheor sar cheor ckhey pchodaiin	y cheol cheol doiir shekcheor s ar cheor ckhey pchodaiin	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f102v2	f102v2.37	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	tchor or chey kor or cthey qoeeey qokeey okeo roly sar	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f103r	f103r.22	dalshy okain shckhody shdal qokeedy shedy qotar chcthy chep ar otar opchy	dalshy okain shckhody shdal qokeedy shedy qotar chcthy chepar otar opchy	alshy okain shckho y shdal qokeedy she y qotar chcthy chep ar otar opchy	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f103v	f103v.15	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay	tchedal shey lcheey lchdy char olchey lcheody tedy otain otain otaly	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otaly	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f104r	f104r.2	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	oar aiin yteeody cheodaiin cheodar saiin chey tair osaiiin chcthedy teedaram	oar aiin yteeody cheedaiin cheo ar s aiin chey tair os aiin chcthedy teedaram	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f104v	f104v.25	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy	dsheey qoykeey lchedy qokedaiin orchcthy daiin cheey sair ol aiin chedy	dsheey qoykeey lchedy qokedaiin rchcthy daiin cheey s air ol aiin chedy	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f104v	f104v.32	pchedy kchedy cheocphey or ain cheeos aiiiro lcheedy lcheedy qosaiin cfheo ar als am	pchedy kchedy cheocphy orain cheeos aiiinro lcheedy lcheedy qosaiin cfheo arals am	fchedykchedy cheocphey or ain cheeos aiiiro l cheedy l cheedy qosaiin cfheo ar als am	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f104v	f104v.33	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar arair ary	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f104v	f104v.39	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ar y ais alod	ysheey rar akain char lkeey roiir shey cheey kas ar lkchs ar y rais alod	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ary air alod	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ar	f106r	f106r.29	saiin chal chlal okal ykalaiin okain qokain ar okaiin char aiiny		saiin chal chlal okal ykalaiin okain qokain ar okaiin chor aiiny	READER_VARIANT	Drogenfraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
