scope	mode	symbol_axis	semantic_axis	mapping	target_fraction	source_fraction	absolute_error
ALL_SAFE_NO_F1R	EXACT_Y_EY	KT	THERMAL	K=HOT	0.552083	0.814815	0.262731
ALL_SAFE_NO_F1R	EXACT_Y_EY	KT	THERMAL	T=HOT	0.447917	0.814815	0.366898
ALL_SAFE_NO_F1R	EXACT_Y_EY	KT	MOISTURE	K=DRY	0.552083	0.888889	0.336806
ALL_SAFE_NO_F1R	EXACT_Y_EY	KT	MOISTURE	T=DRY	0.447917	0.888889	0.440972
ALL_SAFE_NO_F1R	EXACT_Y_EY	CH_SH	THERMAL	CH=HOT	0.875000	0.814815	0.060185
ALL_SAFE_NO_F1R	EXACT_Y_EY	CH_SH	THERMAL	SH=HOT	0.125000	0.814815	0.689815
ALL_SAFE_NO_F1R	EXACT_Y_EY	CH_SH	MOISTURE	CH=DRY	0.875000	0.888889	0.013889
ALL_SAFE_NO_F1R	EXACT_Y_EY	CH_SH	MOISTURE	SH=DRY	0.125000	0.888889	0.763889
ALL_SAFE_NO_F1R	Q_PREFIX	KT	THERMAL	K=HOT	0.568359	0.814815	0.246455
ALL_SAFE_NO_F1R	Q_PREFIX	KT	THERMAL	T=HOT	0.431641	0.814815	0.383174
ALL_SAFE_NO_F1R	Q_PREFIX	KT	MOISTURE	K=DRY	0.568359	0.888889	0.320530
ALL_SAFE_NO_F1R	Q_PREFIX	KT	MOISTURE	T=DRY	0.431641	0.888889	0.457248
ALL_SAFE_NO_F1R	Q_PREFIX	CH_SH	THERMAL	CH=HOT	0.888672	0.814815	0.073857
ALL_SAFE_NO_F1R	Q_PREFIX	CH_SH	THERMAL	SH=HOT	0.111328	0.814815	0.703487
ALL_SAFE_NO_F1R	Q_PREFIX	CH_SH	MOISTURE	CH=DRY	0.888672	0.888889	0.000217
ALL_SAFE_NO_F1R	Q_PREFIX	CH_SH	MOISTURE	SH=DRY	0.111328	0.888889	0.777561
ALL_SAFE_NO_F1R	SUBSTRING	KT	THERMAL	K=HOT	0.517824	0.814815	0.296991
ALL_SAFE_NO_F1R	SUBSTRING	KT	THERMAL	T=HOT	0.482176	0.814815	0.332638
ALL_SAFE_NO_F1R	SUBSTRING	KT	MOISTURE	K=DRY	0.517824	0.888889	0.371065
ALL_SAFE_NO_F1R	SUBSTRING	KT	MOISTURE	T=DRY	0.482176	0.888889	0.406713
ALL_SAFE_NO_F1R	SUBSTRING	CH_SH	THERMAL	CH=HOT	0.836304	0.814815	0.021489
ALL_SAFE_NO_F1R	SUBSTRING	CH_SH	THERMAL	SH=HOT	0.163696	0.814815	0.651119
ALL_SAFE_NO_F1R	SUBSTRING	CH_SH	MOISTURE	CH=DRY	0.836304	0.888889	0.052585
ALL_SAFE_NO_F1R	SUBSTRING	CH_SH	MOISTURE	SH=DRY	0.163696	0.888889	0.725193
HERBAL_ALL	EXACT_Y_EY	KT	THERMAL	K=HOT	0.461538	0.814815	0.353276
HERBAL_ALL	EXACT_Y_EY	KT	THERMAL	T=HOT	0.538462	0.814815	0.276353
HERBAL_ALL	EXACT_Y_EY	KT	MOISTURE	K=DRY	0.461538	0.888889	0.427350
HERBAL_ALL	EXACT_Y_EY	KT	MOISTURE	T=DRY	0.538462	0.888889	0.350427
HERBAL_ALL	EXACT_Y_EY	CH_SH	THERMAL	CH=HOT	0.905983	0.814815	0.091168
HERBAL_ALL	EXACT_Y_EY	CH_SH	THERMAL	SH=HOT	0.094017	0.814815	0.720798
HERBAL_ALL	EXACT_Y_EY	CH_SH	MOISTURE	CH=DRY	0.905983	0.888889	0.017094
HERBAL_ALL	EXACT_Y_EY	CH_SH	MOISTURE	SH=DRY	0.094017	0.888889	0.794872
HERBAL_ALL	Q_PREFIX	KT	THERMAL	K=HOT	0.501961	0.814815	0.312854
HERBAL_ALL	Q_PREFIX	KT	THERMAL	T=HOT	0.498039	0.814815	0.316776
HERBAL_ALL	Q_PREFIX	KT	MOISTURE	K=DRY	0.501961	0.888889	0.386928
HERBAL_ALL	Q_PREFIX	KT	MOISTURE	T=DRY	0.498039	0.888889	0.390850
HERBAL_ALL	Q_PREFIX	CH_SH	THERMAL	CH=HOT	0.929412	0.814815	0.114597
HERBAL_ALL	Q_PREFIX	CH_SH	THERMAL	SH=HOT	0.070588	0.814815	0.744227
HERBAL_ALL	Q_PREFIX	CH_SH	MOISTURE	CH=DRY	0.929412	0.888889	0.040523
HERBAL_ALL	Q_PREFIX	CH_SH	MOISTURE	SH=DRY	0.070588	0.888889	0.818301
HERBAL_ALL	SUBSTRING	KT	THERMAL	K=HOT	0.494881	0.814815	0.319934
HERBAL_ALL	SUBSTRING	KT	THERMAL	T=HOT	0.505119	0.814815	0.309695
HERBAL_ALL	SUBSTRING	KT	MOISTURE	K=DRY	0.494881	0.888889	0.394008
HERBAL_ALL	SUBSTRING	KT	MOISTURE	T=DRY	0.505119	0.888889	0.383769
HERBAL_ALL	SUBSTRING	CH_SH	THERMAL	CH=HOT	0.854096	0.814815	0.039281
HERBAL_ALL	SUBSTRING	CH_SH	THERMAL	SH=HOT	0.145904	0.814815	0.668910
HERBAL_ALL	SUBSTRING	CH_SH	MOISTURE	CH=DRY	0.854096	0.888889	0.034793
HERBAL_ALL	SUBSTRING	CH_SH	MOISTURE	SH=DRY	0.145904	0.888889	0.742984
HERBAL_A	EXACT_Y_EY	KT	THERMAL	K=HOT	0.433962	0.814815	0.380853
HERBAL_A	EXACT_Y_EY	KT	THERMAL	T=HOT	0.566038	0.814815	0.248777
HERBAL_A	EXACT_Y_EY	KT	MOISTURE	K=DRY	0.433962	0.888889	0.454927
HERBAL_A	EXACT_Y_EY	KT	MOISTURE	T=DRY	0.566038	0.888889	0.322851
HERBAL_A	EXACT_Y_EY	CH_SH	THERMAL	CH=HOT	0.915094	0.814815	0.100280
