carrier_id	member_surface	match_scope	position_rule	max_forward_lines	expected_family	working_role	grouping_basis	claim_limit
EXACT_KOOIIN	kooiin	HERBAL	PAGE_HEAD	3	TCH	GENERIC_HERBAL_ENTRY_OR_CLASS	Exact corpus form	Two different plant images rule out one learned species name
FAMILY_KOOAIIN	kooiin	HERBAL	PAGE_HEAD	3	TCH	RHIZOME_OR_ROOTSTOCK_CANDIDATE	One-edit kooiin or koaiin visual family	Concrete visual meaning is exploratory and koaiin lacks an immediate strict TCH contact
FAMILY_KOOAIIN	koaiin	HERBAL	PAGE_HEAD	3	TCH	RHIZOME_OR_ROOTSTOCK_CANDIDATE	One-edit kooiin or koaiin visual family	Concrete visual meaning is exploratory and koaiin lacks an immediate strict TCH contact
EXACT_DSHEODY	dsheody	ALL_SAFE	LINE_HEAD	0	KCH	RECURRENT_TECHNICAL_OR_CLAUSE_CARRIER	Exact corpus form	Cross-register recurrence rules out a simple pictured-plant name
EXACT_TCHDOR	tchdor	ALL_SAFE	LINE_HEAD	0	TCH	RECURRENT_TECHNICAL_OR_CLAUSE_CARRIER	Exact corpus form	One Herbal-B and one Stars occurrence do not identify a noun
EXACT_PORAIIN	poraiin	ALL_SAFE	LINE_HEAD	1	KCH	RECURRENT_TECHNICAL_OR_CLAUSE_CARRIER	Exact corpus form	Both occurrences are in Stars and may be formulaic
EXACT_TSHOD	tshod	ALL_SAFE	LINE_HEAD	3	KCH	RECURRENT_TECHNICAL_OR_CLAUSE_CARRIER	Exact corpus form	The first occurrence binds only after three lines and is weaker than same-line examples
EXACT_YSHOL	yshol	ALL_SAFE	LINE_HEAD	1	TCH	RECURRENT_TECHNICAL_OR_CLAUSE_CARRIER	Exact corpus form	A later KCH form on f90r1 makes only the nearest local binding usable
FAMILY_CHODY	kchody	ALL_SAFE	LINE_HEAD	3	TCH	NORMALIZED_ENTRY_CORE	Strip one initial p t k or f shell	Exploratory family selected after inspection
FAMILY_CHODY	tchody	ALL_SAFE	LINE_HEAD	3	TCH	NORMALIZED_ENTRY_CORE	Strip one initial p t k or f shell	Exploratory family selected after inspection
FAMILY_CHODY	kdchody	ALL_SAFE	LINE_HEAD	3	TCH	NORMALIZED_ENTRY_CORE	Allow one extra d in the initial shell	Exploratory family selected after inspection
FAMILY_SHODY	fshody	ALL_SAFE	LINE_HEAD	3	KCH	NORMALIZED_ENTRY_CORE	Strip one initial p t k or f shell and allow o or e	Exploratory family selected after inspection
FAMILY_SHODY	tshody	ALL_SAFE	LINE_HEAD	3	KCH	NORMALIZED_ENTRY_CORE	Strip one initial p t k or f shell and allow o or e	Exploratory family selected after inspection
FAMILY_SHODY	tshedy	ALL_SAFE	LINE_HEAD	3	KCH	NORMALIZED_ENTRY_CORE	Strip one initial p t k or f shell and allow o or e	Exploratory family selected after inspection
FAMILY_SHODY	kshedy	ALL_SAFE	LINE_HEAD	3	KCH	NORMALIZED_ENTRY_CORE	Strip one initial p t k or f shell and allow o or e	Exploratory family selected after inspection
FAMILY_PDAIR_ROOT	pdrairdy	HERBAL	PAGE_HEAD	4	MIXED	ROOT_OR_UNDERGROUND_PART_CANDIDATE	Herbal page-head p...air family inspected on five official images	The family is independent of temperament; do not read it as hot or dry
FAMILY_PDAIR_ROOT	podairol	HERBAL	PAGE_HEAD	4	MIXED	ROOT_OR_UNDERGROUND_PART_CANDIDATE	Herbal page-head p...air family inspected on five official images	The family is independent of temperament; do not read it as hot or dry
FAMILY_PDAIR_ROOT	podair	HERBAL	PAGE_HEAD	4	MIXED	ROOT_OR_UNDERGROUND_PART_CANDIDATE	Herbal page-head p...air family inspected on five official images	The family is independent of temperament; do not read it as hot or dry
FAMILY_PDAIR_ROOT	pdair	HERBAL	PAGE_HEAD	7	MIXED	ROOT_OR_UNDERGROUND_PART_CANDIDATE	Herbal page-head p...air family inspected on five official images	The strict quality code is seven lines later and therefore not a local attachment
FAMILY_PDAIR_ROOT	pdsairy	HERBAL	PAGE_HEAD	4	MIXED	ROOT_OR_UNDERGROUND_PART_CANDIDATE	Herbal page-head p...air family inspected on five official images	The family is independent of temperament; do not read it as hot or dry
FAMILY_KOARY	koary	ALL_SAFE	LINE_HEAD	9	KCH	NORMALIZED_ENTRY_CORE	One-edit or transposition family	Exploratory family selected after inspection
FAMILY_KOARY	korary	ALL_SAFE	LINE_HEAD	9	KCH	NORMALIZED_ENTRY_CORE	One-edit or transposition family	Exploratory family selected after inspection
