source_id	source_kind	title	date_or_version	provenance	url_or_path	sha256	claim_used	claim_limit
BAV_PAL1234_MANIFEST	OFFICIAL_IIIF_MANIFEST	Pal.lat.1234 Codice miscellaneo medicina	1400 ca.	Biblioteca Apostolica Vaticana Pal.lat.1234	https://digi.vatlib.it/iiif/MSS_Pal.lat.1234/manifest.json	e7e451a26b35763f7f0b9473854927306bcd0105d2393b5b180161aca5dbcdbb	Official date title language and 711-canvas identity	Catalog date is approximate and does not date every constituent text separately
BAV_PAL1234_F1R	OFFICIAL_IIIF_IMAGE	Pal.lat.1234 f1r	1400 ca.	Biblioteca Apostolica Vaticana	https://digi.vatlib.it/iiifimage/MSS_Pal.lat.1234/Pal.lat.1234_0006_fa_0001r.jp2/full/2400,/0/default.jpg	4fe97ef077ec564667dea5379ef11ea906114554cb6003ee31bf9ac89e43aff1	Visible Gradus medicine simplicium title and hot-degree list blocks	Manual layout reading only; no claim that Voynich copied this manuscript
BAV_PAL1234_F1V	OFFICIAL_IIIF_IMAGE	Pal.lat.1234 f1v	1400 ca.	Biblioteca Apostolica Vaticana	https://digi.vatlib.it/iiifimage/MSS_Pal.lat.1234/Pal.lat.1234_0007_fa_0001v.jp2/full/2400,/0/default.jpg	81e2d69560497830b8f2283e50932aa5604813ea53be244b680ba045e0d7db7f	Visible cold and moist degree blocks	Manual layout reading only
BAV_PAL1234_F2R	OFFICIAL_IIIF_IMAGE	Pal.lat.1234 f2r	1400 ca.	Biblioteca Apostolica Vaticana	https://digi.vatlib.it/iiifimage/MSS_Pal.lat.1234/Pal.lat.1234_0008_fa_0002r.jp2/full/2400,/0/default.jpg	5a94a0a098641776bdf122c3c7fcd4d0d6744dfedc28a25f0e3814361bc95063	Continuation of quality-degree lists	Manual layout reading only
BAV_PAL1234_F3R	OFFICIAL_IIIF_IMAGE	Pal.lat.1234 f3r	1400 ca.	Biblioteca Apostolica Vaticana	https://digi.vatlib.it/iiifimage/MSS_Pal.lat.1234/Pal.lat.1234_0010_fa_0003r.jp2/full/2400,/0/default.jpg	0c7cdb94e5d698be40ddf4c18175b46fbe01fb1778eb8fa342fb8d0ece899a78	Visible nested plant-part rubrics inside quality blocks	Manual layout reading only
BAV_PAL1234_F3V	OFFICIAL_IIIF_IMAGE	Pal.lat.1234 f3v	1400 ca.	Biblioteca Apostolica Vaticana	https://digi.vatlib.it/iiifimage/MSS_Pal.lat.1234/Pal.lat.1234_0011_fa_0003v.jp2/full/2400,/0/default.jpg	586215d7d2346b5b6d26fc838025db160885bd6b2b21a41dff0af040e786b79f	Visible continuation of nested part rubrics	Manual layout reading only
YALE_F15V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f15v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006103/full/full/0/default.jpg	d224773e2e39ef02719c25560e8072e6407bdea9f8d1bdf8da515adb5c2fc127	Manual comparison of four-leaf plant and text layout	Image alone does not identify the species
YALE_F24R	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f24r	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006120/full/full/0/default.jpg	3700fe396154e836b0acd3da86aef1d307f9d2da773208e476ee9db2e80de9e6	Manual nonidentity comparison with f15v	Image alone does not identify the species
YALE_F2V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f2v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006079/full/full/0/default.jpg	ae2e9591c75389fe093e7f35d5c670781d196c253d472030dd4a1d1c86ae1cb7	Manual comparison of the two kooiin pages	Image alone does not identify the species
YALE_F29V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f29v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006131/full/full/0/default.jpg	1739f36ccfddb9121b2acec4faea712136aeeb4ad5fb2889ba5484549d791503	Manual comparison of the two kooiin pages	Image alone does not identify the species
YALE_F3V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f3v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006081/full/full/0/default.jpg	b9c19a872d6456fa58f76f15dec1d61bc80cc353fceff33f11abdaae87ce199e	Manual koaiin rootstock comparison	Image alone does not identify the species
YALE_F6V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f6v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006087/full/full/0/default.jpg	c05ffc33745eca87cb0387cf47868f2a0a62f2cf6c3f7929a35a2e64834c40dc	Manual Ricinus candidate and koary inspection	Image alone does not identify the species
YALE_F18R	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f18r	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006108/full/full/0/default.jpg	01659aa94a6176b56c621f50c9cbe8c467836d6265a03d8edb1e97e236126e78	Manual pdrairdy underground-part comparison	Image alone does not identify the species
YALE_F23V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f23v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006119/full/1600,/0/default.jpg	0908354978f67f76d6f022879e235c96f415f85d2fbdc5b0925fc241037bc381	Manual podairol underground-part comparison	Image alone does not identify the species
YALE_F31V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f31v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006135/full/1600,/0/default.jpg	e3ec3fb25fc9134d0489567f103a90be666e366fbc0a95fe38596eb20f5230f3	Manual podair underground-part comparison	Image alone does not identify the species
YALE_F39V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f39v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006151/full/full/0/default.jpg	13cafc785fd69c7471bc670480becc6338cf20682e1d196c2ef14f03abee8586	Manual pdair underground-part comparison	The image shows one plant body with a large divided root system but does not identify its species
YALE_F43V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f43v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006159/full/full/0/default.jpg	13c816595b0ec2ae3ed702ff1b17fe1b3756faec0dbc51ca95ca04873206c133	Manual pdsairy underground-part comparison	The page visibly contains two plant and root units so the head need not name one root morphology or one species
YALE_F45V	OFFICIAL_IIIF_IMAGE	Beinecke MS 408 f45v	CURRENT_SESSION	Yale University Library	https://collections.library.yale.edu/iiif/2/1006163/full/full/0/default.jpg	f49fcf1b8abb327483cdf272104a0dc628f31394a413908c866eb0094bd2d224	Manual Chamaedrys candidate and korary inspection	Image alone does not identify the species
SHERWOOD_F15V	PUBLIC_RESEARCH_NOTE	Folio 15v Herb Paris proposal	2008	Edith Sherwood	https://www.edithsherwood.com/voynich_botanical_plants/plant.php?id=27	c7f9f3f8feb67d2ce60bae33c1972a5952f1727bf5439f452c0d4a1a7b9fae48	Pre-existing Paris quadrifolia identification	Tentative visual proposal; not a manuscript-source identification
PETERSEN_F15V	PUBLIC_RESEARCH_NOTE	Large Plants Folio 15v	2013 with 2018 postscript	J. K. Petersen	https://voynichportal.com/2013/07/19/large-plants-folio-15v/	038d2799d40a6d62401c12e049cd5fe8d4176ed770d9a0fd548e2102a3c70e50	Explicit rejection of Paris and proposal of Spigelia anthelmia	Tentative visual proposal
