master_card_id	master_form	current_value_de	event_count	records	portability_class	decision	promoted_value_de	promotion_boundary
MC001	chdal	übertragen · Ziel	1	B5	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	übertragen · Ziel	LOCAL
MC003	sheedy	absetzen · länger; schließen	1	B3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	absetzen · länger; schließen	LOCAL
MC006	chokcheo	einsetzen · Auszug	1	H5	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	einsetzen · Auszug	LOCAL
MC008	lchy	abführen · Posten	1	B2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	abführen · Posten	LOCAL
MC009	chary	Quelle · Posten	1	B3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Quelle · Posten	LOCAL
MC010	chodaly	Zugabe · Ziel · Posten	1	H5	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Zugabe · Ziel · Posten	LOCAL
MC011	lchedar	abführen · übertragen · Quelle	1	B2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	abführen · übertragen · Quelle	LOCAL
MC014	chair	Lauf	1	H1	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Lauf	LOCAL
MC015	qokokchy	einsetzen · einsetzen · Posten	1	H5	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	einsetzen · einsetzen · Posten	LOCAL
MC016	rol	weiter	1	B1	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	weiter	LOCAL
MC018	qotedaiin	danach · kurz · Sollmaß	1	B3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	danach · kurz · Sollmaß	LOCAL
MC020	solkeey	auffangen · länger · Posten	1	B6	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	auffangen · länger · Posten	LOCAL
MC021	oltchy	weiter · bereitstellen · Posten	1	H4	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	weiter · bereitstellen · Posten	LOCAL
MC022	chckhal	Passage · Ziel	1	B4	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Passage · Ziel	LOCAL
MC023	kair	Lauf	1	B1	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Lauf	LOCAL
MC024	qokol	einsetzen · weiter	1	B4	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	einsetzen · weiter	LOCAL
MC027	oykchor	Posten · bearbeiten · Bereitung	1	H2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Posten · bearbeiten · Bereitung	LOCAL
MC029	lar	abführen · Quelle	1	B2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	abführen · Quelle	LOCAL
MC030	lo	abführen	1	B3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	abführen	LOCAL
MC031	dalchdy	Ziel · übertragen; schließen	1	B3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Ziel · übertragen; schließen	LOCAL
MC033	oiiin	Arbeitsstufe	2	B1|B3	CROSS_RECORD_SAME_SECTION	PROMOTE_TO_BIO_SHARED_DECK	Arbeitsstufe	BIOLOGICAL_RECORDS_ONLY
MC036	solkaiin	auffangen · Sollmaß	1	B2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	auffangen · Sollmaß	LOCAL
MC037	tchody	Zugabe; schließen	1	H3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Zugabe; schließen	LOCAL
MC038	lshedy	waschen; schließen	2	B1	REPEATED_ONE_RECORD	KEEP_LOCAL_WHOLE_CARD	waschen; schließen	LOCAL
MC041	okchol	einsetzen · weiter	1	H3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	einsetzen · weiter	LOCAL
MC042	cheedar	übertragen · Quelle	1	B3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	übertragen · Quelle	LOCAL
MC043	shecthedchy	bereitstellen · übertragen · Posten	1	B3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	bereitstellen · übertragen · Posten	LOCAL
MC044	qokar	einsetzen · Quelle	1	B2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	einsetzen · Quelle	LOCAL
MC046	raly	Ziel · Posten	1	B6	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Ziel · Posten	LOCAL
MC047	ykain	Posten · Anteil	1	H4	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Posten · Anteil	LOCAL
MC048	kaiiin	Arbeitsstufe	1	H2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Arbeitsstufe	LOCAL
MC049	schoal	Zugabe · Ziel	1	H3	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Zugabe · Ziel	LOCAL
MC050	solkey	auffangen · kurz · Posten	1	B4	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	auffangen · kurz · Posten	LOCAL
MC051	lchedal	abführen · übertragen · Ziel	1	B1	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	abführen · übertragen · Ziel	LOCAL
MC052	qekey	bearbeiten · kurz · Posten	1	B6	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	bearbeiten · kurz · Posten	LOCAL
MC053	otol	danach · weiter	1	H2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	danach · weiter	LOCAL
MC054	qokaly	einsetzen · Ziel · Posten	1	B2	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	einsetzen · Ziel · Posten	LOCAL
MC056	ral	Ziel	1	B1	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Ziel	LOCAL
MC057	otchedy	danach · übertragen; schließen	2	B3	REPEATED_ONE_RECORD	KEEP_LOCAL_WHOLE_CARD	danach · übertragen; schließen	LOCAL
MC058	sheckhal	Passage · kurz · Ziel	1	B1	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Passage · kurz · Ziel	LOCAL
MC059	dain	Trägereinlage	2	B4|B6	CROSS_RECORD_SAME_SECTION	PROMOTE_TO_BIO_SHARED_DECK	Einlage	BIOLOGICAL_RECORDS_ONLY
MC061	sshkchdy	Haltetransfer; Schluss	1	B1	SINGLETON_NOMENCLATOR	KEEP_LOCAL_WHOLE_CARD	Haltetransfer; Schluss	LOCAL
