case	engine	side	affix	input_value	output_value	attested_base_words	attested_results	multiple_distinct_bases
WRAP01	primary	L	d	THEN	C	ar,y	dar,dy	True
WRAP01	primary	L	d	WHEN	M	ariin	dariin	False
WRAP01	primary	L	k	THEN	THEN	ar	kar	False
WRAP01	primary	L	k	W	FERRY	chedy	kchedy	False
WRAP01	primary	L	l	W	W	chedy	lchedy	False
WRAP01	primary	L	l	C	ALONE	dy	ldy	False
WRAP01	primary	L	o	THEN	THEN	kar	okar	False
WRAP01	primary	L	o	FERRY	WITHOUT_AGENT	kchedy	okchedy	False
WRAP01	primary	L	o	B	EXAMPLE	tchdy	otchdy	False
WRAP01	primary	L	o	FINALLY	OTHER_CARGO	tchedy	otchedy	False
WRAP01	primary	L	ok	THEN	THEN	ar,y	okar,oky	True
WRAP01	primary	L	ok	W	WITHOUT_AGENT	chedy	okchedy	False
WRAP01	primary	L	ot	W	OTHER_CARGO	chedy	otchedy	False
WRAP01	primary	L	ot	G	COLOC	or	otor	False
WRAP01	primary	L	ot	WITHOUT_HARM	GOAL	shdy	otshdy	False
WRAP01	primary	L	q	GOAL	THERE	okain	qokain	False
WRAP01	primary	L	q	G	TRAVEL_TOGETHER	okal	qokal	False
WRAP01	primary	L	q	WITHOUT_AGENT	UNATTENDED	okchedy	qokchedy	False
WRAP01	primary	L	q	THEN	FERRY	oky	qoky	False
WRAP01	primary	L	q	UNSAFE	THEN	otal	qotal	False
WRAP01	primary	L	q	RETURN	OUTWARD	otedy	qotedy	False
WRAP01	primary	L	q	COLOC	FERRY	otor	qotor	False
WRAP01	primary	L	qo	LEAVE	FERRY	kaiin	qokaiin	False
WRAP01	primary	L	qo	RETURN_EXCLUDING	THEN	kchdy	qokchdy	False
WRAP01	primary	L	qo	FERRY	UNATTENDED	kchedy	qokchedy	False
WRAP01	primary	L	qok	W	UNATTENDED	chedy	qokchedy	False
WRAP01	primary	L	qok	THEN	FERRY	y	qoky	False
WRAP01	primary	L	s	THEN	UNSAFE	ar	sar	False
WRAP01	primary	L	s	HARM	THEN	ol	sol	False
WRAP01	primary	L	s	G	THEN	or	sor	False
WRAP01	primary	L	she	G	PAIRS	daiin	shedaiin	False
WRAP01	primary	L	she	C	M	dy	shedy	False
WRAP01	primary	L	she	THEN	EXAMPLE	y	shey	False
WRAP01	primary	L	sol	C	HARM	dy	soldy	False
WRAP01	primary	L	sol	LEAVE	ALL	kaiin	solkaiin	False
WRAP01	primary	L	y	LEAVE	BESIDES	kaiin	ykaiin	False
WRAP01	primary	L	y	B	G	tchdy	ytchdy	False
WRAP01	primary	R	ain	WITHOUT_AGENT	NEXT	ched	chedain	False
WRAP01	primary	R	ain	AT_MOST_ONE	FAR_BANK	yk	ykain	False
WRAP01	primary	R	dy	PAIRS	M	she	shedy	False
WRAP01	primary	R	dy	THEN	HARM	sol	soldy	False
WRAP01	primary	R	iin	THEN	WHEN	ar	ariin	False
WRAP01	primary	R	iin	C	M	dar	dariin	False
WRAP01	primary	R	y	WITHOUT_AGENT	W	ched	chedy	False
WRAP01	primary	R	y	PAIRS	EXAMPLE	she	shey	False
WRAP01	independent	L	d	LEAVE	THEN	ar	dar	False
