case	engine	word	value	old	wrapper_connected
WRAP01	primary	[a:y]lo[s:r]am	THUS	False	False
WRAP01	primary	[sh:{c's}]ear	WITHOUT_HARM	False	False
WRAP01	primary	ald	THEN	False	False
WRAP01	primary	alol	FERRY	False	False
WRAP01	primary	ar	THEN	False	True
WRAP01	primary	ariin	WHEN	False	True
WRAP01	primary	chckhdy	WOULD_BE	True	False
WRAP01	primary	chckhy	THERE	False	False
WRAP01	primary	checthy	ALL	True	False
WRAP01	primary	ched	WITHOUT_AGENT	True	True
WRAP01	primary	chedain	NEXT	True	True
WRAP01	primary	chedy	W	True	True
WRAP01	primary	cheeety	RETURN_EXCLUDING	True	False
WRAP01	primary	cheeor	FIRST_CARGO	False	False
WRAP01	primary	chefchdy	FIRST_CARGO	False	False
WRAP01	primary	chety	UNHARMED	True	False
WRAP01	primary	chkaiin	THEN	False	False
WRAP01	primary	chky	M	False	False
WRAP01	primary	chody	THEN	False	False
WRAP01	primary	daiiin	THEN	False	False
WRAP01	primary	daiin	G	False	True
WRAP01	primary	dair	FERRY	False	False
WRAP01	primary	dal	BESIDES	True	False
WRAP01	primary	dar	C	False	True
WRAP01	primary	dariin	M	False	True
WRAP01	primary	darin	ATTENDED_BY	False	False
WRAP01	primary	dy	C	False	True
WRAP01	primary	ka[r:s]	FORBIDDEN	False	False
WRAP01	primary	kaiin	LEAVE	False	True
WRAP01	primary	kar	THEN	False	True
WRAP01	primary	kchdy	RETURN_EXCLUDING	False	True
WRAP01	primary	kchedy	FERRY	False	True
WRAP01	primary	keodaiin	FIRST_CARGO	False	False
WRAP01	primary	laiin	FERRY	False	False
WRAP01	primary	lchedy	W	True	True
WRAP01	primary	ldy	ALONE	True	True
WRAP01	primary	lkedy	PAIRED_WITH	True	False
WRAP01	primary	o	G	False	False
WRAP01	primary	ockhey	FORBIDDEN	True	False
WRAP01	primary	ockhody	THEN	False	False
WRAP01	primary	odam	WITH_TRIP	False	False
WRAP01	primary	okain	GOAL	False	True
WRAP01	primary	okal	G	False	True
WRAP01	primary	okam	RETURN_EXCLUDING	False	False
WRAP01	primary	okar	THEN	False	True
WRAP01	primary	okchedy	WITHOUT_AGENT	False	True
WRAP01	primary	okeody	NEXT	False	False
WRAP01	primary	oky	THEN	False	True
WRAP01	primary	ol	HARM	False	True
WRAP01	primary	olfchedy	COLOC	False	False
WRAP01	primary	olk[ee:a]dy	RETURN_EXCLUDING	False	False
WRAP01	primary	olkair	CARGOS	False	False
WRAP01	primary	ols	THEN	False	False
WRAP01	primary	olsaly	ATTENDED_BY	True	False
WRAP01	primary	opalke	UNHARMED	False	False
WRAP01	primary	opchey	HOME	False	False
WRAP01	primary	opshedy	HOME	True	False
WRAP01	primary	or	G	False	True
WRAP01	primary	orolkain	RETURN_EXCLUDING	False	False
WRAP01	primary	orsheckhy	THEN	False	False
WRAP01	primary	otaiin	THERE	True	False
WRAP01	primary	otal	UNSAFE	False	True
WRAP01	primary	otchdy	EXAMPLE	False	True
WRAP01	primary	otchedy	OTHER_CARGO	True	True
WRAP01	primary	otedy	RETURN	True	True
WRAP01	primary	otor	COLOC	True	True
WRAP01	primary	otshdy	GOAL	True	True
WRAP01	primary	pchdy	W	False	False
WRAP01	primary	pdalshdy	INIT	True	False
WRAP01	primary	psheor	INIT	False	False
WRAP01	primary	qetal	AT_MOST_ONE	True	False
WRAP01	primary	qokaiin	FERRY	False	True
WRAP01	primary	qokain	THERE	False	True
WRAP01	primary	qokal	TRAVEL_TOGETHER	True	True
WRAP01	primary	qokas	TAKE_OUT	False	False
WRAP01	primary	qokchdy	THEN	False	True
WRAP01	primary	qokchedy	UNATTENDED	True	True
WRAP01	primary	qokedol	FAR_BANK	True	False
WRAP01	primary	qokedy	G	True	False
WRAP01	primary	qokeedy	CONVEY_OUT	True	False
WRAP01	primary	qokeey	TAKE_OUT	True	False
WRAP01	primary	qoky	FERRY	True	True
WRAP01	primary	qop[eee:che]dar	M	False	False
WRAP01	primary	qotal	THEN	False	True
WRAP01	primary	qotedaiin	LEAVE	True	False
WRAP01	primary	qotedy	OUTWARD	True	True
WRAP01	primary	qoteedy	B	True	False
WRAP01	primary	qotor	FERRY	False	True
WRAP01	primary	saiin	C	True	False
WRAP01	primary	sain	WHEN	True	False
WRAP01	primary	sar	UNSAFE	True	True
WRAP01	primary	schedair	LIKEWISE	True	False
WRAP01	primary	shdy	WITHOUT_HARM	True	True
WRAP01	primary	she	PAIRS	False	True
WRAP01	primary	shecthedy	JOINING_RESULT	True	False
WRAP01	primary	shecthy	REST_CARGO	True	False
WRAP01	primary	shedaiin	PAIRS	True	True
WRAP01	primary	shedain	LEAVE	False	False
WRAP01	primary	shedy	M	True	True
WRAP01	primary	sheedy	CONVEY_OUT	False	False
WRAP01	primary	sheekar	M	False	False
WRAP01	primary	shey	EXAMPLE	True	True
WRAP01	primary	shocphedy	CARGOS	True	False
WRAP01	primary	shos	THEN	False	False
WRAP01	primary	soiiin	THUS	True	False
WRAP01	primary	sol	THEN	True	True
WRAP01	primary	soldy	HARM	True	True
WRAP01	primary	solkaiin	ALL	False	True
WRAP01	primary	solkchy	LEAVE	False	False
WRAP01	primary	solkeedy	WITH_TRIP	True	False
WRAP01	primary	sor	THEN	False	True
WRAP01	primary	taipar	THERE	False	False
WRAP01	primary	tchdy	B	False	True
WRAP01	primary	tchedy	FINALLY	True	True
WRAP01	primary	todalain	C	False	False
WRAP01	primary	tshol	G	False	False
WRAP01	primary	y	THEN	False	True
WRAP01	primary	yk	AT_MOST_ONE	False	True
WRAP01	primary	ykaiin	BESIDES	False	True
WRAP01	primary	ykain	FAR_BANK	False	True
WRAP01	primary	ykeey	W	False	False
WRAP01	primary	ytchdy	G	False	True
WRAP01	independent	[a:y]lo[s:r]am	THUS	False	False
WRAP01	independent	[sh:{c's}]ear	ALONE	False	False
WRAP01	independent	ald	THEN	False	False
WRAP01	independent	alol	THERE	False	False
WRAP01	independent	ar	LEAVE	False	True
WRAP01	independent	ariin	WHEN	False	True
WRAP01	independent	chckhdy	WOULD_BE	True	False
WRAP01	independent	chckhy	THERE	False	False
WRAP01	independent	checthy	ALL	True	False
WRAP01	independent	ched	WITHOUT_AGENT	True	True
WRAP01	independent	chedain	NEXT	True	True
WRAP01	independent	chedy	W	True	True
WRAP01	independent	cheeety	RETURN_EXCLUDING	True	False
WRAP01	independent	cheeor	WITH_TRIP	False	False
WRAP01	independent	chefchdy	HARM	False	False
WRAP01	independent	chety	UNHARMED	True	False
WRAP01	independent	chkaiin	WOULD_BE	False	False
WRAP01	independent	chky	M	False	False
WRAP01	independent	chody	PAIRED_WITH	False	False
WRAP01	independent	daiiin	THEN	False	False
WRAP01	independent	daiin	RETURN	False	True
WRAP01	independent	dair	GOAL	False	False
WRAP01	independent	dal	BESIDES	True	False
WRAP01	independent	dar	THEN	False	True
WRAP01	independent	dariin	M	False	True
WRAP01	independent	darin	ATTENDED_BY	False	False
WRAP01	independent	dy	THEN	False	True
WRAP01	independent	ka[r:s]	FORBIDDEN	False	False
WRAP01	independent	kaiin	LEAVE	False	True
WRAP01	independent	kar	THEN	False	True
WRAP01	independent	kchdy	UNATTENDED	False	True
WRAP01	independent	kchedy	W	False	True
WRAP01	independent	keodaiin	THEN	False	False
WRAP01	independent	laiin	WITHOUT_HARM	False	False
WRAP01	independent	lchedy	W	True	True
WRAP01	independent	ldy	ALONE	True	True
WRAP01	independent	lkedy	PAIRED_WITH	True	False
WRAP01	independent	o	FAR_BANK	False	False
WRAP01	independent	ockhey	FORBIDDEN	True	False
WRAP01	independent	ockhody	G	False	False
WRAP01	independent	odam	UNSAFE	False	False
WRAP01	independent	okain	THERE	False	True
WRAP01	independent	okal	LEAVE	False	True
WRAP01	independent	okam	THERE	False	False
WRAP01	independent	okar	THEN	False	True
WRAP01	independent	okchedy	WITHOUT_AGENT	False	True
WRAP01	independent	okeody	THEN	False	False
WRAP01	independent	oky	THEN	False	True
WRAP01	independent	ol	FERRY	False	True
WRAP01	independent	olfchedy	COLOC	False	False
WRAP01	independent	olk[ee:a]dy	G	False	False
WRAP01	independent	olkair	CARGOS	False	False
WRAP01	independent	ols	THEN	False	False
WRAP01	independent	olsaly	ATTENDED_BY	True	False
WRAP01	independent	opalke	UNHARMED	False	False
WRAP01	independent	opchey	HOME	False	False
WRAP01	independent	opshedy	HOME	True	False
WRAP01	independent	or	G	False	True
WRAP01	independent	orolkain	M	False	False
WRAP01	independent	orsheckhy	NEXT	False	False
WRAP01	independent	otaiin	THERE	True	False
WRAP01	independent	otal	UNSAFE	False	True
WRAP01	independent	otchdy	THEN	False	True
WRAP01	independent	otchedy	OTHER_CARGO	True	True
WRAP01	independent	otedy	RETURN	True	True
WRAP01	independent	otor	COLOC	True	True
WRAP01	independent	otshdy	GOAL	True	True
WRAP01	independent	pchdy	W	False	False
WRAP01	independent	pdalshdy	INIT	True	False
WRAP01	independent	psheor	INIT	False	False
WRAP01	independent	qetal	AT_MOST_ONE	True	False
WRAP01	independent	qokaiin	FERRY	False	True
WRAP01	independent	qokain	THERE	False	True
