copy_order	source_item_id	source_unit_id	formal_parse	profile	choice_rule	generated_surface	observed_surface	same_formal_card
1	E008	H1	OK+Y	P1_EARLY_HERBAL	ch->d	doky	oky	YES
2	E008	H1	OK+Y	P2_LATE_HERBAL	ch->BARE	oky	oky	YES
3	E008	H1	OK+Y	P3_BIOLOGICAL	ch->s	soky	oky	YES
4	E008	H1	OK+Y	P4_CELESTIAL	ch->BARE	oky	oky	YES
5	E011	H1	OK+Y	P1_EARLY_HERBAL	BARE->q	qokchy	qokchy	YES
6	E011	H1	OK+Y	P2_LATE_HERBAL	BARE->ch	chokchy	qokchy	YES
7	E011	H1	OK+Y	P3_BIOLOGICAL	BARE->q	qokchy	qokchy	YES
8	E011	H1	OK+Y	P4_CELESTIAL	BARE->d	dokchy	qokchy	YES
9	E020	H2	Y	P1_EARLY_HERBAL	ch->d	dy	dy	YES
10	E020	H2	Y	P2_LATE_HERBAL	ch->BARE	y	dy	YES
11	E020	H2	Y	P3_BIOLOGICAL	ch->s	sy	dy	YES
12	E020	H2	Y	P4_CELESTIAL	ch->BARE	y	dy	YES
13	E022	H2	AIIN	P1_EARLY_HERBAL	d->t	taiin	taiin	YES
14	E022	H2	AIIN	P2_LATE_HERBAL	d->BARE	aiin	taiin	YES
15	E022	H2	AIIN	P3_BIOLOGICAL	d->BARE	aiin	taiin	YES
16	E022	H2	AIIN	P4_CELESTIAL	d->che	cheaiin	taiin	YES
17	E023	H2	Y	P1_EARLY_HERBAL	che->sh	shy	shy	YES
18	E023	H2	Y	P2_LATE_HERBAL	che->BARE	y	shy	YES
19	E023	H2	Y	P3_BIOLOGICAL	che->sh	shy	shy	YES
20	E023	H2	Y	P4_CELESTIAL	che->sh	shy	shy	YES
21	E024	H2	OT+CH+OR	P1_EARLY_HERBAL	BARE->q	qotchor	qotchor	YES
22	E024	H2	OT+CH+OR	P2_LATE_HERBAL	BARE->ch	chotchor	qotchor	YES
23	E024	H2	OT+CH+OR	P3_BIOLOGICAL	BARE->q	qotchor	qotchor	YES
24	E024	H2	OT+CH+OR	P4_CELESTIAL	BARE->d	dotchor	qotchor	YES
25	E028	H2	OL+OR	P1_EARLY_HERBAL	BARE->q	qolor	cholor	YES
26	E028	H2	OL+OR	P2_LATE_HERBAL	BARE->ch	cholor	cholor	YES
27	E028	H2	OL+OR	P3_BIOLOGICAL	BARE->q	qolor	cholor	YES
28	E028	H2	OL+OR	P4_CELESTIAL	BARE->d	dolor	cholor	YES
29	E031	H2	AR	P1_EARLY_HERBAL	ch->d	dar	dar	YES
30	E031	H2	AR	P2_LATE_HERBAL	ch->BARE	ar	dar	YES
31	E031	H2	AR	P3_BIOLOGICAL	ch->s	sar	dar	YES
32	E031	H2	AR	P4_CELESTIAL	ch->BARE	ar	dar	YES
33	E033	H2	OR	P1_EARLY_HERBAL	ch->d	dor	shor	YES
34	E033	H2	OR	P2_LATE_HERBAL	ch->BARE	or	shor	YES
35	E033	H2	OR	P3_BIOLOGICAL	ch->s	sor	shor	YES
36	E033	H2	OR	P4_CELESTIAL	ch->BARE	or	shor	YES
37	E037	H2	Y	P1_EARLY_HERBAL	ch->d	dy	dy	YES
38	E037	H2	Y	P2_LATE_HERBAL	ch->BARE	y	dy	YES
39	E037	H2	Y	P3_BIOLOGICAL	ch->s	sy	dy	YES
40	E037	H2	Y	P4_CELESTIAL	ch->BARE	y	dy	YES
41	E044	H3	WHOLE[cheey|shey]	P1_EARLY_HERBAL	che->sh	shey	shey	YES
42	E044	H3	WHOLE[cheey|shey]	P2_LATE_HERBAL	che->BARE	ey	shey	YES
43	E044	H3	WHOLE[cheey|shey]	P3_BIOLOGICAL	che->sh	shey	shey	YES
44	E044	H3	WHOLE[cheey|shey]	P4_CELESTIAL	che->sh	shey	shey	YES
45	E050	H3	Y	P1_EARLY_HERBAL	ch->d	dy	dy	YES
46	E050	H3	Y	P2_LATE_HERBAL	ch->BARE	y	dy	YES
47	E050	H3	Y	P3_BIOLOGICAL	ch->s	sy	dy	YES
48	E050	H3	Y	P4_CELESTIAL	ch->BARE	y	dy	YES
49	E055	H3	Y	P1_EARLY_HERBAL	che->sh	shy	dy	YES
50	E055	H3	Y	P2_LATE_HERBAL	che->BARE	y	dy	YES
51	E055	H3	Y	P3_BIOLOGICAL	che->sh	shy	dy	YES
52	E055	H3	Y	P4_CELESTIAL	che->sh	shy	dy	YES
53	E057	H4	AIIN	P1_EARLY_HERBAL	d->t	taiin	chaiin	YES
54	E057	H4	AIIN	P2_LATE_HERBAL	d->BARE	aiin	chaiin	YES
55	E057	H4	AIIN	P3_BIOLOGICAL	d->BARE	aiin	chaiin	YES
56	E057	H4	AIIN	P4_CELESTIAL	d->che	cheaiin	chaiin	YES
57	E068	H4	AIIN	P1_EARLY_HERBAL	d->t	taiin	aiin	YES
58	E068	H4	AIIN	P2_LATE_HERBAL	d->BARE	aiin	aiin	YES
59	E068	H4	AIIN	P3_BIOLOGICAL	d->BARE	aiin	aiin	YES
60	E068	H4	AIIN	P4_CELESTIAL	d->che	cheaiin	aiin	YES
61	E069	H4	OK+AL	P1_EARLY_HERBAL	q->q	qokal	okal	YES
62	E069	H4	OK+AL	P2_LATE_HERBAL	q->BARE	okal	okal	YES
63	E069	H4	OK+AL	P3_BIOLOGICAL	q->BARE	okal	okal	YES
64	E069	H4	OK+AL	P4_CELESTIAL	q->q	qokal	okal	YES
65	E071	H4	OR	P1_EARLY_HERBAL	ch->d	dor	or	YES
66	E071	H4	OR	P2_LATE_HERBAL	ch->BARE	or	or	YES
67	E071	H4	OR	P3_BIOLOGICAL	ch->s	sor	or	YES
68	E071	H4	OR	P4_CELESTIAL	ch->BARE	or	or	YES
69	E072	H4	Y	P1_EARLY_HERBAL	che->sh	shy	y	YES
70	E072	H4	Y	P2_LATE_HERBAL	che->BARE	y	y	YES
71	E072	H4	Y	P3_BIOLOGICAL	che->sh	shy	y	YES
72	E072	H4	Y	P4_CELESTIAL	che->sh	shy	y	YES
73	E083	H5	OL	P1_EARLY_HERBAL	d->t	tchol	schol	YES
74	E083	H5	OL	P2_LATE_HERBAL	d->BARE	chol	schol	YES
75	E083	H5	OL	P3_BIOLOGICAL	d->BARE	chol	schol	YES
76	E083	H5	OL	P4_CELESTIAL	d->che	chechol	schol	YES
77	E095	H5	OK+Y	P1_EARLY_HERBAL	BARE->q	qokchy	chokchy	YES
78	E095	H5	OK+Y	P2_LATE_HERBAL	BARE->ch	chokchy	chokchy	YES
79	E095	H5	OK+Y	P3_BIOLOGICAL	BARE->q	qokchy	chokchy	YES
80	E095	H5	OK+Y	P4_CELESTIAL	BARE->d	dokchy	chokchy	YES
81	E102	B1	OK+AIIN	P1_EARLY_HERBAL	q->q	qokaiin	okaiin	YES
82	E102	B1	OK+AIIN	P2_LATE_HERBAL	q->BARE	okaiin	okaiin	YES
83	E102	B1	OK+AIIN	P3_BIOLOGICAL	q->BARE	okaiin	okaiin	YES
84	E102	B1	OK+AIIN	P4_CELESTIAL	q->q	qokaiin	okaiin	YES
85	E104	B1	OK+AL	P1_EARLY_HERBAL	q->q	qokal	okal	YES
86	E104	B1	OK+AL	P2_LATE_HERBAL	q->BARE	okal	okal	YES
87	E104	B1	OK+AL	P3_BIOLOGICAL	q->BARE	okal	okal	YES
88	E104	B1	OK+AL	P4_CELESTIAL	q->q	qokal	okal	YES
89	E105	B1	AR	P1_EARLY_HERBAL	ch->d	dar	sar	YES
90	E105	B1	AR	P2_LATE_HERBAL	ch->BARE	ar	sar	YES
91	E105	B1	AR	P3_BIOLOGICAL	ch->s	sar	sar	YES
92	E105	B1	AR	P4_CELESTIAL	ch->BARE	ar	sar	YES
93	E109	B1	AL	P1_EARLY_HERBAL	d->t	tal	al	YES
94	E109	B1	AL	P2_LATE_HERBAL	d->BARE	al	al	YES
95	E109	B1	AL	P3_BIOLOGICAL	d->BARE	al	al	YES
96	E109	B1	AL	P4_CELESTIAL	d->che	cheal	al	YES
97	E121	B1	OL	P1_EARLY_HERBAL	BARE->q	qol	qol	YES
98	E121	B1	OL	P2_LATE_HERBAL	BARE->ch	chol	qol	YES
99	E121	B1	OL	P3_BIOLOGICAL	BARE->q	qol	qol	YES
100	E121	B1	OL	P4_CELESTIAL	BARE->d	dol	qol	YES
101	E128	B1	CKH+Y	P1_EARLY_HERBAL	ch->d	dckhy	shckhy	YES
102	E128	B1	CKH+Y	P2_LATE_HERBAL	ch->BARE	ckhy	shckhy	YES
103	E128	B1	CKH+Y	P3_BIOLOGICAL	ch->s	sckhy	shckhy	YES
104	E128	B1	CKH+Y	P4_CELESTIAL	ch->BARE	ckhy	shckhy	YES
105	E142	B1	OK+E+Y	P1_EARLY_HERBAL	BARE->q	qokey	qokey	YES
106	E142	B1	OK+E+Y	P2_LATE_HERBAL	BARE->ch	chokey	qokey	YES
107	E142	B1	OK+E+Y	P3_BIOLOGICAL	BARE->q	qokey	qokey	YES
108	E142	B1	OK+E+Y	P4_CELESTIAL	BARE->d	dokey	qokey	YES
109	E148	B1	OL	P1_EARLY_HERBAL	BARE->q	qol	qol	YES
110	E148	B1	OL	P2_LATE_HERBAL	BARE->ch	chol	qol	YES
111	E148	B1	OL	P3_BIOLOGICAL	BARE->q	qol	qol	YES
112	E148	B1	OL	P4_CELESTIAL	BARE->d	dol	qol	YES
113	E153	B1	OK+EE+Y	P1_EARLY_HERBAL	q->q	qokeey	okeey	YES
114	E153	B1	OK+EE+Y	P2_LATE_HERBAL	q->BARE	okeey	okeey	YES
115	E153	B1	OK+EE+Y	P3_BIOLOGICAL	q->BARE	okeey	okeey	YES
116	E153	B1	OK+EE+Y	P4_CELESTIAL	q->q	qokeey	okeey	YES
117	E154	B1	OL	P1_EARLY_HERBAL	BARE->q	qol	qol	YES
118	E154	B1	OL	P2_LATE_HERBAL	BARE->ch	chol	qol	YES
119	E154	B1	OL	P3_BIOLOGICAL	BARE->q	qol	qol	YES
120	E154	B1	OL	P4_CELESTIAL	BARE->d	dol	qol	YES
121	E155	B1	SHED+DY	P1_EARLY_HERBAL	sh->sh	shedy	cheedy	YES
122	E155	B1	SHED+DY	P2_LATE_HERBAL	sh->sh	shedy	cheedy	YES
123	E155	B1	SHED+DY	P3_BIOLOGICAL	sh->che	cheedy	cheedy	YES
124	E155	B1	SHED+DY	P4_CELESTIAL	sh->sh	shedy	cheedy	YES
125	E156	B1	AL	P1_EARLY_HERBAL	d->t	tal	sal	YES
126	E156	B1	AL	P2_LATE_HERBAL	d->BARE	al	sal	YES
127	E156	B1	AL	P3_BIOLOGICAL	d->BARE	al	sal	YES
128	E156	B1	AL	P4_CELESTIAL	d->che	cheal	sal	YES
129	E163	B1	SHED+DY	P1_EARLY_HERBAL	sh->sh	shedy	tedy	YES
130	E163	B1	SHED+DY	P2_LATE_HERBAL	sh->sh	shedy	tedy	YES
131	E163	B1	SHED+DY	P3_BIOLOGICAL	sh->che	cheedy	tedy	YES
132	E163	B1	SHED+DY	P4_CELESTIAL	sh->sh	shedy	tedy	YES
