id	partition	leaf	candidate	left	bridge	right	predicate	status	roots
ZL3b|f104r|f104r.1-f104r.4|29	OTHER_EXPOSED_LEAF	104	F_same	otech	ykar	otedy	otody	CONTRADICTS	[null, null]
ZL3b|f104r|f104r.1-f104r.4|29	OTHER_EXPOSED_LEAF	104	F_any	otech	ykar	otedy	otody	CONTRADICTS	[null, null]
ZL3b|f104r|f104r.1-f104r.4|29	OTHER_EXPOSED_LEAF	104	R_same	otech	ykar	otedy	otody	CONTRADICTS	[null, null]
ZL3b|f104r|f104r.1-f104r.4|29	OTHER_EXPOSED_LEAF	104	R_any	otech	ykar	otedy	otody	CONTRADICTS	[null, null]
ZL3b|f106r|f106r.42-f106r.47|48	SEED_PARAGRAPH	106	F_same	qokaiin	ykar	qokain	cheedy	MATCH	"[""qok"", ""qok""]"
ZL3b|f106r|f106r.42-f106r.47|48	SEED_PARAGRAPH	106	F_any	qokaiin	ykar	qokain	cheedy	MATCH	"[""qok"", ""qok""]"
ZL3b|f106r|f106r.42-f106r.47|48	SEED_PARAGRAPH	106	R_same	qokaiin	ykar	qokain	cheedy	CONTRADICTS	[null, null]
ZL3b|f106r|f106r.42-f106r.47|48	SEED_PARAGRAPH	106	R_any	qokaiin	ykar	qokain	cheedy	CONTRADICTS	[null, null]
ZL3b|f108v|f108v.20-f108v.29|96	OTHER_EXPOSED_LEAF	108	F_same	okaiin	ykar	al	okalam	CONTRADICTS	"[""ok"", null]"
ZL3b|f108v|f108v.20-f108v.29|96	OTHER_EXPOSED_LEAF	108	F_any	okaiin	ykar	al	okalam	CONTRADICTS	"[""ok"", null]"
ZL3b|f108v|f108v.20-f108v.29|96	OTHER_EXPOSED_LEAF	108	R_same	okaiin	ykar	al	okalam	CONTRADICTS	[null, null]
ZL3b|f108v|f108v.20-f108v.29|96	OTHER_EXPOSED_LEAF	108	R_any	okaiin	ykar	al	okalam	CONTRADICTS	[null, null]
ZL3b|f114r|f114r.4-f114r.7|32	OTHER_EXPOSED_LEAF	114	F_same	chdaiin	ykar	dary	cheol	CONTRADICTS	"[""chd"", null]"
ZL3b|f114r|f114r.4-f114r.7|32	OTHER_EXPOSED_LEAF	114	F_any	chdaiin	ykar	dary	cheol	CONTRADICTS	"[""chd"", null]"
ZL3b|f114r|f114r.4-f114r.7|32	OTHER_EXPOSED_LEAF	114	R_same	chdaiin	ykar	dary	cheol	CONTRADICTS	[null, null]
ZL3b|f114r|f114r.4-f114r.7|32	OTHER_EXPOSED_LEAF	114	R_any	chdaiin	ykar	dary	cheol	CONTRADICTS	[null, null]
ZL3b|f18v|f18v.1-f18v.10|43	OTHER_EXPOSED_LEAF	18	F_same	ar	ykar	ychol	dor	CONTRADICTS	[null, null]
ZL3b|f18v|f18v.1-f18v.10|43	OTHER_EXPOSED_LEAF	18	F_any	ar	ykar	ychol	dor	CONTRADICTS	[null, null]
ZL3b|f18v|f18v.1-f18v.10|43	OTHER_EXPOSED_LEAF	18	R_same	ar	ykar	ychol	dor	CONTRADICTS	[null, null]
ZL3b|f18v|f18v.1-f18v.10|43	OTHER_EXPOSED_LEAF	18	R_any	ar	ykar	ychol	dor	CONTRADICTS	[null, null]
ZL3b|f33v|f33v.1-f33v.6|52	OTHER_EXPOSED_LEAF	33	F_same	dy	ykar	cheky	dy	CONTRADICTS	[null, null]
ZL3b|f33v|f33v.1-f33v.6|52	OTHER_EXPOSED_LEAF	33	F_any	dy	ykar	cheky	dy	CONTRADICTS	[null, null]
ZL3b|f33v|f33v.1-f33v.6|52	OTHER_EXPOSED_LEAF	33	R_same	dy	ykar	cheky	dy	CONTRADICTS	[null, null]
ZL3b|f33v|f33v.1-f33v.6|52	OTHER_EXPOSED_LEAF	33	R_any	dy	ykar	cheky	dy	CONTRADICTS	[null, null]
