contrast	radius	prefix_x	target_surface	control_surface	target_exact_occurrences	control_exact_occurrences	positive_axis	opposing_axis	target_positive_rate	target_opposing_rate	control_positive_rate	control_opposing_rate	directional_delta	direction	type_weight	score_is_probability	component_export_credit
HOT	1	l	lkeedy	lteedy	23	3	HOT	COLD	0.050000000000	0.020000000000	0	0	0.030000000000	POSITIVE	1	0	0
HOT	3	l	lkeedy	lteedy	23	3	HOT	COLD	0.432500000000	0.020000000000	0	0.333333333333	0.745833333333	POSITIVE	1	0	0
HOT	1	o	okeedy	oteedy	49	66	HOT	COLD	0.088151927438	0.096825396825	0.098677248677	0.153703703704	0.046352985639	POSITIVE	1	0	0
HOT	3	o	okeedy	oteedy	49	66	HOT	COLD	0.227494331066	0.244104308390	0.186772486772	0.273280423280	0.069897959184	POSITIVE	1	0	0
HOT	1	ol	olkeedy	olteedy	25	2	HOT	COLD	0.088888888889	0.050000000000	0.500000000000	0	-0.461111111111	NEGATIVE	1	0	0
HOT	3	ol	olkeedy	olteedy	25	2	HOT	COLD	0.255555555556	0.116666666667	0.500000000000	0	-0.361111111111	NEGATIVE	1	0	0
HOT	1	qo	qokeedy	qoteedy	201	51	HOT	COLD	0.086047408474	0.063874320124	0.034161490683	0.076086956522	0.064098554188	POSITIVE	1	0	0
HOT	3	qo	qokeedy	qoteedy	201	51	HOT	COLD	0.184089195119	0.142112299465	0.134575569358	0.210144927536	0.117546253831	POSITIVE	1	0	0
HOT	1	qol	qolkeedy	qolteedy	5	1	HOT	COLD	0.111111111111	0	0	0	0.111111111111	POSITIVE	1	0	0
HOT	3	qol	qolkeedy	qolteedy	5	1	HOT	COLD	0.444444444444	0.111111111111	1	0	-0.666666666667	NEGATIVE	1	0	0
HOT	1	y	ykeedy	yteedy	19	19	HOT	COLD	0.093750000000	0.125000000000	0.055555555556	0.066666666667	-0.020138888889	NEGATIVE	1	0	0
HOT	3	y	ykeedy	yteedy	19	19	HOT	COLD	0.375000000000	0.218750000000	0.322222222222	0.133333333333	-0.032638888889	NEGATIVE	1	0	0
END	1	che	chekeedy	chekedy	3	2	END_STAGE	MIDDLE_STAGE	0	0	0	0	0	NA	0	0	0
END	3	che	chekeedy	chekedy	3	2	END_STAGE	MIDDLE_STAGE	0	0	0	0.500000000000	0.500000000000	POSITIVE	1	0	0
END	1	cho	chokeedy	chokedy	2	2	END_STAGE	MIDDLE_STAGE	0	0	0	0.500000000000	0.500000000000	POSITIVE	1	0	0
END	3	cho	chokeedy	chokedy	2	2	END_STAGE	MIDDLE_STAGE	0	0	0	1	1	POSITIVE	1	0	0
END	1	l	lkeedy	lkedy	23	15	END_STAGE	MIDDLE_STAGE	0	0.020000000000	0	0.142857142857	0.122857142857	POSITIVE	1	0	0
END	3	l	lkeedy	lkedy	23	15	END_STAGE	MIDDLE_STAGE	0.012500000000	0.020000000000	0	0.219047619048	0.211547619048	POSITIVE	1	0	0
END	1	o	okeedy	okedy	49	47	END_STAGE	MIDDLE_STAGE	0.009523809524	0.082653061224	0.050000000000	0.077884615385	-0.045244636316	NEGATIVE	1	0	0
END	3	o	okeedy	okedy	49	47	END_STAGE	MIDDLE_STAGE	0.025396825397	0.233503401361	0.133012820513	0.289743589744	-0.051375806733	NEGATIVE	1	0	0
END	1	ol	olkeedy	olkedy	25	15	END_STAGE	MIDDLE_STAGE	0.016666666667	0.083333333333	0	0.150000000000	0.083333333333	POSITIVE	1	0	0
END	3	ol	olkeedy	olkedy	25	15	END_STAGE	MIDDLE_STAGE	0.116666666667	0.205555555556	0	0.383333333333	0.294444444444	POSITIVE	1	0	0
END	1	qo	qokeedy	qokedy	201	164	END_STAGE	MIDDLE_STAGE	0.023635392385	0.114237967914	0.034274193548	0.213424613021	0.088547843944	POSITIVE	1	0	0
END	3	qo	qokeedy	qokedy	201	164	END_STAGE	MIDDLE_STAGE	0.088310994561	0.237076363179	0.062220843672	0.386677301193	0.175691088903	POSITIVE	1	0	0
END	1	qol	qolkeedy	qolkedy	5	1	END_STAGE	MIDDLE_STAGE	0	0	0	0	0	NA	0	0	0
END	3	qol	qolkeedy	qolkedy	5	1	END_STAGE	MIDDLE_STAGE	0	0.333333333333	0	0	-0.333333333333	NEGATIVE	1	0	0
END	1	sol	solkeedy	solkedy	3	1	END_STAGE	MIDDLE_STAGE	0	0	0	0	0	NA	0	0	0
END	3	sol	solkeedy	solkedy	3	1	END_STAGE	MIDDLE_STAGE	0	0	0	0	0	NA	0	0	0
END	1	y	ykeedy	ykedy	19	6	END_STAGE	MIDDLE_STAGE	0	0.156250000000	0	0.166666666667	0.010416666667	POSITIVE	1	0	0
END	3	y	ykeedy	ykedy	19	6	END_STAGE	MIDDLE_STAGE	0	0.343750000000	0	0.333333333333	-0.010416666667	NEGATIVE	1	0	0
CLOSE	1	chal	chalkeedy	chalkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	chal	chalkeedy	chalkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	che	chekeedy	chekeey	3	3	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	che	chekeedy	chekeey	3	3	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	cheol	cheolkeedy	cheolkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	cheol	cheolkeedy	cheolkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	ch	chkeedy	chkeey	1	12	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	ch	chkeedy	chkeey	1	12	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	cho	chokeedy	chokeey	2	9	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	cho	chokeedy	chokeey	2	9	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	chol	cholkeedy	cholkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	chol	cholkeedy	cholkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	l	lkeedy	lkeey	23	34	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	l	lkeedy	lkeey	23	34	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	oe	oekeedy	oekeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	oe	oekeedy	oekeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	o	okeedy	okeey	49	116	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	o	okeedy	okeey	49	116	CLOSE	NONE	0	0.000000000000	0.032258064516	0.000000000000	-0.032258064516	NEGATIVE	1	0	0
CLOSE	1	ol	olkeedy	olkeey	25	32	CLOSE	NONE	0.016666666667	0.000000000000	0	0.000000000000	0.016666666667	POSITIVE	1	0	0
CLOSE	3	ol	olkeedy	olkeey	25	32	CLOSE	NONE	0.116666666667	0.000000000000	0.017543859649	0.000000000000	0.099122807018	POSITIVE	1	0	0
CLOSE	1	qo	qokeedy	qokeey	201	264	CLOSE	NONE	0.011378205128	0.000000000000	0.001455026455	0.000000000000	0.009923178673	POSITIVE	1	0	0
CLOSE	3	qo	qokeedy	qokeey	201	264	CLOSE	NONE	0.035416666667	0.000000000000	0.031027966742	0.000000000000	0.004388699924	POSITIVE	1	0	0
CLOSE	1	qol	qolkeedy	qolkeey	5	4	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	qol	qolkeedy	qolkeey	5	4	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	qool	qoolkeedy	qoolkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	qool	qoolkeedy	qoolkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	rol	rolkeedy	rolkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	rol	rolkeedy	rolkeey	1	1	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	sol	solkeedy	solkeey	3	3	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	sol	solkeedy	solkeey	3	3	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	1	y	ykeedy	ykeey	19	41	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
CLOSE	3	y	ykeedy	ykeey	19	41	CLOSE	NONE	0	0.000000000000	0	0.000000000000	0.000000000000	NA	0	0	0
